Datum Zeit,Chemnitz-Leipziger Str. PM2.5
,µg/m³
31-05-16,6.91
30-05-16,11.35
29-05-16,15.71
28-05-16,11.43
27-05-16,19.50
26-05-16,15.48
25-05-16,14.36
24-05-16,11.01
23-05-16,7.58
22-05-16,10.10
21-05-16,9.20
20-05-16,9.73
19-05-16,11.11
18-05-16,10.52
17-05-16,8.41
16-05-16,3.31
15-05-16,3.41
14-05-16,7.35
13-05-16,12.31
12-05-16,12.06
11-05-16,14.59
10-05-16,11.45
09-05-16,8.10
08-05-16,7.35
07-05-16,11.10
06-05-16,11.26
05-05-16,10.65
04-05-16,7.46
03-05-16,12.80
02-05-16,16.18
01-05-16,38.58

