Datum Zeit,Leipzig-Luetzner Straße PM10
,µg/m³
31-05-16,22
30-05-16,21
29-05-16,29
28-05-16,31
27-05-16,47
26-05-16,41
25-05-16,31
24-05-16,21
23-05-16,19
22-05-16,20
21-05-16,23
20-05-16,21
19-05-16,24
18-05-16,26
17-05-16,20
16-05-16,9
15-05-16,10
14-05-16,20
13-05-16,24
12-05-16,33
11-05-16,33
10-05-16,30
09-05-16,33
08-05-16,22
07-05-16,28
06-05-16,32
05-05-16,20
04-05-16,24
03-05-16,34
02-05-16,32
01-05-16,28

