Datum Zeit,Brockau PM10
,µg/m³
31-01-12,
30-01-12,49
29-01-12,73
28-01-12,53
27-01-12,25
26-01-12,18
25-01-12,17
24-01-12,7
23-01-12,4
22-01-12,4
21-01-12,5
20-01-12,6
19-01-12,5
18-01-12,
17-01-12,
16-01-12,14
15-01-12,12
14-01-12,10
13-01-12,6
12-01-12,5
11-01-12,13
10-01-12,8
09-01-12,6
08-01-12,5
07-01-12,4
06-01-12,5
05-01-12,3
04-01-12,5
03-01-12,5
02-01-12,3
01-01-12,6

