Datum Zeit,Bautzen NO2
,µg/m³
01-02-12 00:00,33
31-01-12 23:00,30
31-01-12 22:00,33
31-01-12 21:00,40
31-01-12 20:00,39
31-01-12 19:00,45
31-01-12 18:00,47
31-01-12 17:00,43
31-01-12 16:00,41
31-01-12 15:00,33
31-01-12 14:00,29
31-01-12 13:00,29
31-01-12 12:00,27
31-01-12 11:00,26
31-01-12 10:00,28
31-01-12 09:00,33
31-01-12 08:00,37
31-01-12 07:00,34
31-01-12 06:00,35
31-01-12 05:00,26
31-01-12 04:00,24
31-01-12 03:00,22
31-01-12 02:00,19
31-01-12 01:00,19
31-01-12 00:00,22
30-01-12 23:00,26
30-01-12 22:00,27
30-01-12 21:00,28
30-01-12 20:00,32
30-01-12 19:00,37
30-01-12 18:00,45
30-01-12 17:00,43
30-01-12 16:00,37
30-01-12 15:00,33
30-01-12 14:00,29
30-01-12 13:00,27
30-01-12 12:00,30
30-01-12 11:00,30
30-01-12 10:00,32
30-01-12 09:00,39
30-01-12 08:00,48
30-01-12 07:00,43
30-01-12 06:00,40
30-01-12 05:00,31
30-01-12 04:00,32
30-01-12 03:00,26
30-01-12 02:00,26
30-01-12 01:00,23
30-01-12 00:00,27
29-01-12 23:00,29
29-01-12 22:00,31
29-01-12 21:00,34
29-01-12 20:00,36
29-01-12 19:00,36
29-01-12 18:00,34
29-01-12 17:00,31
29-01-12 16:00,30
29-01-12 15:00,28
29-01-12 14:00,26
29-01-12 13:00,24
29-01-12 12:00,28
29-01-12 11:00,28
29-01-12 10:00,28
29-01-12 09:00,27
29-01-12 08:00,30
29-01-12 07:00,35
29-01-12 06:00,34
29-01-12 05:00,36
29-01-12 04:00,38
29-01-12 03:00,36
29-01-12 02:00,40
29-01-12 01:00,44
29-01-12 00:00,46
28-01-12 23:00,50
28-01-12 22:00,58
28-01-12 21:00,58
28-01-12 20:00,57
28-01-12 19:00,53
28-01-12 18:00,50
28-01-12 17:00,46
28-01-12 16:00,44
28-01-12 15:00,40
28-01-12 14:00,34
28-01-12 13:00,32
28-01-12 12:00,33
28-01-12 11:00,34
28-01-12 10:00,33
28-01-12 09:00,41
28-01-12 08:00,35
28-01-12 07:00,19
28-01-12 06:00,19
28-01-12 05:00,18
28-01-12 04:00,14
28-01-12 03:00,14
28-01-12 02:00,18
28-01-12 01:00,18
28-01-12 00:00,20
27-01-12 23:00,22
27-01-12 22:00,23
27-01-12 21:00,22
27-01-12 20:00,34
27-01-12 19:00,39
27-01-12 18:00,32
27-01-12 17:00,34
27-01-12 16:00,17
27-01-12 15:00,15
27-01-12 14:00,12
27-01-12 13:00,14
27-01-12 12:00,14
27-01-12 11:00,13
27-01-12 10:00,23
27-01-12 09:00,62
27-01-12 08:00,67
27-01-12 07:00,53
27-01-12 06:00,36
27-01-12 05:00,27
27-01-12 04:00,16
27-01-12 03:00,12
27-01-12 02:00,16
27-01-12 01:00,26
27-01-12 00:00,31
26-01-12 23:00,12
26-01-12 22:00,17
26-01-12 21:00,20
26-01-12 20:00,27
26-01-12 19:00,27
26-01-12 18:00,29
26-01-12 17:00,31
26-01-12 16:00,25
26-01-12 15:00,28
26-01-12 14:00,25
26-01-12 13:00,20
26-01-12 12:00,23
26-01-12 11:00,30
26-01-12 10:00,32
26-01-12 09:00,51
26-01-12 08:00,49
26-01-12 07:00,36
26-01-12 06:00,37
26-01-12 05:00,19
26-01-12 04:00,18
26-01-12 03:00,17
26-01-12 02:00,30
26-01-12 01:00,34
26-01-12 00:00,37
25-01-12 23:00,46
25-01-12 22:00,40
25-01-12 21:00,28
25-01-12 20:00,30
25-01-12 19:00,30
25-01-12 18:00,42
25-01-12 17:00,39
25-01-12 16:00,37
25-01-12 15:00,31
25-01-12 14:00,30
25-01-12 13:00,34
25-01-12 12:00,39
25-01-12 11:00,39
25-01-12 10:00,49
25-01-12 09:00,51
25-01-12 08:00,45
25-01-12 07:00,39
25-01-12 06:00,34
25-01-12 05:00,32
25-01-12 04:00,25
25-01-12 03:00,27
25-01-12 02:00,30
25-01-12 01:00,27
25-01-12 00:00,18
24-01-12 23:00,20
24-01-12 22:00,29
24-01-12 21:00,27
24-01-12 20:00,39
24-01-12 19:00,38
24-01-12 18:00,35
24-01-12 17:00,39
24-01-12 16:00,33
24-01-12 15:00,28
24-01-12 14:00,29
24-01-12 13:00,31
24-01-12 12:00,27
24-01-12 11:00,25
24-01-12 10:00,29
24-01-12 09:00,37
24-01-12 08:00,55
24-01-12 07:00,45
24-01-12 06:00,32
24-01-12 05:00,16
24-01-12 04:00,13
24-01-12 03:00,11
24-01-12 02:00,11
24-01-12 01:00,14
24-01-12 00:00,16
23-01-12 23:00,18
23-01-12 22:00,16
23-01-12 21:00,24
23-01-12 20:00,29
23-01-12 19:00,30
23-01-12 18:00,27
23-01-12 17:00,38
23-01-12 16:00,44
23-01-12 15:00,34
23-01-12 14:00,41
23-01-12 13:00,41
23-01-12 12:00,38
23-01-12 11:00,31
23-01-12 10:00,29
23-01-12 09:00,33
23-01-12 08:00,34
23-01-12 07:00,29
23-01-12 06:00,18
23-01-12 05:00,13
23-01-12 04:00,8
23-01-12 03:00,7
23-01-12 02:00,8
23-01-12 01:00,8
23-01-12 00:00,7
22-01-12 23:00,9
22-01-12 22:00,10
22-01-12 21:00,10
22-01-12 20:00,11
22-01-12 19:00,11
22-01-12 18:00,11
22-01-12 17:00,11
22-01-12 16:00,11
22-01-12 15:00,8
22-01-12 14:00,7
22-01-12 13:00,7
22-01-12 12:00,7
22-01-12 11:00,7
22-01-12 10:00,7
22-01-12 09:00,7
22-01-12 08:00,6
22-01-12 07:00,5
22-01-12 06:00,6
22-01-12 05:00,6
22-01-12 04:00,4
22-01-12 03:00,4
22-01-12 02:00,5
22-01-12 01:00,7
22-01-12 00:00,6
21-01-12 23:00,9
21-01-12 22:00,11
21-01-12 21:00,13
21-01-12 20:00,16
21-01-12 19:00,15
21-01-12 18:00,12
21-01-12 17:00,9
21-01-12 16:00,8
21-01-12 15:00,12
21-01-12 14:00,13
21-01-12 13:00,13
21-01-12 12:00,12
21-01-12 11:00,16
21-01-12 10:00,16
21-01-12 09:00,18
21-01-12 08:00,15
21-01-12 07:00,14
21-01-12 06:00,12
21-01-12 05:00,11
21-01-12 04:00,10
21-01-12 03:00,10
21-01-12 02:00,11
21-01-12 01:00,11
21-01-12 00:00,11
20-01-12 23:00,14
20-01-12 22:00,15
20-01-12 21:00,17
20-01-12 20:00,17
20-01-12 19:00,20
20-01-12 18:00,25
20-01-12 17:00,30
20-01-12 16:00,35
20-01-12 15:00,29
20-01-12 14:00,22
20-01-12 13:00,18
20-01-12 12:00,18
20-01-12 11:00,17
20-01-12 10:00,22
20-01-12 09:00,26
20-01-12 08:00,23
20-01-12 07:00,23
20-01-12 06:00,15
20-01-12 05:00,14
20-01-12 04:00,11
20-01-12 03:00,7
20-01-12 02:00,6
20-01-12 01:00,7
20-01-12 00:00,9
19-01-12 23:00,11
19-01-12 22:00,14
19-01-12 21:00,16
19-01-12 20:00,24
19-01-12 19:00,26
19-01-12 18:00,30
19-01-12 17:00,31
19-01-12 16:00,32
19-01-12 15:00,28
19-01-12 14:00,28
19-01-12 13:00,23
19-01-12 12:00,29
19-01-12 11:00,31
19-01-12 10:00,29
