Datum Zeit,Radebeul-Wahnsdorf NO2
,µg/m³
01-02-12 00:00,31
31-01-12 23:00,32
31-01-12 22:00,32
31-01-12 21:00,32
31-01-12 20:00,37
31-01-12 19:00,45
31-01-12 18:00,47
31-01-12 17:00,33
31-01-12 16:00,24
31-01-12 15:00,22
31-01-12 14:00,21
31-01-12 13:00,26
31-01-12 12:00,26
31-01-12 11:00,33
31-01-12 10:00,35
31-01-12 09:00,48
31-01-12 08:00,50
31-01-12 07:00,48
31-01-12 06:00,35
31-01-12 05:00,34
31-01-12 04:00,24
31-01-12 03:00,26
31-01-12 02:00,36
31-01-12 01:00,39
31-01-12 00:00,31
30-01-12 23:00,26
30-01-12 22:00,29
30-01-12 21:00,34
30-01-12 20:00,37
30-01-12 19:00,37
30-01-12 18:00,48
30-01-12 17:00,59
30-01-12 16:00,33
30-01-12 15:00,27
30-01-12 14:00,27
30-01-12 13:00,28
30-01-12 12:00,32
30-01-12 11:00,34
30-01-12 10:00,38
30-01-12 09:00,49
30-01-12 08:00,64
30-01-12 07:00,50
30-01-12 06:00,46
30-01-12 05:00,53
30-01-12 04:00,41
30-01-12 03:00,38
30-01-12 02:00,42
30-01-12 01:00,34
30-01-12 00:00,42
29-01-12 23:00,44
29-01-12 22:00,48
29-01-12 21:00,48
29-01-12 20:00,43
29-01-12 19:00,40
29-01-12 18:00,40
29-01-12 17:00,38
29-01-12 16:00,24
29-01-12 15:00,22
29-01-12 14:00,22
29-01-12 13:00,22
29-01-12 12:00,23
29-01-12 11:00,24
29-01-12 10:00,29
29-01-12 09:00,26
29-01-12 08:00,27
29-01-12 07:00,34
29-01-12 06:00,27
29-01-12 05:00,29
29-01-12 04:00,40
29-01-12 03:00,39
29-01-12 02:00,42
29-01-12 01:00,42
29-01-12 00:00,43
28-01-12 23:00,43
28-01-12 22:00,45
28-01-12 21:00,42
28-01-12 20:00,41
28-01-12 19:00,42
28-01-12 18:00,40
28-01-12 17:00,29
28-01-12 16:00,17
28-01-12 15:00,17
28-01-12 14:00,18
28-01-12 13:00,20
28-01-12 12:00,22
28-01-12 11:00,27
28-01-12 10:00,28
28-01-12 09:00,37
28-01-12 08:00,36
28-01-12 07:00,29
28-01-12 06:00,27
28-01-12 05:00,29
28-01-12 04:00,28
28-01-12 03:00,27
28-01-12 02:00,32
28-01-12 01:00,37
28-01-12 00:00,41
27-01-12 23:00,48
27-01-12 22:00,55
27-01-12 21:00,54
27-01-12 20:00,45
27-01-12 19:00,40
27-01-12 18:00,35
27-01-12 17:00,34
27-01-12 16:00,27
27-01-12 15:00,23
27-01-12 14:00,23
27-01-12 13:00,25
27-01-12 12:00,24
27-01-12 11:00,27
27-01-12 10:00,29
27-01-12 09:00,41
27-01-12 08:00,37
27-01-12 07:00,33
27-01-12 06:00,22
27-01-12 05:00,19
27-01-12 04:00,19
27-01-12 03:00,16
27-01-12 02:00,13
27-01-12 01:00,12
27-01-12 00:00,14
26-01-12 23:00,18
26-01-12 22:00,24
26-01-12 21:00,22
26-01-12 20:00,19
26-01-12 19:00,24
26-01-12 18:00,31
26-01-12 17:00,26
26-01-12 16:00,23
26-01-12 15:00,16
26-01-12 14:00,12
26-01-12 13:00,14
26-01-12 12:00,16
26-01-12 11:00,21
26-01-12 10:00,27
26-01-12 09:00,29
26-01-12 08:00,30
26-01-12 07:00,15
26-01-12 06:00,14
26-01-12 05:00,12
26-01-12 04:00,12
26-01-12 03:00,8
26-01-12 02:00,10
26-01-12 01:00,14
26-01-12 00:00,19
25-01-12 23:00,15
25-01-12 22:00,17
25-01-12 21:00,19
25-01-12 20:00,19
25-01-12 19:00,20
25-01-12 18:00,18
25-01-12 17:00,17
25-01-12 16:00,16
25-01-12 15:00,13
25-01-12 14:00,22
25-01-12 13:00,25
25-01-12 12:00,23
25-01-12 11:00,19
