Datum Zeit,Radebeul-Wahnsdorf PM10
,µg/m³
31-01-12,58
30-01-12,73
29-01-12,118
28-01-12,71
27-01-12,33
26-01-12,22
25-01-12,18
24-01-12,9
23-01-12,6
22-01-12,7
21-01-12,6
20-01-12,8
19-01-12,6
18-01-12,11
17-01-12,19
16-01-12,16
15-01-12,12
14-01-12,14
13-01-12,10
12-01-12,8
11-01-12,15
10-01-12,15
09-01-12,7
08-01-12,7
07-01-12,7
06-01-12,7
05-01-12,4
04-01-12,8
03-01-12,6
02-01-12,5
01-01-12,28

