Datum Zeit,Leipzig-West PM10
,µg/m³
31-01-12,49
30-01-12,64
29-01-12,117
28-01-12,80
27-01-12,34
26-01-12,24
25-01-12,17
24-01-12,11
23-01-12,6
22-01-12,6
21-01-12,7
20-01-12,9
19-01-12,7
18-01-12,19
17-01-12,16
16-01-12,21
15-01-12,15
14-01-12,15
13-01-12,10
12-01-12,8
11-01-12,17
10-01-12,15
09-01-12,10
08-01-12,6
07-01-12,7
06-01-12,7
05-01-12,4
04-01-12,8
03-01-12,7
02-01-12,5
01-01-12,34

