Datum Zeit,Carlsfeld PM10
,µg/m³
31-01-12,24
30-01-12,29
29-01-12,33
28-01-12,24
27-01-12,18
26-01-12,
25-01-12,
24-01-12,4
23-01-12,3
22-01-12,4
21-01-12,4
20-01-12,5
19-01-12,4
18-01-12,7
17-01-12,6
16-01-12,8
15-01-12,8
14-01-12,8
13-01-12,4
12-01-12,3
11-01-12,8
10-01-12,5
09-01-12,3
08-01-12,2
07-01-12,3
06-01-12,4
05-01-12,2
04-01-12,4
03-01-12,5
02-01-12,3
01-01-12,2

