Datum Zeit,Goerlitz NO2
,µg/m³
01-02-12 00:00,41
31-01-12 23:00,33
31-01-12 22:00,29
31-01-12 21:00,28
31-01-12 20:00,33
31-01-12 19:00,34
31-01-12 18:00,40
31-01-12 17:00,39
31-01-12 16:00,32
31-01-12 15:00,29
31-01-12 14:00,24
31-01-12 13:00,20
31-01-12 12:00,21
31-01-12 11:00,19
31-01-12 10:00,23
31-01-12 09:00,24
31-01-12 08:00,28
31-01-12 07:00,23
31-01-12 06:00,23
31-01-12 05:00,22
31-01-12 04:00,22
31-01-12 03:00,22
31-01-12 02:00,21
31-01-12 01:00,18
31-01-12 00:00,19
30-01-12 23:00,20
30-01-12 22:00,24
30-01-12 21:00,27
30-01-12 20:00,28
30-01-12 19:00,29
30-01-12 18:00,33
30-01-12 17:00,35
30-01-12 16:00,31
30-01-12 15:00,25
30-01-12 14:00,22
30-01-12 13:00,20
30-01-12 12:00,20
30-01-12 11:00,20
30-01-12 10:00,23
30-01-12 09:00,25
30-01-12 08:00,32
30-01-12 07:00,28
30-01-12 06:00,28
30-01-12 05:00,26
30-01-12 04:00,28
30-01-12 03:00,29
30-01-12 02:00,27
30-01-12 01:00,24
30-01-12 00:00,22
29-01-12 23:00,19
29-01-12 22:00,21
29-01-12 21:00,26
29-01-12 20:00,29
29-01-12 19:00,28
29-01-12 18:00,29
29-01-12 17:00,29
29-01-12 16:00,25
29-01-12 15:00,24
29-01-12 14:00,23
29-01-12 13:00,21
29-01-12 12:00,22
29-01-12 11:00,23
29-01-12 10:00,25
29-01-12 09:00,26
29-01-12 08:00,27
29-01-12 07:00,24
29-01-12 06:00,29
29-01-12 05:00,30
29-01-12 04:00,31
29-01-12 03:00,34
29-01-12 02:00,36
29-01-12 01:00,36
29-01-12 00:00,34
28-01-12 23:00,37
28-01-12 22:00,44
28-01-12 21:00,50
28-01-12 20:00,55
28-01-12 19:00,56
28-01-12 18:00,55
28-01-12 17:00,52
28-01-12 16:00,43
28-01-12 15:00,38
28-01-12 14:00,32
28-01-12 13:00,31
28-01-12 12:00,30
28-01-12 11:00,29
28-01-12 10:00,29
28-01-12 09:00,29
28-01-12 08:00,31
28-01-12 07:00,32
28-01-12 06:00,35
28-01-12 05:00,34
28-01-12 04:00,35
28-01-12 03:00,35
28-01-12 02:00,37
28-01-12 01:00,40
28-01-12 00:00,40
27-01-12 23:00,39
27-01-12 22:00,42
27-01-12 21:00,41
27-01-12 20:00,36
27-01-12 19:00,37
27-01-12 18:00,37
27-01-12 17:00,34
27-01-12 16:00,25
27-01-12 15:00,19
27-01-12 14:00,20
27-01-12 13:00,18
27-01-12 12:00,19
27-01-12 11:00,20
27-01-12 10:00,25
27-01-12 09:00,28
27-01-12 08:00,33
27-01-12 07:00,23
27-01-12 06:00,35
27-01-12 05:00,34
27-01-12 04:00,26
27-01-12 03:00,25
27-01-12 02:00,19
27-01-12 01:00,12
27-01-12 00:00,13
26-01-12 23:00,17
26-01-12 22:00,21
26-01-12 21:00,24
26-01-12 20:00,26
26-01-12 19:00,30
26-01-12 18:00,27
26-01-12 17:00,23
26-01-12 16:00,19
26-01-12 15:00,17
26-01-12 14:00,13
26-01-12 13:00,22
26-01-12 12:00,17
26-01-12 11:00,22
26-01-12 10:00,29
26-01-12 09:00,32
26-01-12 08:00,35
26-01-12 07:00,31
26-01-12 06:00,26
26-01-12 05:00,25
26-01-12 04:00,24
26-01-12 03:00,22
26-01-12 02:00,25
26-01-12 01:00,19
26-01-12 00:00,28
25-01-12 23:00,21
25-01-12 22:00,14
25-01-12 21:00,16
25-01-12 20:00,19
25-01-12 19:00,16
25-01-12 18:00,34
25-01-12 17:00,33
25-01-12 16:00,47
25-01-12 15:00,40
25-01-12 14:00,44
25-01-12 13:00,44
25-01-12 12:00,41
25-01-12 11:00,39
25-01-12 10:00,44
25-01-12 09:00,45
25-01-12 08:00,46
25-01-12 07:00,36
25-01-12 06:00,33
25-01-12 05:00,24
25-01-12 04:00,32
25-01-12 03:00,32
25-01-12 02:00,30
25-01-12 01:00,21
25-01-12 00:00,26
24-01-12 23:00,17
24-01-12 22:00,15
24-01-12 21:00,16
24-01-12 20:00,16
24-01-12 19:00,14
24-01-12 18:00,17
24-01-12 17:00,30
24-01-12 16:00,13
24-01-12 15:00,13
24-01-12 14:00,12
24-01-12 13:00,18
24-01-12 12:00,17
24-01-12 11:00,13
24-01-12 10:00,21
24-01-12 09:00,42
24-01-12 08:00,52
24-01-12 07:00,52
24-01-12 06:00,45
24-01-12 05:00,27
24-01-12 04:00,11
24-01-12 03:00,14
24-01-12 02:00,11
24-01-12 01:00,12
24-01-12 00:00,11
23-01-12 23:00,20
23-01-12 22:00,21
23-01-12 21:00,32
23-01-12 20:00,35
23-01-12 19:00,41
23-01-12 18:00,50
23-01-12 17:00,60
23-01-12 16:00,59
23-01-12 15:00,62
23-01-12 14:00,52
23-01-12 13:00,39
23-01-12 12:00,29
23-01-12 11:00,28
23-01-12 10:00,32
23-01-12 09:00,31
23-01-12 08:00,29
23-01-12 07:00,18
23-01-12 06:00,12
23-01-12 05:00,9
23-01-12 04:00,9
23-01-12 03:00,8
23-01-12 02:00,11
23-01-12 01:00,9
23-01-12 00:00,8
22-01-12 23:00,10
22-01-12 22:00,14
22-01-12 21:00,18
22-01-12 20:00,17
22-01-12 19:00,17
22-01-12 18:00,16
22-01-12 17:00,15
22-01-12 16:00,10
22-01-12 15:00,9
22-01-12 14:00,9
22-01-12 13:00,8
22-01-12 12:00,8
22-01-12 11:00,6
22-01-12 10:00,6
22-01-12 09:00,5
22-01-12 08:00,5
22-01-12 07:00,5
22-01-12 06:00,6
22-01-12 05:00,6
22-01-12 04:00,6
22-01-12 03:00,6
22-01-12 02:00,10
22-01-12 01:00,8
22-01-12 00:00,7
21-01-12 23:00,13
21-01-12 22:00,19
21-01-12 21:00,20
21-01-12 20:00,17
21-01-12 19:00,16
21-01-12 18:00,15
21-01-12 17:00,17
21-01-12 16:00,17
21-01-12 15:00,21
21-01-12 14:00,18
21-01-12 13:00,26
21-01-12 12:00,26
21-01-12 11:00,22
21-01-12 10:00,21
21-01-12 09:00,23
21-01-12 08:00,18
21-01-12 07:00,11
21-01-12 06:00,11
21-01-12 05:00,10
21-01-12 04:00,12
21-01-12 03:00,10
21-01-12 02:00,12
21-01-12 01:00,13
21-01-12 00:00,15
20-01-12 23:00,19
20-01-12 22:00,17
20-01-12 21:00,16
20-01-12 20:00,21
20-01-12 19:00,24
20-01-12 18:00,28
20-01-12 17:00,32
20-01-12 16:00,23
20-01-12 15:00,22
20-01-12 14:00,20
20-01-12 13:00,20
20-01-12 12:00,22
20-01-12 11:00,27
20-01-12 10:00,26
20-01-12 09:00,29
20-01-12 08:00,31
20-01-12 07:00,31
20-01-12 06:00,23
20-01-12 05:00,15
20-01-12 04:00,6
20-01-12 03:00,5
20-01-12 02:00,6
20-01-12 01:00,7
20-01-12 00:00,10
19-01-12 23:00,13
19-01-12 22:00,11
19-01-12 21:00,20
19-01-12 20:00,23
19-01-12 19:00,34
19-01-12 18:00,37
19-01-12 17:00,43
19-01-12 16:00,38
19-01-12 15:00,37
19-01-12 14:00,33
19-01-12 13:00,34
19-01-12 12:00,37
19-01-12 11:00,38
19-01-12 10:00,33
19-01-12 09:00,34
19-01-12 08:00,36
19-01-12 07:00,28
19-01-12 06:00,24
19-01-12 05:00,18
19-01-12 04:00,20
19-01-12 03:00,21
19-01-12 02:00,27
19-01-12 01:00,30
19-01-12 00:00,29
18-01-12 23:00,31
18-01-12 22:00,32
18-01-12 21:00,32
18-01-12 20:00,33
18-01-12 19:00,40
18-01-12 18:00,40
18-01-12 17:00,43
18-01-12 16:00,48
18-01-12 15:00,43
18-01-12 14:00,38
18-01-12 13:00,32
18-01-12 12:00,37
18-01-12 11:00,39
18-01-12 10:00,46
18-01-12 09:00,44
18-01-12 08:00,44
18-01-12 07:00,32
18-01-12 06:00,33
18-01-12 05:00,22
18-01-12 04:00,23
18-01-12 03:00,22
18-01-12 02:00,22
18-01-12 01:00,23
18-01-12 00:00,20
17-01-12 23:00,21
17-01-12 22:00,21
17-01-12 21:00,21
17-01-12 20:00,25
17-01-12 19:00,29
17-01-12 18:00,31
17-01-12 17:00,32
17-01-12 16:00,29
17-01-12 15:00,30
17-01-12 14:00,28
17-01-12 13:00,29
17-01-12 12:00,28
17-01-12 11:00,33
17-01-12 10:00,29
17-01-12 09:00,29
17-01-12 08:00,32
17-01-12 07:00,27
17-01-12 06:00,20
17-01-12 05:00,20
17-01-12 04:00,18
17-01-12 03:00,17
17-01-12 02:00,18
17-01-12 01:00,20
17-01-12 00:00,20
16-01-12 23:00,21
16-01-12 22:00,24
16-01-12 21:00,27
16-01-12 20:00,31
16-01-12 19:00,35
16-01-12 18:00,36
16-01-12 17:00,34
16-01-12 16:00,33
16-01-12 15:00,33
16-01-12 14:00,29
16-01-12 13:00,27
16-01-12 12:00,32
16-01-12 11:00,31
16-01-12 10:00,36
16-01-12 09:00,38
16-01-12 08:00,44
16-01-12 07:00,28
16-01-12 06:00,18
16-01-12 05:00,14
16-01-12 04:00,11
16-01-12 03:00,8
16-01-12 02:00,9
16-01-12 01:00,11
16-01-12 00:00,11
15-01-12 23:00,12
15-01-12 22:00,19
15-01-12 21:00,16
15-01-12 20:00,15
15-01-12 19:00,19
15-01-12 18:00,21
15-01-12 17:00,21
15-01-12 16:00,20
15-01-12 15:00,18
15-01-12 14:00,17
15-01-12 13:00,15
15-01-12 12:00,16
15-01-12 11:00,14
15-01-12 10:00,11
15-01-12 09:00,11
15-01-12 08:00,13
15-01-12 07:00,10
15-01-12 06:00,12
15-01-12 05:00,13
15-01-12 04:00,11
15-01-12 03:00,11
15-01-12 02:00,13
15-01-12 01:00,11
15-01-12 00:00,14
14-01-12 23:00,13
14-01-12 22:00,14
14-01-12 21:00,14
14-01-12 20:00,12
14-01-12 19:00,14
14-01-12 18:00,17
14-01-12 17:00,16
14-01-12 16:00,16
14-01-12 15:00,17
14-01-12 14:00,17
14-01-12 13:00,16
14-01-12 12:00,18
14-01-12 11:00,16
14-01-12 10:00,12
14-01-12 09:00,10
14-01-12 08:00,9
14-01-12 07:00,7
14-01-12 06:00,7
14-01-12 05:00,6
14-01-12 04:00,7
14-01-12 03:00,6
14-01-12 02:00,5
14-01-12 01:00,6
14-01-12 00:00,7
13-01-12 23:00,8
13-01-12 22:00,9
13-01-12 21:00,10
13-01-12 20:00,12
13-01-12 19:00,16
13-01-12 18:00,20
13-01-12 17:00,20
13-01-12 16:00,19
13-01-12 15:00,19
13-01-12 14:00,17
13-01-12 13:00,19
13-01-12 12:00,17
13-01-12 11:00,19
13-01-12 10:00,18
13-01-12 09:00,18
13-01-12 08:00,15
13-01-12 07:00,12
13-01-12 06:00,7
13-01-12 05:00,7
13-01-12 04:00,4
13-01-12 03:00,5
13-01-12 02:00,5
13-01-12 01:00,4
13-01-12 00:00,5
12-01-12 23:00,7
12-01-12 22:00,8
12-01-12 21:00,11
12-01-12 20:00,11
12-01-12 19:00,18
12-01-12 18:00,25
12-01-12 17:00,27
12-01-12 16:00,28
12-01-12 15:00,30
12-01-12 14:00,25
12-01-12 13:00,27
12-01-12 12:00,26
12-01-12 11:00,28
12-01-12 10:00,25
12-01-12 09:00,21
12-01-12 08:00,25
12-01-12 07:00,20
12-01-12 06:00,19
12-01-12 05:00,16
12-01-12 04:00,14
12-01-12 03:00,12
12-01-12 02:00,13
12-01-12 01:00,12
12-01-12 00:00,14
11-01-12 23:00,16
11-01-12 22:00,16
11-01-12 21:00,19
11-01-12 20:00,19
11-01-12 19:00,23
11-01-12 18:00,27
11-01-12 17:00,33
11-01-12 16:00,30
11-01-12 15:00,26
11-01-12 14:00,23
11-01-12 13:00,25
11-01-12 12:00,27
11-01-12 11:00,32
11-01-12 10:00,30
11-01-12 09:00,35
11-01-12 08:00,39
11-01-12 07:00,30
11-01-12 06:00,24
11-01-12 05:00,15
11-01-12 04:00,13
11-01-12 03:00,13
11-01-12 02:00,12
11-01-12 01:00,21
11-01-12 00:00,17
10-01-12 23:00,19
10-01-12 22:00,15
10-01-12 21:00,18
10-01-12 20:00,19
10-01-12 19:00,22
10-01-12 18:00,29
10-01-12 17:00,31
10-01-12 16:00,26
10-01-12 15:00,25
10-01-12 14:00,26
10-01-12 13:00,23
10-01-12 12:00,23
10-01-12 11:00,22
10-01-12 10:00,24
10-01-12 09:00,24
10-01-12 08:00,31
10-01-12 07:00,17
10-01-12 06:00,13
10-01-12 05:00,8
10-01-12 04:00,10
10-01-12 03:00,11
10-01-12 02:00,11
10-01-12 01:00,11
10-01-12 00:00,13
09-01-12 23:00,22
09-01-12 22:00,20
09-01-12 21:00,25
09-01-12 20:00,30
09-01-12 19:00,28
09-01-12 18:00,42
09-01-12 17:00,37
09-01-12 16:00,33
09-01-12 15:00,25
09-01-12 14:00,24
09-01-12 13:00,25
09-01-12 12:00,28
09-01-12 11:00,32
09-01-12 10:00,33
09-01-12 09:00,34
09-01-12 08:00,33
09-01-12 07:00,21
09-01-12 06:00,13
09-01-12 05:00,11
09-01-12 04:00,9
09-01-12 03:00,10
09-01-12 02:00,10
09-01-12 01:00,10
09-01-12 00:00,9
08-01-12 23:00,10
08-01-12 22:00,16
08-01-12 21:00,11
08-01-12 20:00,14
08-01-12 19:00,14
08-01-12 18:00,13
08-01-12 17:00,11
08-01-12 16:00,16
08-01-12 15:00,22
08-01-12 14:00,17
08-01-12 13:00,13
08-01-12 12:00,10
08-01-12 11:00,10
08-01-12 10:00,8
08-01-12 09:00,7
08-01-12 08:00,5
08-01-12 07:00,5
08-01-12 06:00,6
08-01-12 05:00,4
08-01-12 04:00,5
08-01-12 03:00,5
08-01-12 02:00,5
08-01-12 01:00,6
08-01-12 00:00,7
07-01-12 23:00,8
07-01-12 22:00,10
07-01-12 21:00,12
07-01-12 20:00,13
07-01-12 19:00,17
07-01-12 18:00,22
07-01-12 17:00,25
07-01-12 16:00,26
07-01-12 15:00,24
07-01-12 14:00,19
07-01-12 13:00,25
07-01-12 12:00,26
07-01-12 11:00,19
07-01-12 10:00,18
07-01-12 09:00,17
07-01-12 08:00,12
07-01-12 07:00,11
07-01-12 06:00,11
07-01-12 05:00,8
07-01-12 04:00,7
07-01-12 03:00,9
07-01-12 02:00,11
07-01-12 01:00,18
07-01-12 00:00,16
06-01-12 23:00,12
06-01-12 22:00,12
06-01-12 21:00,15
06-01-12 20:00,18
06-01-12 19:00,18
06-01-12 18:00,22
06-01-12 17:00,23
06-01-12 16:00,25
06-01-12 15:00,28
06-01-12 14:00,28
06-01-12 13:00,27
06-01-12 12:00,24
06-01-12 11:00,23
06-01-12 10:00,21
06-01-12 09:00,19
06-01-12 08:00,19
06-01-12 07:00,12
06-01-12 06:00,9
06-01-12 05:00,6
06-01-12 04:00,4
06-01-12 03:00,5
06-01-12 02:00,3
06-01-12 01:00,4
06-01-12 00:00,5
05-01-12 23:00,5
05-01-12 22:00,6
05-01-12 21:00,6
05-01-12 20:00,10
05-01-12 19:00,15
05-01-12 18:00,26
