Datum Zeit,Schwartenberg O3
,µg/m³
01-02-12 00:00,82
31-01-12 23:00,81
31-01-12 22:00,80
31-01-12 21:00,85
31-01-12 20:00,88
31-01-12 19:00,87
31-01-12 18:00,84
31-01-12 17:00,84
31-01-12 16:00,86
31-01-12 15:00,87
31-01-12 14:00,85
31-01-12 13:00,82
31-01-12 12:00,79
31-01-12 11:00,74
31-01-12 10:00,73
31-01-12 09:00,67
31-01-12 08:00,61
31-01-12 07:00,64
31-01-12 06:00,59
31-01-12 05:00,52
31-01-12 04:00,49
31-01-12 03:00,55
31-01-12 02:00,56
31-01-12 01:00,59
31-01-12 00:00,65
30-01-12 23:00,70
30-01-12 22:00,74
30-01-12 21:00,76
30-01-12 20:00,79
30-01-12 19:00,83
30-01-12 18:00,82
30-01-12 17:00,81
30-01-12 16:00,80
30-01-12 15:00,80
30-01-12 14:00,80
30-01-12 13:00,80
30-01-12 12:00,79
30-01-12 11:00,76
30-01-12 10:00,74
30-01-12 09:00,75
30-01-12 08:00,74
30-01-12 07:00,74
30-01-12 06:00,74
30-01-12 05:00,73
30-01-12 04:00,72
30-01-12 03:00,71
30-01-12 02:00,72
30-01-12 01:00,75
30-01-12 00:00,74
29-01-12 23:00,73
29-01-12 22:00,69
29-01-12 21:00,67
29-01-12 20:00,73
29-01-12 19:00,74
29-01-12 18:00,71
29-01-12 17:00,63
29-01-12 16:00,66
29-01-12 15:00,69
29-01-12 14:00,69
29-01-12 13:00,67
29-01-12 12:00,69
29-01-12 11:00,66
29-01-12 10:00,62
29-01-12 09:00,57
29-01-12 08:00,52
29-01-12 07:00,50
29-01-12 06:00,55
29-01-12 05:00,54
29-01-12 04:00,52
29-01-12 03:00,54
29-01-12 02:00,54
29-01-12 01:00,56
29-01-12 00:00,50
28-01-12 23:00,48
28-01-12 22:00,43
28-01-12 21:00,41
28-01-12 20:00,47
28-01-12 19:00,43
28-01-12 18:00,31
28-01-12 17:00,36
28-01-12 16:00,43
28-01-12 15:00,45
28-01-12 14:00,45
28-01-12 13:00,40
28-01-12 12:00,35
28-01-12 11:00,33
28-01-12 10:00,31
28-01-12 09:00,24
28-01-12 08:00,10
28-01-12 07:00,16
28-01-12 06:00,16
28-01-12 05:00,9
28-01-12 04:00,6
28-01-12 03:00,11
28-01-12 02:00,16
28-01-12 01:00,19
28-01-12 00:00,17
27-01-12 23:00,13
27-01-12 22:00,14
27-01-12 21:00,12
27-01-12 20:00,24
27-01-12 19:00,27
27-01-12 18:00,21
27-01-12 17:00,23
27-01-12 16:00,37
27-01-12 15:00,41
27-01-12 14:00,41
27-01-12 13:00,39
27-01-12 12:00,45
27-01-12 11:00,44
27-01-12 10:00,34
27-01-12 09:00,25
27-01-12 08:00,21
27-01-12 07:00,27
27-01-12 06:00,28
27-01-12 05:00,23
27-01-12 04:00,27
27-01-12 03:00,27
27-01-12 02:00,34
27-01-12 01:00,39
27-01-12 00:00,41
26-01-12 23:00,41
26-01-12 22:00,39
26-01-12 21:00,38
26-01-12 20:00,41
26-01-12 19:00,39
26-01-12 18:00,44
26-01-12 17:00,48
26-01-12 16:00,50
26-01-12 15:00,53
26-01-12 14:00,51
26-01-12 13:00,51
26-01-12 12:00,51
26-01-12 11:00,40
26-01-12 10:00,42
26-01-12 09:00,20
26-01-12 08:00,30
26-01-12 07:00,46
26-01-12 06:00,45
26-01-12 05:00,39
26-01-12 04:00,35
26-01-12 03:00,39
26-01-12 02:00,43
26-01-12 01:00,49
26-01-12 00:00,62
25-01-12 23:00,62
25-01-12 22:00,61
25-01-12 21:00,53
