Datum Zeit,Dresden-Nord O3
,µg/m³
01-02-12 00:00,19
31-01-12 23:00,20
31-01-12 22:00,18
31-01-12 21:00,16
31-01-12 20:00,21
31-01-12 19:00,21
31-01-12 18:00,27
31-01-12 17:00,32
31-01-12 16:00,46
31-01-12 15:00,50
31-01-12 14:00,49
31-01-12 13:00,48
31-01-12 12:00,44
31-01-12 11:00,32
31-01-12 10:00,21
31-01-12 09:00,14
31-01-12 08:00,13
31-01-12 07:00,21
31-01-12 06:00,28
31-01-12 05:00,34
31-01-12 04:00,37
31-01-12 03:00,38
31-01-12 02:00,40
31-01-12 01:00,41
31-01-12 00:00,38
30-01-12 23:00,37
30-01-12 22:00,34
30-01-12 21:00,28
30-01-12 20:00,29
30-01-12 19:00,28
30-01-12 18:00,33
30-01-12 17:00,37
30-01-12 16:00,45
30-01-12 15:00,55
30-01-12 14:00,53
30-01-12 13:00,52
30-01-12 12:00,44
30-01-12 11:00,33
30-01-12 10:00,17
30-01-12 09:00,9
30-01-12 08:00,14
30-01-12 07:00,24
30-01-12 06:00,30
30-01-12 05:00,42
30-01-12 04:00,45
30-01-12 03:00,46
30-01-12 02:00,44
30-01-12 01:00,37
30-01-12 00:00,27
29-01-12 23:00,27
29-01-12 22:00,31
29-01-12 21:00,27
29-01-12 20:00,26
29-01-12 19:00,27
29-01-12 18:00,33
29-01-12 17:00,40
29-01-12 16:00,42
29-01-12 15:00,38
29-01-12 14:00,36
29-01-12 13:00,36
29-01-12 12:00,33
29-01-12 11:00,26
29-01-12 10:00,26
29-01-12 09:00,27
29-01-12 08:00,25
29-01-12 07:00,20
29-01-12 06:00,18
29-01-12 05:00,22
29-01-12 04:00,21
29-01-12 03:00,16
29-01-12 02:00,15
29-01-12 01:00,13
29-01-12 00:00,11
28-01-12 23:00,13
28-01-12 22:00,13
28-01-12 21:00,15
28-01-12 20:00,14
28-01-12 19:00,11
28-01-12 18:00,13
28-01-12 17:00,26
28-01-12 16:00,29
28-01-12 15:00,31
28-01-12 14:00,28
28-01-12 13:00,29
28-01-12 12:00,27
28-01-12 11:00,20
28-01-12 10:00,20
28-01-12 09:00,20
28-01-12 08:00,15
28-01-12 07:00,19
28-01-12 06:00,21
28-01-12 05:00,19
28-01-12 04:00,19
28-01-12 03:00,21
28-01-12 02:00,18
28-01-12 01:00,17
28-01-12 00:00,14
27-01-12 23:00,9
27-01-12 22:00,3
27-01-12 21:00,4
27-01-12 20:00,8
27-01-12 19:00,12
27-01-12 18:00,16
27-01-12 17:00,16
27-01-12 16:00,19
27-01-12 15:00,25
27-01-12 14:00,23
27-01-12 13:00,22
27-01-12 12:00,21
27-01-12 11:00,17
27-01-12 10:00,17
27-01-12 09:00,16
27-01-12 08:00,13
27-01-12 07:00,19
27-01-12 06:00,27
27-01-12 05:00,33
27-01-12 04:00,33
27-01-12 03:00,39
27-01-12 02:00,41
27-01-12 01:00,40
27-01-12 00:00,39
26-01-12 23:00,34
26-01-12 22:00,30
26-01-12 21:00,23
26-01-12 20:00,18
26-01-12 19:00,13
26-01-12 18:00,10
26-01-12 17:00,19
26-01-12 16:00,31
26-01-12 15:00,36
26-01-12 14:00,42
26-01-12 13:00,37
26-01-12 12:00,30
26-01-12 11:00,21
26-01-12 10:00,13
26-01-12 09:00,7
26-01-12 08:00,3
26-01-12 07:00,3
26-01-12 06:00,14
26-01-12 05:00,26
26-01-12 04:00,31
26-01-12 03:00,35
26-01-12 02:00,40
26-01-12 01:00,31
26-01-12 00:00,32
25-01-12 23:00,37
25-01-12 22:00,28
25-01-12 21:00,25
25-01-12 20:00,20
25-01-12 19:00,14
25-01-12 18:00,14
25-01-12 17:00,17
25-01-12 16:00,20
25-01-12 15:00,18
25-01-12 14:00,14
25-01-12 13:00,10
25-01-12 12:00,5
25-01-12 11:00,2
25-01-12 10:00,2
25-01-12 09:00,1
25-01-12 08:00,1
25-01-12 07:00,2
25-01-12 06:00,1
