Datum Zeit,Leipzig-Mitte PM10
,µg/m³
31-01-12,53
30-01-12,66
29-01-12,117
28-01-12,81
27-01-12,42
26-01-12,
25-01-12,21
24-01-12,18
23-01-12,15
22-01-12,10
21-01-12,12
20-01-12,16
19-01-12,17
18-01-12,35
17-01-12,24
16-01-12,30
15-01-12,20
14-01-12,17
13-01-12,16
12-01-12,19
11-01-12,31
10-01-12,26
09-01-12,17
08-01-12,8
07-01-12,11
06-01-12,14
05-01-12,10
04-01-12,18
03-01-12,13
02-01-12,10
01-01-12,41

