Datum Zeit,Dresden-Winckelmannstr. NO
21-01-12 16:00,1
21-01-12 15:00,1
21-01-12 14:00,1
21-01-12 13:00,1
21-01-12 12:00,1
21-01-12 11:00,1
21-01-12 10:00,1
21-01-12 09:00,1
21-01-12 08:00,1
21-01-12 07:00,1
21-01-12 06:00,1
21-01-12 05:00,1
21-01-12 04:00,1
21-01-12 03:00,1
21-01-12 02:00,1
21-01-12 01:00,1
21-01-12 00:00,1
20-01-12 23:00,1
20-01-12 22:00,1
20-01-12 21:00,1
20-01-12 20:00,1
20-01-12 19:00,1
20-01-12 18:00,1
20-01-12 17:00,1
20-01-12 16:00,2
20-01-12 15:00,3
20-01-12 14:00,1
20-01-12 13:00,1
20-01-12 12:00,1
20-01-12 11:00,1
20-01-12 10:00,1
20-01-12 09:00,1
20-01-12 08:00,1
20-01-12 07:00,1
20-01-12 06:00,1
20-01-12 05:00,1
20-01-12 04:00,1
20-01-12 03:00,1
20-01-12 02:00,1
20-01-12 01:00,1
20-01-12 00:00,
19-01-12 23:00,
19-01-12 22:00,
19-01-12 21:00,
19-01-12 20:00,
19-01-12 19:00,
19-01-12 18:00,
19-01-12 17:00,
19-01-12 16:00,
19-01-12 15:00,
19-01-12 14:00,
19-01-12 13:00,
19-01-12 12:00,3
19-01-12 11:00,5
19-01-12 10:00,4
19-01-12 09:00,1
19-01-12 08:00,1
19-01-12 07:00,1
19-01-12 06:00,1
19-01-12 05:00,1
19-01-12 04:00,1
19-01-12 03:00,1
19-01-12 02:00,1
19-01-12 01:00,1
19-01-12 00:00,1
18-01-12 23:00,1
18-01-12 22:00,1
18-01-12 21:00,1
18-01-12 20:00,1
18-01-12 19:00,2
18-01-12 18:00,1
18-01-12 17:00,6
18-01-12 16:00,3
18-01-12 15:00,5
18-01-12 14:00,3
18-01-12 13:00,3
18-01-12 12:00,30
18-01-12 11:00,38
18-01-12 10:00,51
18-01-12 09:00,79
18-01-12 08:00,4
18-01-12 07:00,5
18-01-12 06:00,2
18-01-12 05:00,1
18-01-12 04:00,1
18-01-12 03:00,1
18-01-12 02:00,1
18-01-12 01:00,1
18-01-12 00:00,1
17-01-12 23:00,1
17-01-12 22:00,1
17-01-12 21:00,1
17-01-12 20:00,1
17-01-12 19:00,1
17-01-12 18:00,2
17-01-12 17:00,2
17-01-12 16:00,3
17-01-12 15:00,4
17-01-12 14:00,3
17-01-12 13:00,3
17-01-12 12:00,3
17-01-12 11:00,4
17-01-12 10:00,4
17-01-12 09:00,3
17-01-12 08:00,1
17-01-12 07:00,1
17-01-12 06:00,1
17-01-12 05:00,1
17-01-12 04:00,1
17-01-12 03:00,1
17-01-12 02:00,1
17-01-12 01:00,1
17-01-12 00:00,1
16-01-12 23:00,1
16-01-12 22:00,2
16-01-12 21:00,1
16-01-12 20:00,1
16-01-12 19:00,2
16-01-12 18:00,2
16-01-12 17:00,2
16-01-12 16:00,2
16-01-12 15:00,2
16-01-12 14:00,2
16-01-12 13:00,3
16-01-12 12:00,4
16-01-12 11:00,3
16-01-12 10:00,6
16-01-12 09:00,5
16-01-12 08:00,11
16-01-12 07:00,1
16-01-12 06:00,13
16-01-12 05:00,1
16-01-12 04:00,1
16-01-12 03:00,2
16-01-12 02:00,1
16-01-12 01:00,1
16-01-12 00:00,1
15-01-12 23:00,1
15-01-12 22:00,1
15-01-12 21:00,1
15-01-12 20:00,1
15-01-12 19:00,1
15-01-12 18:00,1
15-01-12 17:00,1
15-01-12 16:00,1
15-01-12 15:00,1
15-01-12 14:00,1
15-01-12 13:00,1
15-01-12 12:00,1
15-01-12 11:00,1
15-01-12 10:00,1
15-01-12 09:00,1
15-01-12 08:00,1
15-01-12 07:00,1
15-01-12 06:00,1
15-01-12 05:00,1
15-01-12 04:00,1
15-01-12 03:00,1
15-01-12 02:00,1
15-01-12 01:00,1
15-01-12 00:00,1
14-01-12 23:00,1
14-01-12 22:00,1
14-01-12 21:00,1
14-01-12 20:00,1
14-01-12 19:00,1
14-01-12 18:00,1
14-01-12 17:00,1
14-01-12 16:00,1
14-01-12 15:00,1
14-01-12 14:00,1
14-01-12 13:00,1
14-01-12 12:00,1
14-01-12 11:00,2
14-01-12 10:00,2
14-01-12 09:00,1
14-01-12 08:00,1
14-01-12 07:00,1
14-01-12 06:00,1
14-01-12 05:00,1
14-01-12 04:00,1
14-01-12 03:00,1
14-01-12 02:00,1
14-01-12 01:00,2
14-01-12 00:00,1
13-01-12 23:00,1
13-01-12 22:00,1
13-01-12 21:00,1
13-01-12 20:00,1
13-01-12 19:00,1
13-01-12 18:00,1
13-01-12 17:00,2
13-01-12 16:00,2
13-01-12 15:00,3
13-01-12 14:00,3
13-01-12 13:00,4
13-01-12 12:00,3
13-01-12 11:00,1
13-01-12 10:00,1
13-01-12 09:00,1
13-01-12 08:00,1
13-01-12 07:00,1
13-01-12 06:00,1
13-01-12 05:00,1
13-01-12 04:00,1
13-01-12 03:00,1
13-01-12 02:00,1
13-01-12 01:00,1
13-01-12 00:00,1
12-01-12 23:00,1
12-01-12 22:00,1
12-01-12 21:00,1
12-01-12 20:00,1
12-01-12 19:00,1
12-01-12 18:00,1
12-01-12 17:00,1
12-01-12 16:00,1
12-01-12 15:00,1
12-01-12 14:00,1
12-01-12 13:00,1
12-01-12 12:00,1
12-01-12 11:00,1
12-01-12 10:00,1
12-01-12 09:00,1
12-01-12 08:00,1
12-01-12 07:00,1
12-01-12 06:00,1
12-01-12 05:00,1
12-01-12 04:00,1
12-01-12 03:00,1
12-01-12 02:00,1
12-01-12 01:00,1
12-01-12 00:00,1
11-01-12 23:00,1
11-01-12 22:00,1
11-01-12 21:00,1
11-01-12 20:00,1
11-01-12 19:00,1
11-01-12 18:00,1
11-01-12 17:00,1
11-01-12 16:00,1
11-01-12 15:00,1
11-01-12 14:00,2
11-01-12 13:00,3
11-01-12 12:00,1
11-01-12 11:00,2
11-01-12 10:00,1
11-01-12 09:00,1
11-01-12 08:00,1
11-01-12 07:00,1
11-01-12 06:00,1
11-01-12 05:00,1
11-01-12 04:00,1
11-01-12 03:00,1
11-01-12 02:00,1
11-01-12 01:00,1
11-01-12 00:00,1
10-01-12 23:00,1
10-01-12 22:00,1
10-01-12 21:00,1
10-01-12 20:00,1
10-01-12 19:00,1
10-01-12 18:00,1
10-01-12 17:00,1
10-01-12 16:00,1
10-01-12 15:00,2
10-01-12 14:00,2
10-01-12 13:00,2
10-01-12 12:00,3
10-01-12 11:00,2
10-01-12 10:00,1
10-01-12 09:00,3
10-01-12 08:00,1
10-01-12 07:00,2
10-01-12 06:00,1
10-01-12 05:00,1
10-01-12 04:00,1
10-01-12 03:00,1
10-01-12 02:00,1
10-01-12 01:00,1
10-01-12 00:00,1
09-01-12 23:00,1
09-01-12 22:00,1
09-01-12 21:00,1
09-01-12 20:00,6
09-01-12 19:00,5
09-01-12 18:00,2
09-01-12 17:00,1
09-01-12 16:00,2
09-01-12 15:00,2
09-01-12 14:00,2
09-01-12 13:00,2
09-01-12 12:00,3
09-01-12 11:00,5
09-01-12 10:00,2
09-01-12 09:00,3
09-01-12 08:00,1
09-01-12 07:00,1
09-01-12 06:00,1
09-01-12 05:00,1
09-01-12 04:00,1
09-01-12 03:00,1
09-01-12 02:00,1
09-01-12 01:00,1
09-01-12 00:00,1
08-01-12 23:00,1
08-01-12 22:00,1
08-01-12 21:00,1
08-01-12 20:00,1
08-01-12 19:00,1
08-01-12 18:00,1
08-01-12 17:00,1
08-01-12 16:00,1
08-01-12 15:00,1
08-01-12 14:00,1
08-01-12 13:00,1
08-01-12 12:00,1
08-01-12 11:00,1
08-01-12 10:00,1
08-01-12 09:00,1
08-01-12 08:00,1
08-01-12 07:00,1
08-01-12 06:00,1
08-01-12 05:00,1
08-01-12 04:00,1
08-01-12 03:00,1
08-01-12 02:00,1
08-01-12 01:00,1
08-01-12 00:00,1
07-01-12 23:00,1
07-01-12 22:00,1
07-01-12 21:00,1
07-01-12 20:00,1
07-01-12 19:00,1
07-01-12 18:00,1
07-01-12 17:00,1
07-01-12 16:00,1
07-01-12 15:00,1
07-01-12 14:00,1
07-01-12 13:00,1
07-01-12 12:00,1
07-01-12 11:00,1
07-01-12 10:00,1
07-01-12 09:00,1
07-01-12 08:00,1
07-01-12 07:00,1
07-01-12 06:00,1
07-01-12 05:00,1
07-01-12 04:00,1
07-01-12 03:00,1
07-01-12 02:00,1
07-01-12 01:00,1
07-01-12 00:00,1
06-01-12 23:00,1
06-01-12 22:00,1
06-01-12 21:00,1
06-01-12 20:00,1
06-01-12 19:00,1
06-01-12 18:00,1
06-01-12 17:00,2
06-01-12 16:00,1
06-01-12 15:00,3
06-01-12 14:00,1
06-01-12 13:00,1
06-01-12 12:00,1
06-01-12 11:00,1
06-01-12 10:00,1
06-01-12 09:00,2
06-01-12 08:00,1
06-01-12 07:00,2
06-01-12 06:00,1
06-01-12 05:00,1
06-01-12 04:00,1
06-01-12 03:00,1
06-01-12 02:00,1
06-01-12 01:00,1
06-01-12 00:00,1
05-01-12 23:00,1
05-01-12 22:00,1
05-01-12 21:00,1
05-01-12 20:00,1
05-01-12 19:00,1
05-01-12 18:00,1
05-01-12 17:00,1
05-01-12 16:00,1
05-01-12 15:00,1
05-01-12 14:00,1
05-01-12 13:00,1
05-01-12 12:00,1
05-01-12 11:00,1
05-01-12 10:00,1
05-01-12 09:00,1
05-01-12 08:00,1
05-01-12 07:00,1
05-01-12 06:00,1
05-01-12 05:00,1
05-01-12 04:00,1
05-01-12 03:00,1
05-01-12 02:00,1
05-01-12 01:00,1
05-01-12 00:00,1
04-01-12 23:00,1
04-01-12 22:00,1
04-01-12 21:00,1
04-01-12 20:00,1
04-01-12 19:00,1
04-01-12 18:00,1
04-01-12 17:00,1
04-01-12 16:00,1
04-01-12 15:00,1
04-01-12 14:00,1
04-01-12 13:00,1
04-01-12 12:00,1
04-01-12 11:00,1
04-01-12 10:00,2
04-01-12 09:00,4
04-01-12 08:00,1
04-01-12 07:00,1
04-01-12 06:00,1
04-01-12 05:00,1
04-01-12 04:00,1
04-01-12 03:00,1
04-01-12 02:00,1
04-01-12 01:00,1
04-01-12 00:00,1
03-01-12 23:00,1
03-01-12 22:00,1
03-01-12 21:00,1
03-01-12 20:00,1
03-01-12 19:00,1
03-01-12 18:00,1
03-01-12 17:00,2
03-01-12 16:00,1
03-01-12 15:00,1
03-01-12 14:00,1
03-01-12 13:00,1
03-01-12 12:00,1
03-01-12 11:00,2
03-01-12 10:00,2
03-01-12 09:00,11
03-01-12 08:00,72
03-01-12 07:00,33
03-01-12 06:00,1
03-01-12 05:00,1
03-01-12 04:00,1
03-01-12 03:00,1
03-01-12 02:00,1
03-01-12 01:00,1
03-01-12 00:00,1
02-01-12 23:00,1
02-01-12 22:00,1
02-01-12 21:00,1
02-01-12 20:00,1
02-01-12 19:00,1
02-01-12 18:00,9
02-01-12 17:00,8
02-01-12 16:00,1
02-01-12 15:00,1
02-01-12 14:00,1
02-01-12 13:00,
02-01-12 12:00,3
02-01-12 11:00,5
02-01-12 10:00,15
02-01-12 09:00,5
02-01-12 08:00,1
02-01-12 07:00,1
02-01-12 06:00,1
02-01-12 05:00,1
02-01-12 04:00,1
02-01-12 03:00,1
02-01-12 02:00,1
02-01-12 01:00,1
02-01-12 00:00,1
01-01-12 23:00,1
01-01-12 22:00,3
01-01-12 21:00,4
01-01-12 20:00,4
01-01-12 19:00,9
01-01-12 18:00,11
01-01-12 17:00,8
01-01-12 16:00,15
01-01-12 15:00,24
01-01-12 14:00,3
01-01-12 13:00,6
01-01-12 12:00,6
01-01-12 11:00,4
01-01-12 10:00,3
01-01-12 09:00,1
01-01-12 08:00,1
01-01-12 07:00,1
01-01-12 06:00,1
01-01-12 05:00,1
01-01-12 04:00,1
01-01-12 03:00,1
01-01-12 02:00,6
01-01-12 01:00,19

