Datum Zeit,Dresden-Nord NO
,µg/m³
01-02-12 00:00,10
31-01-12 23:00,11
31-01-12 22:00,12
31-01-12 21:00,23
31-01-12 20:00,19
31-01-12 19:00,31
31-01-12 18:00,19
31-01-12 17:00,18
31-01-12 16:00,13
31-01-12 15:00,9
31-01-12 14:00,10
31-01-12 13:00,11
31-01-12 12:00,14
31-01-12 11:00,24
31-01-12 10:00,24
31-01-12 09:00,28
31-01-12 08:00,27
31-01-12 07:00,22
31-01-12 06:00,10
31-01-12 05:00,3
31-01-12 04:00,1
31-01-12 03:00,1
31-01-12 02:00,1
31-01-12 01:00,3
31-01-12 00:00,6
30-01-12 23:00,8
30-01-12 22:00,6
30-01-12 21:00,12
30-01-12 20:00,14
30-01-12 19:00,18
30-01-12 18:00,16
30-01-12 17:00,20
30-01-12 16:00,22
30-01-12 15:00,7
30-01-12 14:00,14
30-01-12 13:00,9
30-01-12 12:00,19
30-01-12 11:00,24
30-01-12 10:00,36
30-01-12 09:00,55
30-01-12 08:00,34
30-01-12 07:00,20
30-01-12 06:00,15
30-01-12 05:00,3
30-01-12 04:00,1
30-01-12 03:00,1
30-01-12 02:00,1
30-01-12 01:00,2
30-01-12 00:00,10
29-01-12 23:00,10
29-01-12 22:00,6
29-01-12 21:00,13
29-01-12 20:00,22
29-01-12 19:00,23
29-01-12 18:00,21
29-01-12 17:00,15
29-01-12 16:00,14
29-01-12 15:00,13
29-01-12 14:00,14
29-01-12 13:00,12
29-01-12 12:00,21
29-01-12 11:00,24
29-01-12 10:00,7
29-01-12 09:00,12
29-01-12 08:00,19
29-01-12 07:00,10
29-01-12 06:00,3
29-01-12 05:00,4
29-01-12 04:00,7
29-01-12 03:00,4
29-01-12 02:00,3
29-01-12 01:00,4
29-01-12 00:00,14
28-01-12 23:00,3
28-01-12 22:00,4
28-01-12 21:00,10
28-01-12 20:00,13
28-01-12 19:00,17
28-01-12 18:00,10
28-01-12 17:00,28
28-01-12 16:00,19
28-01-12 15:00,17
28-01-12 14:00,20
28-01-12 13:00,20
28-01-12 12:00,18
28-01-12 11:00,23
28-01-12 10:00,18
28-01-12 09:00,9
28-01-12 08:00,12
28-01-12 07:00,5
28-01-12 06:00,4
28-01-12 05:00,3
28-01-12 04:00,2
28-01-12 03:00,2
28-01-12 02:00,4
28-01-12 01:00,4
28-01-12 00:00,9
27-01-12 23:00,13
27-01-12 22:00,19
27-01-12 21:00,20
27-01-12 20:00,23
27-01-12 19:00,26
27-01-12 18:00,28
27-01-12 17:00,35
27-01-12 16:00,51
27-01-12 15:00,38
27-01-12 14:00,47
27-01-12 13:00,37
27-01-12 12:00,37
27-01-12 11:00,45
27-01-12 10:00,27
27-01-12 09:00,34
27-01-12 08:00,31
27-01-12 07:00,24
27-01-12 06:00,9
27-01-12 05:00,2
27-01-12 04:00,2
27-01-12 03:00,1
27-01-12 02:00,1
27-01-12 01:00,1
27-01-12 00:00,6
26-01-12 23:00,6
26-01-12 22:00,9
26-01-12 21:00,17
26-01-12 20:00,20
26-01-12 19:00,42
26-01-12 18:00,44
26-01-12 17:00,49
26-01-12 16:00,22
26-01-12 15:00,23
26-01-12 14:00,23
26-01-12 13:00,24
26-01-12 12:00,28
26-01-12 11:00,47
26-01-12 10:00,48
26-01-12 09:00,55
26-01-12 08:00,72
26-01-12 07:00,36
26-01-12 06:00,14
26-01-12 05:00,2
26-01-12 04:00,1
26-01-12 03:00,1
26-01-12 02:00,1
26-01-12 01:00,1
26-01-12 00:00,3
25-01-12 23:00,2
25-01-12 22:00,3
25-01-12 21:00,4
25-01-12 20:00,5
25-01-12 19:00,10
25-01-12 18:00,8
25-01-12 17:00,9
25-01-12 16:00,10
25-01-12 15:00,14
25-01-12 14:00,28
25-01-12 13:00,41
25-01-12 12:00,44
25-01-12 11:00,105
25-01-12 10:00,105
25-01-12 09:00,114
25-01-12 08:00,50
25-01-12 07:00,24
25-01-12 06:00,26
25-01-12 05:00,6
25-01-12 04:00,1
25-01-12 03:00,1
25-01-12 02:00,3
25-01-12 01:00,4
25-01-12 00:00,6
24-01-12 23:00,2
24-01-12 22:00,2
24-01-12 21:00,4
24-01-12 20:00,5
24-01-12 19:00,12
24-01-12 18:00,11
24-01-12 17:00,21
24-01-12 16:00,21
24-01-12 15:00,48
24-01-12 14:00,49
24-01-12 13:00,56
24-01-12 12:00,69
24-01-12 11:00,41
24-01-12 10:00,50
24-01-12 09:00,85
24-01-12 08:00,55
24-01-12 07:00,49
24-01-12 06:00,22
24-01-12 05:00,12
24-01-12 04:00,4
24-01-12 03:00,7
24-01-12 02:00,3
24-01-12 01:00,4
24-01-12 00:00,9
23-01-12 23:00,12
23-01-12 22:00,13
23-01-12 21:00,24
23-01-12 20:00,33
23-01-12 19:00,48
23-01-12 18:00,45
23-01-12 17:00,48
23-01-12 16:00,50
23-01-12 15:00,40
23-01-12 14:00,42
23-01-12 13:00,43
23-01-12 12:00,52
23-01-12 11:00,40
23-01-12 10:00,57
23-01-12 09:00,93
23-01-12 08:00,86
23-01-12 07:00,60
23-01-12 06:00,28
23-01-12 05:00,9
23-01-12 04:00,1
23-01-12 03:00,2
23-01-12 02:00,1
23-01-12 01:00,1
23-01-12 00:00,4
22-01-12 23:00,8
22-01-12 22:00,7
22-01-12 21:00,14
22-01-12 20:00,14
22-01-12 19:00,30
22-01-12 18:00,30
22-01-12 17:00,24
22-01-12 16:00,18
22-01-12 15:00,23
22-01-12 14:00,15
22-01-12 13:00,14
22-01-12 12:00,13
22-01-12 11:00,14
22-01-12 10:00,11
22-01-12 09:00,4
22-01-12 08:00,3
22-01-12 07:00,3
22-01-12 06:00,3
22-01-12 05:00,4
22-01-12 04:00,6
22-01-12 03:00,5
22-01-12 02:00,4
22-01-12 01:00,7
22-01-12 00:00,11
21-01-12 23:00,15
21-01-12 22:00,16
21-01-12 21:00,16
21-01-12 20:00,24
21-01-12 19:00,23
21-01-12 18:00,20
21-01-12 17:00,11
21-01-12 16:00,12
21-01-12 15:00,13
21-01-12 14:00,11
21-01-12 13:00,27
21-01-12 12:00,21
21-01-12 11:00,38
21-01-12 10:00,31
21-01-12 09:00,27
21-01-12 08:00,19
21-01-12 07:00,12
21-01-12 06:00,9
21-01-12 05:00,6
21-01-12 04:00,6
21-01-12 03:00,9
21-01-12 02:00,10
21-01-12 01:00,15
21-01-12 00:00,19
20-01-12 23:00,16
20-01-12 22:00,16
20-01-12 21:00,24
20-01-12 20:00,27
20-01-12 19:00,39
20-01-12 18:00,34
20-01-12 17:00,58
20-01-12 16:00,47
20-01-12 15:00,37
20-01-12 14:00,36
20-01-12 13:00,31
20-01-12 12:00,31
20-01-12 11:00,35
20-01-12 10:00,45
20-01-12 09:00,49
20-01-12 08:00,56
20-01-12 07:00,47
20-01-12 06:00,21
20-01-12 05:00,4
20-01-12 04:00,5
20-01-12 03:00,4
20-01-12 02:00,6
20-01-12 01:00,5
20-01-12 00:00,4
19-01-12 23:00,6
19-01-12 22:00,13
19-01-12 21:00,16
19-01-12 20:00,24
19-01-12 19:00,32
19-01-12 18:00,48
