Datum Zeit,Zwickau-Werdauer Straße PM10
,µg/m³
31-01-12,57
30-01-12,42
29-01-12,69
28-01-12,64
27-01-12,37
26-01-12,34
25-01-12,23
24-01-12,12
23-01-12,10
22-01-12,6
21-01-12,7
20-01-12,12
19-01-12,8
18-01-12,23
17-01-12,17
16-01-12,22
15-01-12,16
14-01-12,15
13-01-12,10
12-01-12,9
11-01-12,19
10-01-12,15
09-01-12,8
08-01-12,6
07-01-12,6
06-01-12,10
05-01-12,4
04-01-12,10
03-01-12,11
02-01-12,5
01-01-12,13

