Datum Zeit,Collmberg PM2.5
,µg/m³
31-01-12,38.99
30-01-12,54.00
29-01-12,93.96
28-01-12,69.93
27-01-12,29.76
26-01-12,18.59
25-01-12,6.26
24-01-12,0.93
23-01-12,2.91
22-01-12,2.75
21-01-12,3.34
20-01-12,4.69
19-01-12,5.48
18-01-12,10.99
17-01-12,6.04
16-01-12,11.20
15-01-12,7.08
14-01-12,5.02
13-01-12,3.72
12-01-12,6.87
11-01-12,9.70
10-01-12,5.80
09-01-12,3.22
08-01-12,3.20
07-01-12,3.70
06-01-12,2.84
05-01-12,2.17
04-01-12,4.16
03-01-12,3.46
02-01-12,2.17
01-01-12,4.71

