Datum Zeit,Bautzen O3
,µg/m³
01-02-12 00:00,32
31-01-12 23:00,37
31-01-12 22:00,35
31-01-12 21:00,30
31-01-12 20:00,33
31-01-12 19:00,30
31-01-12 18:00,31
31-01-12 17:00,38
31-01-12 16:00,41
31-01-12 15:00,48
31-01-12 14:00,51
31-01-12 13:00,44
31-01-12 12:00,40
31-01-12 11:00,36
31-01-12 10:00,32
31-01-12 09:00,27
31-01-12 08:00,24
31-01-12 07:00,26
31-01-12 06:00,26
31-01-12 05:00,34
31-01-12 04:00,37
31-01-12 03:00,39
31-01-12 02:00,43
31-01-12 01:00,44
31-01-12 00:00,42
30-01-12 23:00,42
30-01-12 22:00,44
30-01-12 21:00,45
30-01-12 20:00,46
30-01-12 19:00,42
30-01-12 18:00,34
30-01-12 17:00,39
30-01-12 16:00,44
30-01-12 15:00,51
30-01-12 14:00,52
30-01-12 13:00,48
30-01-12 12:00,42
30-01-12 11:00,37
30-01-12 10:00,33
30-01-12 09:00,26
30-01-12 08:00,21
30-01-12 07:00,22
30-01-12 06:00,26
30-01-12 05:00,34
30-01-12 04:00,35
30-01-12 03:00,40
30-01-12 02:00,43
30-01-12 01:00,48
30-01-12 00:00,45
29-01-12 23:00,45
29-01-12 22:00,43
29-01-12 21:00,37
29-01-12 20:00,37
29-01-12 19:00,41
29-01-12 18:00,44
29-01-12 17:00,49
29-01-12 16:00,53
29-01-12 15:00,58
29-01-12 14:00,54
29-01-12 13:00,46
29-01-12 12:00,38
29-01-12 11:00,31
29-01-12 10:00,26
29-01-12 09:00,21
29-01-12 08:00,14
29-01-12 07:00,8
29-01-12 06:00,8
29-01-12 05:00,7
29-01-12 04:00,8
29-01-12 03:00,10
29-01-12 02:00,9
29-01-12 01:00,10
29-01-12 00:00,11
28-01-12 23:00,11
28-01-12 22:00,10
28-01-12 21:00,12
28-01-12 20:00,14
28-01-12 19:00,18
28-01-12 18:00,21
28-01-12 17:00,25
28-01-12 16:00,27
28-01-12 15:00,27
28-01-12 14:00,29
28-01-12 13:00,26
28-01-12 12:00,22
28-01-12 11:00,20
28-01-12 10:00,16
28-01-12 09:00,10
28-01-12 08:00,21
28-01-12 07:00,35
28-01-12 06:00,35
28-01-12 05:00,38
28-01-12 04:00,42
28-01-12 03:00,44
28-01-12 02:00,39
28-01-12 01:00,39
28-01-12 00:00,36
27-01-12 23:00,35
27-01-12 22:00,35
27-01-12 21:00,39
27-01-12 20:00,29
27-01-12 19:00,27
27-01-12 18:00,35
27-01-12 17:00,35
27-01-12 16:00,51
27-01-12 15:00,52
27-01-12 14:00,54
27-01-12 13:00,51
27-01-12 12:00,50
27-01-12 11:00,50
27-01-12 10:00,37
27-01-12 09:00,8
27-01-12 08:00,5
27-01-12 07:00,9
27-01-12 06:00,21
27-01-12 05:00,27
27-01-12 04:00,39
27-01-12 03:00,43
27-01-12 02:00,38
27-01-12 01:00,27
27-01-12 00:00,23
26-01-12 23:00,48
26-01-12 22:00,43
26-01-12 21:00,40
26-01-12 20:00,36
26-01-12 19:00,39
26-01-12 18:00,38
26-01-12 17:00,36
26-01-12 16:00,41
26-01-12 15:00,34
26-01-12 14:00,38
26-01-12 13:00,43
26-01-12 12:00,37
26-01-12 11:00,26
26-01-12 10:00,14
26-01-12 09:00,5
26-01-12 08:00,3
26-01-12 07:00,9
26-01-12 06:00,8
26-01-12 05:00,19
26-01-12 04:00,19
26-01-12 03:00,19
26-01-12 02:00,9
26-01-12 01:00,9
26-01-12 00:00,10
25-01-12 23:00,4
25-01-12 22:00,12
25-01-12 21:00,25
25-01-12 20:00,24
25-01-12 19:00,28
25-01-12 18:00,21
25-01-12 17:00,23
25-01-12 16:00,28
25-01-12 15:00,35
25-01-12 14:00,36
25-01-12 13:00,30
25-01-12 12:00,20
25-01-12 11:00,17
25-01-12 10:00,10
25-01-12 09:00,3
25-01-12 08:00,2
25-01-12 07:00,2
25-01-12 06:00,3
25-01-12 05:00,7
25-01-12 04:00,16
25-01-12 03:00,14
25-01-12 02:00,12
25-01-12 01:00,18
25-01-12 00:00,24
24-01-12 23:00,24
24-01-12 22:00,17
24-01-12 21:00,21
24-01-12 20:00,14
24-01-12 19:00,17
24-01-12 18:00,21
24-01-12 17:00,14
24-01-12 16:00,19
24-01-12 15:00,24
24-01-12 14:00,22
24-01-12 13:00,23
24-01-12 12:00,23
24-01-12 11:00,23
24-01-12 10:00,20
24-01-12 09:00,17
24-01-12 08:00,6
24-01-12 07:00,13
24-01-12 06:00,23
24-01-12 05:00,40
24-01-12 04:00,41
24-01-12 03:00,42
24-01-12 02:00,43
24-01-12 01:00,42
24-01-12 00:00,39
23-01-12 23:00,42
23-01-12 22:00,48
23-01-12 21:00,38
23-01-12 20:00,36
23-01-12 19:00,39
23-01-12 18:00,46
23-01-12 17:00,37
23-01-12 16:00,22
23-01-12 15:00,24
23-01-12 14:00,24
23-01-12 13:00,22
23-01-12 12:00,25
23-01-12 11:00,30
23-01-12 10:00,30
23-01-12 09:00,26
23-01-12 08:00,27
23-01-12 07:00,30
23-01-12 06:00,39
23-01-12 05:00,45
23-01-12 04:00,49
23-01-12 03:00,53
23-01-12 02:00,49
23-01-12 01:00,55
23-01-12 00:00,59
22-01-12 23:00,55
22-01-12 22:00,54
22-01-12 21:00,54
22-01-12 20:00,53
22-01-12 19:00,54
22-01-12 18:00,56
22-01-12 17:00,54
22-01-12 16:00,56
22-01-12 15:00,59
22-01-12 14:00,63
22-01-12 13:00,62
22-01-12 12:00,63
22-01-12 11:00,63
22-01-12 10:00,62
22-01-12 09:00,62
22-01-12 08:00,62
22-01-12 07:00,63
22-01-12 06:00,61
22-01-12 05:00,62
22-01-12 04:00,65
22-01-12 03:00,66
22-01-12 02:00,66
22-01-12 01:00,63
22-01-12 00:00,66
21-01-12 23:00,63
21-01-12 22:00,55
21-01-12 21:00,47
21-01-12 20:00,42
21-01-12 19:00,42
21-01-12 18:00,47
21-01-12 17:00,54
21-01-12 16:00,60
21-01-12 15:00,55
21-01-12 14:00,51
21-01-12 13:00,47
21-01-12 12:00,51
21-01-12 11:00,50
21-01-12 10:00,48
21-01-12 09:00,45
21-01-12 08:00,45
21-01-12 07:00,44
21-01-12 06:00,47
21-01-12 05:00,48
21-01-12 04:00,50
21-01-12 03:00,52
21-01-12 02:00,50
21-01-12 01:00,50
21-01-12 00:00,52
20-01-12 23:00,50
20-01-12 22:00,50
20-01-12 21:00,50
20-01-12 20:00,52
20-01-12 19:00,51
20-01-12 18:00,48
20-01-12 17:00,46
20-01-12 16:00,43
20-01-12 15:00,46
20-01-12 14:00,52
20-01-12 13:00,55
20-01-12 12:00,56
20-01-12 11:00,56
20-01-12 10:00,49
20-01-12 09:00,42
20-01-12 08:00,44
20-01-12 07:00,41
20-01-12 06:00,46
20-01-12 05:00,47
20-01-12 04:00,52
20-01-12 03:00,60
20-01-12 02:00,64
20-01-12 01:00,62
20-01-12 00:00,59
19-01-12 23:00,53
19-01-12 22:00,47
19-01-12 21:00,43
19-01-12 20:00,22
19-01-12 19:00,21
19-01-12 18:00,16
19-01-12 17:00,17
19-01-12 16:00,15
19-01-12 15:00,18
19-01-12 14:00,17
19-01-12 13:00,20
19-01-12 12:00,19
19-01-12 11:00,17
19-01-12 10:00,18
19-01-12 09:00,20
19-01-12 08:00,22
19-01-12 07:00,26
19-01-12 06:00,32
19-01-12 05:00,36
19-01-12 04:00,38
19-01-12 03:00,39
19-01-12 02:00,40
19-01-12 01:00,45
19-01-12 00:00,49
18-01-12 23:00,50
18-01-12 22:00,27
18-01-12 21:00,27
18-01-12 20:00,29
18-01-12 19:00,30
18-01-12 18:00,27
18-01-12 17:00,34
18-01-12 16:00,43
18-01-12 15:00,47
18-01-12 14:00,48
18-01-12 13:00,47
18-01-12 12:00,38
18-01-12 11:00,33
18-01-12 10:00,21
18-01-12 09:00,11
18-01-12 08:00,9
18-01-12 07:00,13
18-01-12 06:00,21
18-01-12 05:00,21
18-01-12 04:00,24
