Datum Zeit,Plauen-Sued PM10
,µg/m³
31-01-12,69
30-01-12,61
29-01-12,78
28-01-12,57
27-01-12,35
26-01-12,26
25-01-12,25
24-01-12,12
23-01-12,7
22-01-12,5
21-01-12,6
20-01-12,9
19-01-12,8
18-01-12,29
17-01-12,14
16-01-12,22
15-01-12,14
14-01-12,11
13-01-12,8
12-01-12,7
11-01-12,17
10-01-12,11
09-01-12,9
08-01-12,4
07-01-12,8
06-01-12,8
05-01-12,6
04-01-12,7
03-01-12,6
02-01-12,4
01-01-12,10

