Datum Zeit,Carlsfeld SO2
,µg/m³
01-11-03 00:00,1.2
31-10-03 23:00,3.0
31-10-03 22:00,3.5
31-10-03 21:00,3.5
31-10-03 20:00,3.7
31-10-03 19:00,4.5
31-10-03 18:00,4.3
31-10-03 17:00,3.3
31-10-03 16:00,2.4
31-10-03 15:00,6.1
31-10-03 14:00,5.0
31-10-03 13:00,2.9
31-10-03 12:00,2.8
31-10-03 11:00,3.6
31-10-03 10:00,2.9
31-10-03 09:00,2.2
31-10-03 08:00,2.0
31-10-03 07:00,2.2
31-10-03 06:00,3.1
31-10-03 05:00,11.4
31-10-03 04:00,1.6
31-10-03 03:00,1.7
31-10-03 02:00,1.6
31-10-03 01:00,1.6
31-10-03 00:00,1.7
30-10-03 23:00,1.0
30-10-03 22:00,1.0
30-10-03 21:00,1.0
30-10-03 20:00,1.0
30-10-03 19:00,1.0
30-10-03 18:00,1.0
30-10-03 17:00,1.0
30-10-03 16:00,1.0
30-10-03 15:00,1.0
30-10-03 14:00,1.0
30-10-03 13:00,1.1
30-10-03 12:00,1.0
30-10-03 11:00,1.4
30-10-03 10:00,1.6
30-10-03 09:00,2.1
30-10-03 08:00,3.1
30-10-03 07:00,4.7
30-10-03 06:00,6.0
30-10-03 05:00,2.5
30-10-03 04:00,2.7
30-10-03 03:00,2.9
30-10-03 02:00,3.3
30-10-03 01:00,2.9
30-10-03 00:00,4.2
29-10-03 23:00,5.3
29-10-03 22:00,4.8
29-10-03 21:00,3.0
29-10-03 20:00,2.6
29-10-03 19:00,3.9
29-10-03 18:00,6.2
29-10-03 17:00,7.0
29-10-03 16:00,5.5
29-10-03 15:00,7.0
29-10-03 14:00,2.8
29-10-03 13:00,2.8
29-10-03 12:00,
29-10-03 11:00,2.3
29-10-03 10:00,2.9
29-10-03 09:00,4.3
29-10-03 08:00,3.5
29-10-03 07:00,4.3
29-10-03 06:00,6.5
29-10-03 05:00,4.8
29-10-03 04:00,4.9
29-10-03 03:00,4.8
29-10-03 02:00,4.8
29-10-03 01:00,3.7
29-10-03 00:00,5.3
28-10-03 23:00,5.3
28-10-03 22:00,6.0
28-10-03 21:00,12.1
28-10-03 20:00,12.8
28-10-03 19:00,3.2
28-10-03 18:00,1.4
28-10-03 17:00,9.9
28-10-03 16:00,27.8
28-10-03 15:00,4.9
28-10-03 14:00,1.4
28-10-03 13:00,9.5
28-10-03 12:00,7.3
28-10-03 11:00,13.9
28-10-03 10:00,15.3
28-10-03 09:00,7.1
28-10-03 08:00,3.7
28-10-03 07:00,4.2
28-10-03 06:00,5.4
28-10-03 05:00,7.2
28-10-03 04:00,11.0
28-10-03 03:00,9.1
28-10-03 02:00,16.0
28-10-03 01:00,1.5
28-10-03 00:00,1.0
27-10-03 23:00,1.0
27-10-03 22:00,1.0
27-10-03 21:00,1.0
27-10-03 20:00,1.0
27-10-03 19:00,1.1
27-10-03 18:00,1.1
27-10-03 17:00,1.3
27-10-03 16:00,1.5
27-10-03 15:00,1.5
27-10-03 14:00,1.2
27-10-03 13:00,2.1
27-10-03 12:00,1.9
27-10-03 11:00,1.6
27-10-03 10:00,1.3
27-10-03 09:00,1.2
27-10-03 08:00,1.2
27-10-03 07:00,1.3
27-10-03 06:00,1.2
27-10-03 05:00,1.7
27-10-03 04:00,2.0
27-10-03 03:00,1.9
27-10-03 02:00,1.9
27-10-03 01:00,1.7
27-10-03 00:00,1.3
26-10-03 23:00,1.0
26-10-03 22:00,1.0
26-10-03 21:00,1.0
26-10-03 20:00,1.0
26-10-03 19:00,1.0
26-10-03 18:00,1.0
26-10-03 17:00,1.2
26-10-03 16:00,1.1
26-10-03 15:00,1.1
26-10-03 14:00,1.0
26-10-03 13:00,1.9
26-10-03 12:00,1.4
26-10-03 11:00,1.0
26-10-03 10:00,1.1
26-10-03 09:00,1.0
26-10-03 08:00,1.1
26-10-03 07:00,1.0
26-10-03 06:00,1.0
26-10-03 05:00,1.0
26-10-03 04:00,1.2
26-10-03 03:00,1.2
26-10-03 02:00,1.1
26-10-03 01:00,1.0
26-10-03 00:00,1.2
25-10-03 23:00,2.1
25-10-03 22:00,2.7
25-10-03 21:00,2.6
25-10-03 20:00,3.1
25-10-03 19:00,1.9
25-10-03 18:00,1.0
25-10-03 17:00,1.2
25-10-03 16:00,1.2
25-10-03 15:00,1.1
25-10-03 14:00,1.0
25-10-03 13:00,1.0
25-10-03 12:00,1.0
25-10-03 11:00,1.0
25-10-03 10:00,1.0
25-10-03 09:00,1.8
25-10-03 08:00,1.8
25-10-03 07:00,2.4
25-10-03 06:00,2.4
25-10-03 05:00,1.9
25-10-03 04:00,1.0
25-10-03 03:00,1.0
25-10-03 02:00,1.0
25-10-03 01:00,1.0
25-10-03 00:00,1.0
24-10-03 23:00,1.0
24-10-03 22:00,1.0
24-10-03 21:00,1.0
24-10-03 20:00,1.0
24-10-03 19:00,1.0
24-10-03 18:00,1.0
24-10-03 17:00,1.0
24-10-03 16:00,1.0
24-10-03 15:00,1.0
24-10-03 14:00,1.0
24-10-03 13:00,1.0
24-10-03 12:00,1.0
24-10-03 11:00,1.0
24-10-03 10:00,1.0
24-10-03 09:00,1.0
24-10-03 08:00,1.0
24-10-03 07:00,1.0
24-10-03 06:00,1.0
24-10-03 05:00,1.0
24-10-03 04:00,1.0
24-10-03 03:00,1.0
24-10-03 02:00,1.0
24-10-03 01:00,1.0
24-10-03 00:00,1.0
23-10-03 23:00,1.1
23-10-03 22:00,2.9
23-10-03 21:00,3.3
23-10-03 20:00,2.4
23-10-03 19:00,2.2
23-10-03 18:00,1.4
23-10-03 17:00,1.1
23-10-03 16:00,2.0
23-10-03 15:00,2.1
23-10-03 14:00,1.9
23-10-03 13:00,1.5
23-10-03 12:00,1.6
23-10-03 11:00,1.5
23-10-03 10:00,3.0
23-10-03 09:00,3.1
23-10-03 08:00,1.8
23-10-03 07:00,1.4
23-10-03 06:00,2.9
23-10-03 05:00,9.1
23-10-03 04:00,8.0
23-10-03 03:00,10.0
23-10-03 02:00,8.3
23-10-03 01:00,7.6
23-10-03 00:00,3.8
22-10-03 23:00,3.1
22-10-03 22:00,1.5
22-10-03 21:00,1.5
22-10-03 20:00,3.7
22-10-03 19:00,3.1
22-10-03 18:00,2.6
22-10-03 17:00,3.1
22-10-03 16:00,3.2
22-10-03 15:00,2.5
22-10-03 14:00,3.3
22-10-03 13:00,3.0
22-10-03 12:00,3.4
22-10-03 11:00,2.4
22-10-03 10:00,2.6
22-10-03 09:00,1.8
22-10-03 08:00,1.8
22-10-03 07:00,1.8
22-10-03 06:00,1.9
22-10-03 05:00,1.9
22-10-03 04:00,2.0
22-10-03 03:00,2.1
22-10-03 02:00,2.2
22-10-03 01:00,2.2
22-10-03 00:00,2.5
21-10-03 23:00,2.2
21-10-03 22:00,1.9
21-10-03 21:00,2.8
21-10-03 20:00,3.5
21-10-03 19:00,5.3
21-10-03 18:00,6.5
21-10-03 17:00,8.0
21-10-03 16:00,8.6
21-10-03 15:00,6.5
21-10-03 14:00,6.9
21-10-03 13:00,7.6
21-10-03 12:00,6.7
21-10-03 11:00,4.9
21-10-03 10:00,4.0
21-10-03 09:00,3.5
21-10-03 08:00,5.1
21-10-03 07:00,6.8
21-10-03 06:00,7.7
21-10-03 05:00,9.1
21-10-03 04:00,8.3
21-10-03 03:00,6.8
21-10-03 02:00,3.8
21-10-03 01:00,3.1
21-10-03 00:00,3.4
20-10-03 23:00,5.6
20-10-03 22:00,9.2
20-10-03 21:00,11.4
20-10-03 20:00,10.6
20-10-03 19:00,12.5
20-10-03 18:00,7.7
20-10-03 17:00,13.4
20-10-03 16:00,15.9
20-10-03 15:00,8.5
20-10-03 14:00,4.4
20-10-03 13:00,
20-10-03 12:00,
20-10-03 11:00,3.7
20-10-03 10:00,3.2
20-10-03 09:00,1.5
20-10-03 08:00,1.8
20-10-03 07:00,1.0
20-10-03 06:00,1.0
20-10-03 05:00,2.1
20-10-03 04:00,2.7
20-10-03 03:00,2.9
20-10-03 02:00,2.7
20-10-03 01:00,3.1
20-10-03 00:00,4.2
19-10-03 23:00,2.6
19-10-03 22:00,1.7
19-10-03 21:00,1.2
19-10-03 20:00,1.4
19-10-03 19:00,2.5
19-10-03 18:00,3.4
19-10-03 17:00,4.2
19-10-03 16:00,4.0
19-10-03 15:00,3.9
19-10-03 14:00,3.1
19-10-03 13:00,2.9
19-10-03 12:00,2.2
19-10-03 11:00,1.7
19-10-03 10:00,1.7
19-10-03 09:00,1.7
19-10-03 08:00,1.6
19-10-03 07:00,1.6
19-10-03 06:00,1.4
19-10-03 05:00,1.0
19-10-03 04:00,1.0
19-10-03 03:00,1.3
19-10-03 02:00,1.5
19-10-03 01:00,1.3
19-10-03 00:00,2.0
18-10-03 23:00,3.5
18-10-03 22:00,3.7
18-10-03 21:00,3.9
18-10-03 20:00,4.5
18-10-03 19:00,5.3
18-10-03 18:00,6.9
18-10-03 17:00,6.4
18-10-03 16:00,7.3
18-10-03 15:00,7.6
18-10-03 14:00,8.0
18-10-03 13:00,6.5
18-10-03 12:00,5.6
18-10-03 11:00,5.7
18-10-03 10:00,5.3
18-10-03 09:00,5.0
18-10-03 08:00,4.7
18-10-03 07:00,4.7
18-10-03 06:00,4.4
18-10-03 05:00,4.8
18-10-03 04:00,5.6
18-10-03 03:00,4.3
18-10-03 02:00,4.7
18-10-03 01:00,4.9
18-10-03 00:00,5.2
17-10-03 23:00,6.2
17-10-03 22:00,9.4
17-10-03 21:00,10.2
17-10-03 20:00,7.8
17-10-03 19:00,6.2
17-10-03 18:00,5.3
17-10-03 17:00,4.6
17-10-03 16:00,4.2
17-10-03 15:00,4.7
17-10-03 14:00,4.4
17-10-03 13:00,5.3
17-10-03 12:00,5.3
17-10-03 11:00,2.3
17-10-03 10:00,1.6
17-10-03 09:00,1.3
17-10-03 08:00,1.3
17-10-03 07:00,1.7
17-10-03 06:00,3.5
17-10-03 05:00,3.0
17-10-03 04:00,4.2
17-10-03 03:00,6.1
17-10-03 02:00,7.4
17-10-03 01:00,10.1
17-10-03 00:00,16.6
16-10-03 23:00,2.6
16-10-03 22:00,1.8
16-10-03 21:00,4.2
16-10-03 20:00,1.5
16-10-03 19:00,1.7
16-10-03 18:00,1.5
16-10-03 17:00,1.9
16-10-03 16:00,1.0
16-10-03 15:00,1.3
16-10-03 14:00,1.5
16-10-03 13:00,1.5
16-10-03 12:00,2.0
16-10-03 11:00,2.1
16-10-03 10:00,2.2
16-10-03 09:00,1.5
16-10-03 08:00,2.4
16-10-03 07:00,1.3
16-10-03 06:00,1.4
16-10-03 05:00,1.0
16-10-03 04:00,1.0
16-10-03 03:00,1.0
16-10-03 02:00,1.0
16-10-03 01:00,1.0
16-10-03 00:00,1.0
15-10-03 23:00,1.0
15-10-03 22:00,1.0
15-10-03 21:00,1.4
15-10-03 20:00,2.9
15-10-03 19:00,1.1
15-10-03 18:00,1.8
15-10-03 17:00,1.0
15-10-03 16:00,1.0
15-10-03 15:00,1.0
15-10-03 14:00,1.0
15-10-03 13:00,1.0
15-10-03 12:00,1.0
15-10-03 11:00,1.2
15-10-03 10:00,2.4
15-10-03 09:00,3.3
15-10-03 08:00,2.9
15-10-03 07:00,1.9
15-10-03 06:00,2.7
15-10-03 05:00,3.7
15-10-03 04:00,4.6
15-10-03 03:00,2.2
15-10-03 02:00,1.5
15-10-03 01:00,1.5
15-10-03 00:00,1.6
14-10-03 23:00,2.7
14-10-03 22:00,2.8
14-10-03 21:00,5.7
14-10-03 20:00,3.2
14-10-03 19:00,3.3
14-10-03 18:00,1.6
14-10-03 17:00,1.2
14-10-03 16:00,1.6
14-10-03 15:00,2.8
14-10-03 14:00,2.2
14-10-03 13:00,2.3
14-10-03 12:00,2.1
14-10-03 11:00,1.6
14-10-03 10:00,1.6
14-10-03 09:00,1.4
14-10-03 08:00,1.0
14-10-03 07:00,1.0
14-10-03 06:00,1.0
14-10-03 05:00,1.0
14-10-03 04:00,1.0
14-10-03 03:00,1.0
14-10-03 02:00,1.0
14-10-03 01:00,1.0
14-10-03 00:00,1.0
13-10-03 23:00,1.0
13-10-03 22:00,1.0
13-10-03 21:00,1.0
13-10-03 20:00,1.0
13-10-03 19:00,1.0
13-10-03 18:00,1.0
13-10-03 17:00,1.1
13-10-03 16:00,1.0
13-10-03 15:00,1.0
13-10-03 14:00,1.0
13-10-03 13:00,1.0
13-10-03 12:00,1.0
13-10-03 11:00,1.0
13-10-03 10:00,1.0
13-10-03 09:00,1.0
13-10-03 08:00,1.0
13-10-03 07:00,1.0
13-10-03 06:00,1.0
13-10-03 05:00,1.0
13-10-03 04:00,1.0
13-10-03 03:00,1.0
13-10-03 02:00,1.0
13-10-03 01:00,1.0
13-10-03 00:00,1.0
12-10-03 23:00,1.8
12-10-03 22:00,3.2
12-10-03 21:00,3.2
12-10-03 20:00,1.9
12-10-03 19:00,3.3
12-10-03 18:00,2.6
12-10-03 17:00,5.2
12-10-03 16:00,4.5
12-10-03 15:00,3.5
12-10-03 14:00,1.8
12-10-03 13:00,1.7
12-10-03 12:00,1.2
12-10-03 11:00,1.0
12-10-03 10:00,1.0
12-10-03 09:00,1.0
12-10-03 08:00,1.1
12-10-03 07:00,1.0
12-10-03 06:00,1.0
12-10-03 05:00,1.0
