Datum Zeit,Collmberg NO2
,µg/m³
01-11-03 00:00,16
31-10-03 23:00,15
31-10-03 22:00,16
31-10-03 21:00,16
31-10-03 20:00,21
31-10-03 19:00,25
31-10-03 18:00,22
31-10-03 17:00,20
31-10-03 16:00,18
31-10-03 15:00,16
31-10-03 14:00,17
31-10-03 13:00,16
31-10-03 12:00,14
31-10-03 11:00,12
31-10-03 10:00,13
31-10-03 09:00,16
31-10-03 08:00,18
31-10-03 07:00,16
31-10-03 06:00,11
31-10-03 05:00,14
31-10-03 04:00,14
31-10-03 03:00,17
31-10-03 02:00,18
31-10-03 01:00,15
31-10-03 00:00,17
30-10-03 23:00,18
30-10-03 22:00,19
30-10-03 21:00,21
30-10-03 20:00,23
30-10-03 19:00,23
30-10-03 18:00,20
30-10-03 17:00,19
30-10-03 16:00,23
30-10-03 15:00,22
30-10-03 14:00,19
30-10-03 13:00,
30-10-03 12:00,
30-10-03 11:00,15
30-10-03 10:00,20
30-10-03 09:00,21
30-10-03 08:00,21
30-10-03 07:00,18
30-10-03 06:00,18
30-10-03 05:00,21
30-10-03 04:00,21
30-10-03 03:00,22
30-10-03 02:00,30
30-10-03 01:00,29
30-10-03 00:00,24
29-10-03 23:00,25
29-10-03 22:00,26
29-10-03 21:00,29
29-10-03 20:00,33
29-10-03 19:00,35
29-10-03 18:00,34
29-10-03 17:00,32
29-10-03 16:00,28
29-10-03 15:00,26
29-10-03 14:00,26
29-10-03 13:00,27
29-10-03 12:00,24
29-10-03 11:00,30
29-10-03 10:00,32
29-10-03 09:00,33
29-10-03 08:00,32
29-10-03 07:00,32
29-10-03 06:00,28
29-10-03 05:00,24
29-10-03 04:00,20
29-10-03 03:00,18
29-10-03 02:00,20
29-10-03 01:00,23
29-10-03 00:00,29
28-10-03 23:00,29
28-10-03 22:00,28
28-10-03 21:00,31
28-10-03 20:00,26
28-10-03 19:00,30
28-10-03 18:00,20
28-10-03 17:00,15
28-10-03 16:00,15
28-10-03 15:00,13
28-10-03 14:00,12
28-10-03 13:00,14
28-10-03 12:00,17
28-10-03 11:00,18
28-10-03 10:00,18
28-10-03 09:00,19
28-10-03 08:00,20
28-10-03 07:00,19
28-10-03 06:00,20
28-10-03 05:00,22
28-10-03 04:00,24
28-10-03 03:00,23
28-10-03 02:00,24
28-10-03 01:00,24
28-10-03 00:00,15
27-10-03 23:00,13
27-10-03 22:00,14
27-10-03 21:00,8
27-10-03 20:00,5
27-10-03 19:00,5
27-10-03 18:00,6
27-10-03 17:00,6
27-10-03 16:00,7
27-10-03 15:00,7
27-10-03 14:00,7
27-10-03 13:00,7
27-10-03 12:00,9
27-10-03 11:00,8
27-10-03 10:00,8
27-10-03 09:00,9
27-10-03 08:00,10
27-10-03 07:00,8
27-10-03 06:00,6
27-10-03 05:00,5
27-10-03 04:00,6
27-10-03 03:00,6
27-10-03 02:00,6
27-10-03 01:00,5
27-10-03 00:00,5
26-10-03 23:00,7
26-10-03 22:00,8
26-10-03 21:00,10
26-10-03 20:00,12
26-10-03 19:00,13
26-10-03 18:00,14
26-10-03 17:00,13
26-10-03 16:00,11
26-10-03 15:00,11
26-10-03 14:00,11
26-10-03 13:00,11
26-10-03 12:00,12
26-10-03 11:00,11
26-10-03 10:00,11
26-10-03 09:00,10
26-10-03 08:00,9
26-10-03 07:00,9
26-10-03 06:00,10
26-10-03 05:00,9
26-10-03 04:00,9
26-10-03 03:00,10
26-10-03 02:00,11
26-10-03 01:00,12
26-10-03 00:00,13
25-10-03 23:00,14
25-10-03 22:00,14
25-10-03 21:00,13
25-10-03 20:00,12
25-10-03 19:00,12
25-10-03 18:00,13
25-10-03 17:00,13
25-10-03 16:00,11
25-10-03 15:00,11
25-10-03 14:00,10
