Datum Zeit,Freiberg PM10
,µg/m³
31-10-03,
30-10-03,
29-10-03,41
28-10-03,38
27-10-03,23
26-10-03,17
25-10-03,20
24-10-03,22
23-10-03,31
22-10-03,33
21-10-03,46
20-10-03,50
19-10-03,38
18-10-03,33
17-10-03,26
16-10-03,24
15-10-03,23
14-10-03,21
13-10-03,24
12-10-03,15
11-10-03,20
10-10-03,16
09-10-03,11
08-10-03,
07-10-03,
06-10-03,
05-10-03,12
04-10-03,14
03-10-03,17
02-10-03,20
01-10-03,22

