Datum Zeit,Chemnitz-Mitte O3
,µg/m³
01-11-03 00:00,34
31-10-03 23:00,31
31-10-03 22:00,33
31-10-03 21:00,34
31-10-03 20:00,37
31-10-03 19:00,30
31-10-03 18:00,33
31-10-03 17:00,30
31-10-03 16:00,20
31-10-03 15:00,38
31-10-03 14:00,50
31-10-03 13:00,55
31-10-03 12:00,51
31-10-03 11:00,51
31-10-03 10:00,46
31-10-03 09:00,34
31-10-03 08:00,40
31-10-03 07:00,39
31-10-03 06:00,36
31-10-03 05:00,21
31-10-03 04:00,14
31-10-03 03:00,21
31-10-03 02:00,25
31-10-03 01:00,20
31-10-03 00:00,19
30-10-03 23:00,16
30-10-03 22:00,20
30-10-03 21:00,14
30-10-03 20:00,9
30-10-03 19:00,21
30-10-03 18:00,25
30-10-03 17:00,21
30-10-03 16:00,38
30-10-03 15:00,46
30-10-03 14:00,42
30-10-03 13:00,45
30-10-03 12:00,40
30-10-03 11:00,36
30-10-03 10:00,19
30-10-03 09:00,7
30-10-03 08:00,2
30-10-03 07:00,2
30-10-03 06:00,4
30-10-03 05:00,20
30-10-03 04:00,23
30-10-03 03:00,12
30-10-03 02:00,10
30-10-03 01:00,5
30-10-03 00:00,7
29-10-03 23:00,15
29-10-03 22:00,17
29-10-03 21:00,12
29-10-03 20:00,6
29-10-03 19:00,5
29-10-03 18:00,1
29-10-03 17:00,14
29-10-03 16:00,20
29-10-03 15:00,30
29-10-03 14:00,54
29-10-03 13:00,65
29-10-03 12:00,42
29-10-03 11:00,34
29-10-03 10:00,28
29-10-03 09:00,26
29-10-03 08:00,15
29-10-03 07:00,19
29-10-03 06:00,31
29-10-03 05:00,31
29-10-03 04:00,40
29-10-03 03:00,39
29-10-03 02:00,40
29-10-03 01:00,41
29-10-03 00:00,40
28-10-03 23:00,11
28-10-03 22:00,6
28-10-03 21:00,6
28-10-03 20:00,11
28-10-03 19:00,12
28-10-03 18:00,18
28-10-03 17:00,34
28-10-03 16:00,47
28-10-03 15:00,48
28-10-03 14:00,48
28-10-03 13:00,56
28-10-03 12:00,51
28-10-03 11:00,23
28-10-03 10:00,9
28-10-03 09:00,3
28-10-03 08:00,1
28-10-03 07:00,1
28-10-03 06:00,1
28-10-03 05:00,1
28-10-03 04:00,1
28-10-03 03:00,1
28-10-03 02:00,1
28-10-03 01:00,1
28-10-03 00:00,1
27-10-03 23:00,1
27-10-03 22:00,2
27-10-03 21:00,5
27-10-03 20:00,9
27-10-03 19:00,4
27-10-03 18:00,19
27-10-03 17:00,23
27-10-03 16:00,36
27-10-03 15:00,37
27-10-03 14:00,38
27-10-03 13:00,32
27-10-03 12:00,29
27-10-03 11:00,27
27-10-03 10:00,21
27-10-03 09:00,18
27-10-03 08:00,19
27-10-03 07:00,22
27-10-03 06:00,32
27-10-03 05:00,20
27-10-03 04:00,18
27-10-03 03:00,19
27-10-03 02:00,18
27-10-03 01:00,18
27-10-03 00:00,18
26-10-03 23:00,24
26-10-03 22:00,28
26-10-03 21:00,22
26-10-03 20:00,18
26-10-03 19:00,12
26-10-03 18:00,8
26-10-03 17:00,21
26-10-03 16:00,28
26-10-03 15:00,35
26-10-03 14:00,40
26-10-03 13:00,40
26-10-03 12:00,40
26-10-03 11:00,40
26-10-03 10:00,39
26-10-03 09:00,42
26-10-03 08:00,44
26-10-03 07:00,45
26-10-03 06:00,44
26-10-03 05:00,41
26-10-03 04:00,42
26-10-03 03:00,44
26-10-03 02:00,41
26-10-03 01:00,36
26-10-03 00:00,33
25-10-03 23:00,34
25-10-03 22:00,34
25-10-03 21:00,35
25-10-03 20:00,37
25-10-03 19:00,42
25-10-03 18:00,43
25-10-03 17:00,45
25-10-03 16:00,46
25-10-03 15:00,51
25-10-03 14:00,52
25-10-03 13:00,58
25-10-03 12:00,51
25-10-03 11:00,43
25-10-03 10:00,35
25-10-03 09:00,26
25-10-03 08:00,21
25-10-03 07:00,24
25-10-03 06:00,30
25-10-03 05:00,38
25-10-03 04:00,36
25-10-03 03:00,34
25-10-03 02:00,33
25-10-03 01:00,28
25-10-03 00:00,25
24-10-03 23:00,11
24-10-03 22:00,4
24-10-03 21:00,2
24-10-03 20:00,2
24-10-03 19:00,1
24-10-03 18:00,2
24-10-03 17:00,33
24-10-03 16:00,46
24-10-03 15:00,48
24-10-03 14:00,46
24-10-03 13:00,33
24-10-03 12:00,27
24-10-03 11:00,27
24-10-03 10:00,22
24-10-03 09:00,11
24-10-03 08:00,10
24-10-03 07:00,6
24-10-03 06:00,15
24-10-03 05:00,27
24-10-03 04:00,37
24-10-03 03:00,24
24-10-03 02:00,11
24-10-03 01:00,10
24-10-03 00:00,7
23-10-03 23:00,12
23-10-03 22:00,12
23-10-03 21:00,9
23-10-03 20:00,20
23-10-03 19:00,31
23-10-03 18:00,33
23-10-03 17:00,43
23-10-03 16:00,38
23-10-03 15:00,40
23-10-03 14:00,45
23-10-03 13:00,51
23-10-03 12:00,55
23-10-03 11:00,53
23-10-03 10:00,40
23-10-03 09:00,19
23-10-03 08:00,5
23-10-03 07:00,13
23-10-03 06:00,12
23-10-03 05:00,33
23-10-03 04:00,39
23-10-03 03:00,42
23-10-03 02:00,43
23-10-03 01:00,40
23-10-03 00:00,44
22-10-03 23:00,48
22-10-03 22:00,46
22-10-03 21:00,39
22-10-03 20:00,29
22-10-03 19:00,36
22-10-03 18:00,39
22-10-03 17:00,31
22-10-03 16:00,25
22-10-03 15:00,23
22-10-03 14:00,26
22-10-03 13:00,27
22-10-03 12:00,9
22-10-03 11:00,4
22-10-03 10:00,3
22-10-03 09:00,10
22-10-03 08:00,3
22-10-03 07:00,1
22-10-03 06:00,4
22-10-03 05:00,14
22-10-03 04:00,16
22-10-03 03:00,20
22-10-03 02:00,17
22-10-03 01:00,16
22-10-03 00:00,16
21-10-03 23:00,19
21-10-03 22:00,19
21-10-03 21:00,23
21-10-03 20:00,22
21-10-03 19:00,20
21-10-03 18:00,16
21-10-03 17:00,15
21-10-03 16:00,18
21-10-03 15:00,19
21-10-03 14:00,18
21-10-03 13:00,14
21-10-03 12:00,11
21-10-03 11:00,9
21-10-03 10:00,6
21-10-03 09:00,7
21-10-03 08:00,3
21-10-03 07:00,3
21-10-03 06:00,6
21-10-03 05:00,7
21-10-03 04:00,14
21-10-03 03:00,17
21-10-03 02:00,22
21-10-03 01:00,25
21-10-03 00:00,26
20-10-03 23:00,28
20-10-03 22:00,24
20-10-03 21:00,29
20-10-03 20:00,32
20-10-03 19:00,24
20-10-03 18:00,15
20-10-03 17:00,22
20-10-03 16:00,16
20-10-03 15:00,8
