Datum Zeit,Dresden-Nord PM10
,µg/m³
31-10-03,25
30-10-03,44
29-10-03,43
28-10-03,42
27-10-03,26
26-10-03,17
25-10-03,27
24-10-03,33
23-10-03,33
22-10-03,29
21-10-03,62
20-10-03,47
19-10-03,39
18-10-03,32
17-10-03,31
16-10-03,28
15-10-03,17
14-10-03,26
13-10-03,30
12-10-03,23
11-10-03,26
10-10-03,26
09-10-03,22
08-10-03,14
07-10-03,17
06-10-03,20
05-10-03,19
04-10-03,21
03-10-03,28
02-10-03,39
01-10-03,27

