Datum Zeit,Dresden-Nord PM2.5
,µg/m³
31-10-03,17.89
30-10-03,29.38
29-10-03,32.50
28-10-03,29.08
27-10-03,17.32
26-10-03,13.87
25-10-03,20.36
24-10-03,21.82
23-10-03,23.47
22-10-03,23.38
21-10-03,43.78
20-10-03,33.65
19-10-03,29.97
18-10-03,23.60
17-10-03,20.21
16-10-03,17.72
15-10-03,14.50
14-10-03,15.88
13-10-03,17.64
12-10-03,9.89
11-10-03,13.06
10-10-03,13.75
09-10-03,9.35
08-10-03,8.10
07-10-03,9.97
06-10-03,11.57
05-10-03,13.07
04-10-03,13.31
03-10-03,21.24
02-10-03,26.71
01-10-03,17.69

