Datum Zeit,Klingenthal O3
,µg/m³
01-11-03 00:00,35
31-10-03 23:00,34
31-10-03 22:00,33
31-10-03 21:00,36
31-10-03 20:00,43
31-10-03 19:00,45
31-10-03 18:00,40
31-10-03 17:00,45
31-10-03 16:00,49
31-10-03 15:00,49
31-10-03 14:00,48
31-10-03 13:00,45
31-10-03 12:00,37
31-10-03 11:00,39
31-10-03 10:00,35
31-10-03 09:00,32
31-10-03 08:00,30
31-10-03 07:00,31
31-10-03 06:00,26
31-10-03 05:00,31
31-10-03 04:00,31
31-10-03 03:00,18
31-10-03 02:00,9
31-10-03 01:00,12
31-10-03 00:00,11
30-10-03 23:00,6
30-10-03 22:00,3
30-10-03 21:00,3
30-10-03 20:00,4
30-10-03 19:00,10
30-10-03 18:00,21
30-10-03 17:00,25
30-10-03 16:00,33
30-10-03 15:00,39
30-10-03 14:00,32
30-10-03 13:00,29
30-10-03 12:00,25
30-10-03 11:00,28
30-10-03 10:00,22
30-10-03 09:00,13
30-10-03 08:00,11
30-10-03 07:00,13
30-10-03 06:00,13
30-10-03 05:00,21
30-10-03 04:00,22
30-10-03 03:00,6
30-10-03 02:00,4
30-10-03 01:00,14
30-10-03 00:00,15
29-10-03 23:00,8
29-10-03 22:00,25
29-10-03 21:00,35
29-10-03 20:00,37
29-10-03 19:00,23
29-10-03 18:00,29
29-10-03 17:00,29
29-10-03 16:00,29
29-10-03 15:00,36
29-10-03 14:00,41
29-10-03 13:00,48
29-10-03 12:00,43
29-10-03 11:00,41
29-10-03 10:00,24
29-10-03 09:00,6
29-10-03 08:00,4
29-10-03 07:00,4
29-10-03 06:00,2
29-10-03 05:00,1
29-10-03 04:00,2
29-10-03 03:00,2
29-10-03 02:00,3
29-10-03 01:00,3
29-10-03 00:00,4
28-10-03 23:00,4
28-10-03 22:00,5
28-10-03 21:00,4
28-10-03 20:00,4
28-10-03 19:00,4
28-10-03 18:00,8
28-10-03 17:00,11
28-10-03 16:00,42
28-10-03 15:00,65
28-10-03 14:00,
28-10-03 13:00,
28-10-03 12:00,
28-10-03 11:00,19
28-10-03 10:00,13
28-10-03 09:00,8
28-10-03 08:00,4
28-10-03 07:00,4
28-10-03 06:00,2
28-10-03 05:00,2
28-10-03 04:00,4
28-10-03 03:00,8
28-10-03 02:00,13
28-10-03 01:00,16
28-10-03 00:00,10
27-10-03 23:00,4
27-10-03 22:00,3
27-10-03 21:00,5
27-10-03 20:00,4
27-10-03 19:00,3
27-10-03 18:00,14
27-10-03 17:00,31
27-10-03 16:00,35
27-10-03 15:00,35
27-10-03 14:00,32
27-10-03 13:00,28
27-10-03 12:00,19
27-10-03 11:00,13
27-10-03 10:00,6
27-10-03 09:00,4
27-10-03 08:00,3
27-10-03 07:00,2
27-10-03 06:00,5
27-10-03 05:00,8
27-10-03 04:00,7
27-10-03 03:00,8
27-10-03 02:00,10
27-10-03 01:00,10
27-10-03 00:00,12
26-10-03 23:00,14
26-10-03 22:00,6
26-10-03 21:00,5
26-10-03 20:00,7
26-10-03 19:00,4
26-10-03 18:00,14
26-10-03 17:00,31
26-10-03 16:00,34
26-10-03 15:00,39
26-10-03 14:00,39
26-10-03 13:00,42
26-10-03 12:00,43
26-10-03 11:00,45
26-10-03 10:00,44
26-10-03 09:00,45
26-10-03 08:00,47
26-10-03 07:00,49
26-10-03 06:00,50
26-10-03 05:00,48
26-10-03 04:00,44
26-10-03 03:00,44
26-10-03 02:00,46
26-10-03 01:00,45
26-10-03 00:00,42
25-10-03 23:00,42
25-10-03 22:00,42
25-10-03 21:00,42
25-10-03 20:00,43
25-10-03 19:00,44
25-10-03 18:00,47
25-10-03 17:00,50
25-10-03 16:00,50
25-10-03 15:00,54
25-10-03 14:00,50
25-10-03 13:00,54
25-10-03 12:00,54
25-10-03 11:00,48
25-10-03 10:00,34
25-10-03 09:00,23
25-10-03 08:00,20
25-10-03 07:00,16
25-10-03 06:00,13
25-10-03 05:00,12
25-10-03 04:00,16
25-10-03 03:00,16
25-10-03 02:00,14
25-10-03 01:00,17
25-10-03 00:00,17
24-10-03 23:00,18
24-10-03 22:00,16
24-10-03 21:00,19
24-10-03 20:00,24
24-10-03 19:00,21
24-10-03 18:00,33
24-10-03 17:00,46
24-10-03 16:00,49
24-10-03 15:00,53
24-10-03 14:00,57
24-10-03 13:00,56
24-10-03 12:00,57
24-10-03 11:00,59
24-10-03 10:00,53
24-10-03 09:00,45
24-10-03 08:00,36
24-10-03 07:00,33
24-10-03 06:00,41
24-10-03 05:00,55
24-10-03 04:00,56
24-10-03 03:00,61
24-10-03 02:00,60
24-10-03 01:00,54
24-10-03 00:00,57
23-10-03 23:00,52
23-10-03 22:00,53
23-10-03 21:00,55
23-10-03 20:00,50
23-10-03 19:00,52
23-10-03 18:00,47
23-10-03 17:00,48
23-10-03 16:00,52
23-10-03 15:00,58
23-10-03 14:00,64
23-10-03 13:00,60
23-10-03 12:00,67
23-10-03 11:00,53
23-10-03 10:00,42
23-10-03 09:00,38
23-10-03 08:00,30
23-10-03 07:00,42
23-10-03 06:00,28
23-10-03 05:00,39
23-10-03 04:00,49
23-10-03 03:00,44
23-10-03 02:00,33
23-10-03 01:00,26
23-10-03 00:00,20
22-10-03 23:00,8
22-10-03 22:00,2
22-10-03 21:00,3
22-10-03 20:00,3
22-10-03 19:00,7
22-10-03 18:00,22
22-10-03 17:00,37
22-10-03 16:00,38
22-10-03 15:00,31
22-10-03 14:00,40
22-10-03 13:00,35
22-10-03 12:00,39
22-10-03 11:00,28
22-10-03 10:00,14
22-10-03 09:00,6
22-10-03 08:00,3
22-10-03 07:00,4
22-10-03 06:00,8
22-10-03 05:00,13
22-10-03 04:00,19
22-10-03 03:00,23
22-10-03 02:00,23
22-10-03 01:00,28
22-10-03 00:00,40
21-10-03 23:00,33
21-10-03 22:00,29
21-10-03 21:00,26
21-10-03 20:00,27
21-10-03 19:00,24
21-10-03 18:00,21
21-10-03 17:00,25
21-10-03 16:00,29
21-10-03 15:00,28
21-10-03 14:00,23
21-10-03 13:00,26
21-10-03 12:00,19
21-10-03 11:00,16
21-10-03 10:00,14
21-10-03 09:00,7
21-10-03 08:00,9
21-10-03 07:00,10
21-10-03 06:00,7
21-10-03 05:00,10
21-10-03 04:00,12
21-10-03 03:00,20
21-10-03 02:00,26
21-10-03 01:00,9
21-10-03 00:00,1
20-10-03 23:00,1
20-10-03 22:00,3
20-10-03 21:00,4
20-10-03 20:00,5
20-10-03 19:00,5
20-10-03 18:00,22
20-10-03 17:00,30
20-10-03 16:00,36
20-10-03 15:00,39
20-10-03 14:00,36
20-10-03 13:00,32
20-10-03 12:00,24
20-10-03 11:00,15
20-10-03 10:00,13
20-10-03 09:00,7
20-10-03 08:00,3
20-10-03 07:00,3
20-10-03 06:00,3
20-10-03 05:00,2
20-10-03 04:00,2
20-10-03 03:00,2
20-10-03 02:00,2
20-10-03 01:00,2
20-10-03 00:00,2
19-10-03 23:00,2
19-10-03 22:00,4
19-10-03 21:00,4
19-10-03 20:00,7
19-10-03 19:00,8
19-10-03 18:00,13
19-10-03 17:00,37
19-10-03 16:00,48
19-10-03 15:00,59
19-10-03 14:00,61
19-10-03 13:00,60
19-10-03 12:00,58
19-10-03 11:00,55
19-10-03 10:00,52
19-10-03 09:00,15
19-10-03 08:00,9
19-10-03 07:00,5
19-10-03 06:00,3
19-10-03 05:00,9
19-10-03 04:00,12
19-10-03 03:00,20
19-10-03 02:00,28
19-10-03 01:00,34
19-10-03 00:00,59
18-10-03 23:00,63
18-10-03 22:00,65
18-10-03 21:00,66
18-10-03 20:00,66
18-10-03 19:00,48
18-10-03 18:00,21
18-10-03 17:00,58
18-10-03 16:00,68
18-10-03 15:00,67
18-10-03 14:00,66
18-10-03 13:00,65
18-10-03 12:00,64
18-10-03 11:00,62
18-10-03 10:00,58
18-10-03 09:00,53
18-10-03 08:00,49
18-10-03 07:00,52
18-10-03 06:00,50
18-10-03 05:00,50
18-10-03 04:00,51
18-10-03 03:00,46
18-10-03 02:00,45
18-10-03 01:00,41
18-10-03 00:00,42
17-10-03 23:00,43
17-10-03 22:00,42
17-10-03 21:00,40
17-10-03 20:00,40
17-10-03 19:00,24
17-10-03 18:00,24
17-10-03 17:00,47
17-10-03 16:00,55
17-10-03 15:00,56
17-10-03 14:00,57
17-10-03 13:00,58
17-10-03 12:00,59
17-10-03 11:00,58
17-10-03 10:00,51
17-10-03 09:00,23
17-10-03 08:00,5
17-10-03 07:00,5
17-10-03 06:00,4
17-10-03 05:00,2
17-10-03 04:00,3
17-10-03 03:00,3
17-10-03 02:00,5
17-10-03 01:00,9
17-10-03 00:00,7
16-10-03 23:00,4
16-10-03 22:00,6
16-10-03 21:00,9
16-10-03 20:00,9
16-10-03 19:00,35
16-10-03 18:00,59
16-10-03 17:00,63
16-10-03 16:00,65
16-10-03 15:00,64
16-10-03 14:00,64
16-10-03 13:00,61
16-10-03 12:00,65
16-10-03 11:00,66
16-10-03 10:00,49
16-10-03 09:00,6
16-10-03 08:00,6
16-10-03 07:00,4
16-10-03 06:00,3
16-10-03 05:00,2
16-10-03 04:00,4
16-10-03 03:00,5
16-10-03 02:00,7
16-10-03 01:00,8
16-10-03 00:00,8
15-10-03 23:00,9
15-10-03 22:00,9
15-10-03 21:00,11
15-10-03 20:00,15
15-10-03 19:00,25
15-10-03 18:00,48
15-10-03 17:00,51
15-10-03 16:00,49
15-10-03 15:00,47
15-10-03 14:00,50
15-10-03 13:00,51
15-10-03 12:00,50
15-10-03 11:00,50
15-10-03 10:00,23
15-10-03 09:00,7
15-10-03 08:00,4
15-10-03 07:00,3
15-10-03 06:00,3
15-10-03 05:00,2
15-10-03 04:00,3
15-10-03 03:00,5
15-10-03 02:00,7
15-10-03 01:00,9
15-10-03 00:00,10
14-10-03 23:00,9
14-10-03 22:00,6
14-10-03 21:00,6
14-10-03 20:00,9
14-10-03 19:00,19
14-10-03 18:00,40
14-10-03 17:00,58
14-10-03 16:00,64
14-10-03 15:00,63
14-10-03 14:00,66
14-10-03 13:00,71
14-10-03 12:00,64
14-10-03 11:00,51
14-10-03 10:00,45
14-10-03 09:00,6
14-10-03 08:00,6
14-10-03 07:00,5
14-10-03 06:00,3
14-10-03 05:00,2
14-10-03 04:00,2
14-10-03 03:00,2
14-10-03 02:00,4
14-10-03 01:00,4
14-10-03 00:00,4
13-10-03 23:00,3
13-10-03 22:00,3
13-10-03 21:00,4
13-10-03 20:00,10
13-10-03 19:00,13
13-10-03 18:00,30
13-10-03 17:00,44
13-10-03 16:00,49
13-10-03 15:00,54
13-10-03 14:00,56
13-10-03 13:00,56
13-10-03 12:00,53
13-10-03 11:00,41
13-10-03 10:00,14
13-10-03 09:00,9
13-10-03 08:00,5
13-10-03 07:00,4
13-10-03 06:00,3
13-10-03 05:00,2
13-10-03 04:00,2
13-10-03 03:00,3
13-10-03 02:00,3
13-10-03 01:00,4
13-10-03 00:00,5
12-10-03 23:00,5
12-10-03 22:00,4
12-10-03 21:00,4
12-10-03 20:00,5
12-10-03 19:00,9
12-10-03 18:00,23
12-10-03 17:00,66
12-10-03 16:00,68
12-10-03 15:00,70
12-10-03 14:00,74
12-10-03 13:00,70
12-10-03 12:00,69
12-10-03 11:00,64
12-10-03 10:00,65
12-10-03 09:00,58
12-10-03 08:00,59
12-10-03 07:00,58
12-10-03 06:00,53
12-10-03 05:00,50
12-10-03 04:00,30
12-10-03 03:00,12
12-10-03 02:00,22
12-10-03 01:00,21
12-10-03 00:00,34
11-10-03 23:00,52
11-10-03 22:00,57
11-10-03 21:00,53
11-10-03 20:00,45
11-10-03 19:00,37
11-10-03 18:00,38
11-10-03 17:00,39
11-10-03 16:00,37
11-10-03 15:00,42
11-10-03 14:00,42
11-10-03 13:00,35
11-10-03 12:00,29
11-10-03 11:00,21
11-10-03 10:00,20
11-10-03 09:00,21
11-10-03 08:00,18
11-10-03 07:00,14
11-10-03 06:00,22
11-10-03 05:00,32
11-10-03 04:00,34
11-10-03 03:00,34
11-10-03 02:00,29
11-10-03 01:00,32
11-10-03 00:00,38
10-10-03 23:00,39
10-10-03 22:00,39
10-10-03 21:00,39
10-10-03 20:00,40
10-10-03 19:00,43
10-10-03 18:00,43
10-10-03 17:00,44
10-10-03 16:00,47
10-10-03 15:00,50
10-10-03 14:00,54
10-10-03 13:00,57
10-10-03 12:00,63
10-10-03 11:00,56
10-10-03 10:00,55
10-10-03 09:00,48
10-10-03 08:00,34
10-10-03 07:00,20
10-10-03 06:00,22
10-10-03 05:00,26
10-10-03 04:00,26
10-10-03 03:00,29
10-10-03 02:00,33
10-10-03 01:00,22
10-10-03 00:00,20
09-10-03 23:00,28
09-10-03 22:00,31
09-10-03 21:00,34
09-10-03 20:00,33
09-10-03 19:00,27
09-10-03 18:00,25
09-10-03 17:00,36
09-10-03 16:00,48
09-10-03 15:00,59
09-10-03 14:00,60
09-10-03 13:00,59
09-10-03 12:00,54
09-10-03 11:00,54
09-10-03 10:00,53
09-10-03 09:00,59
09-10-03 08:00,63
09-10-03 07:00,62
09-10-03 06:00,61
09-10-03 05:00,60
09-10-03 04:00,59
09-10-03 03:00,57
09-10-03 02:00,57
09-10-03 01:00,46
09-10-03 00:00,48
08-10-03 23:00,48
08-10-03 22:00,55
08-10-03 21:00,58
08-10-03 20:00,48
08-10-03 19:00,42
08-10-03 18:00,42
08-10-03 17:00,34
08-10-03 16:00,37
08-10-03 15:00,45
08-10-03 14:00,46
08-10-03 13:00,49
08-10-03 12:00,51
08-10-03 11:00,53
08-10-03 10:00,50
08-10-03 09:00,48
08-10-03 08:00,43
08-10-03 07:00,41
08-10-03 06:00,43
08-10-03 05:00,47
08-10-03 04:00,55
08-10-03 03:00,57
08-10-03 02:00,56
08-10-03 01:00,55
08-10-03 00:00,56
07-10-03 23:00,59
07-10-03 22:00,63
07-10-03 21:00,64
07-10-03 20:00,63
07-10-03 19:00,63
07-10-03 18:00,64
07-10-03 17:00,65
07-10-03 16:00,55
07-10-03 15:00,58
07-10-03 14:00,59
07-10-03 13:00,63
07-10-03 12:00,73
07-10-03 11:00,74
07-10-03 10:00,73
07-10-03 09:00,74
07-10-03 08:00,76
07-10-03 07:00,60
07-10-03 06:00,59
07-10-03 05:00,61
07-10-03 04:00,63
07-10-03 03:00,64
07-10-03 02:00,62
07-10-03 01:00,63
07-10-03 00:00,64
06-10-03 23:00,66
06-10-03 22:00,69
06-10-03 21:00,69
06-10-03 20:00,69
06-10-03 19:00,68
06-10-03 18:00,63
06-10-03 17:00,58
06-10-03 16:00,69
06-10-03 15:00,76
06-10-03 14:00,71
06-10-03 13:00,65
06-10-03 12:00,57
06-10-03 11:00,51
06-10-03 10:00,46
06-10-03 09:00,42
06-10-03 08:00,39
06-10-03 07:00,37
06-10-03 06:00,37
06-10-03 05:00,53
06-10-03 04:00,58
06-10-03 03:00,59
06-10-03 02:00,49
06-10-03 01:00,47
06-10-03 00:00,49
05-10-03 23:00,43
05-10-03 22:00,46
05-10-03 21:00,48
05-10-03 20:00,51
05-10-03 19:00,49
05-10-03 18:00,48
05-10-03 17:00,52
05-10-03 16:00,56
05-10-03 15:00,55
05-10-03 14:00,61
05-10-03 13:00,47
05-10-03 12:00,29
05-10-03 11:00,23
05-10-03 10:00,21
05-10-03 09:00,5
05-10-03 08:00,2
05-10-03 07:00,1
05-10-03 06:00,1
05-10-03 05:00,1
05-10-03 04:00,1
05-10-03 03:00,1
05-10-03 02:00,1
05-10-03 01:00,1
05-10-03 00:00,1
04-10-03 23:00,1
04-10-03 22:00,2
04-10-03 21:00,1
04-10-03 20:00,5
04-10-03 19:00,14
04-10-03 18:00,24
04-10-03 17:00,63
04-10-03 16:00,73
04-10-03 15:00,68
04-10-03 14:00,67
04-10-03 13:00,63
04-10-03 12:00,53
04-10-03 11:00,47
04-10-03 10:00,43
04-10-03 09:00,33
04-10-03 08:00,21
04-10-03 07:00,24
04-10-03 06:00,3
04-10-03 05:00,2
04-10-03 04:00,1
04-10-03 03:00,2
04-10-03 02:00,2
04-10-03 01:00,1
04-10-03 00:00,1
03-10-03 23:00,2
03-10-03 22:00,4
03-10-03 21:00,6
03-10-03 20:00,3
03-10-03 19:00,6
03-10-03 18:00,16
03-10-03 17:00,36
03-10-03 16:00,31
03-10-03 15:00,23
03-10-03 14:00,24
03-10-03 13:00,27
03-10-03 12:00,28
03-10-03 11:00,15
03-10-03 10:00,3
03-10-03 09:00,3
03-10-03 08:00,2
03-10-03 07:00,2
03-10-03 06:00,2
03-10-03 05:00,3
03-10-03 04:00,6
03-10-03 03:00,7
03-10-03 02:00,9
03-10-03 01:00,3
03-10-03 00:00,2
02-10-03 23:00,2
02-10-03 22:00,3
02-10-03 21:00,4
02-10-03 20:00,18
02-10-03 19:00,30
02-10-03 18:00,31
02-10-03 17:00,32
02-10-03 16:00,42
02-10-03 15:00,40
02-10-03 14:00,31
02-10-03 13:00,42
02-10-03 12:00,46
02-10-03 11:00,43
02-10-03 10:00,35
02-10-03 09:00,4
02-10-03 08:00,4
02-10-03 07:00,2
02-10-03 06:00,3
02-10-03 05:00,10
02-10-03 04:00,22
02-10-03 03:00,26
02-10-03 02:00,19
02-10-03 01:00,15
02-10-03 00:00,17
01-10-03 23:00,21
01-10-03 22:00,39
01-10-03 21:00,42
01-10-03 20:00,47
01-10-03 19:00,56
01-10-03 18:00,57
01-10-03 17:00,56
01-10-03 16:00,63
01-10-03 15:00,67
01-10-03 14:00,70
01-10-03 13:00,
01-10-03 12:00,71
01-10-03 11:00,67
01-10-03 10:00,63
01-10-03 09:00,53
01-10-03 08:00,5
