Datum Zeit,Leipzig-Mitte BEN
,µg/m³
01-11-03 00:00,
31-10-03 23:00,
31-10-03 22:00,
31-10-03 21:00,
31-10-03 20:00,3.3
31-10-03 19:00,3.8
31-10-03 18:00,3.5
31-10-03 17:00,4.3
31-10-03 16:00,3.6
31-10-03 15:00,5.2
31-10-03 14:00,9.3
31-10-03 13:00,4.4
31-10-03 12:00,3.1
31-10-03 11:00,2.5
31-10-03 10:00,1.9
31-10-03 09:00,1.9
31-10-03 08:00,2.2
31-10-03 07:00,1.2
31-10-03 06:00,1.7
31-10-03 05:00,2.5
31-10-03 04:00,4.6
31-10-03 03:00,3.7
31-10-03 02:00,4.9
31-10-03 01:00,2.8
31-10-03 00:00,2.8
30-10-03 23:00,3.8
30-10-03 22:00,2.3
30-10-03 21:00,2.3
30-10-03 20:00,3.2
30-10-03 19:00,4.1
30-10-03 18:00,4.3
30-10-03 17:00,4.4
30-10-03 16:00,5.3
30-10-03 15:00,5.2
30-10-03 14:00,4.0
30-10-03 13:00,3.1
30-10-03 12:00,4.7
30-10-03 11:00,4.0
30-10-03 10:00,3.7
30-10-03 09:00,8.4
30-10-03 08:00,3.0
30-10-03 07:00,2.2
30-10-03 06:00,2.2
30-10-03 05:00,2.2
30-10-03 04:00,3.2
30-10-03 03:00,4.0
30-10-03 02:00,4.3
30-10-03 01:00,3.5
30-10-03 00:00,4.3
29-10-03 23:00,5.4
29-10-03 22:00,5.1
29-10-03 21:00,5.7
29-10-03 20:00,5.9
29-10-03 19:00,6.4
29-10-03 18:00,11.4
29-10-03 17:00,11.3
29-10-03 16:00,9.3
29-10-03 15:00,6.9
29-10-03 14:00,6.7
29-10-03 13:00,5.7
29-10-03 12:00,5.1
29-10-03 11:00,5.1
29-10-03 10:00,6.0
29-10-03 09:00,6.5
29-10-03 08:00,6.3
29-10-03 07:00,3.8
29-10-03 06:00,2.1
29-10-03 05:00,1.8
29-10-03 04:00,2.1
29-10-03 03:00,3.2
29-10-03 02:00,2.7
29-10-03 01:00,2.8
29-10-03 00:00,3.4
28-10-03 23:00,4.3
28-10-03 22:00,11.4
28-10-03 21:00,8.8
28-10-03 20:00,9.0
28-10-03 19:00,6.5
28-10-03 18:00,5.3
28-10-03 17:00,9.1
28-10-03 16:00,5.4
28-10-03 15:00,4.6
28-10-03 14:00,3.5
28-10-03 13:00,4.2
28-10-03 12:00,2.7
28-10-03 11:00,4.2
28-10-03 10:00,4.2
28-10-03 09:00,4.8
28-10-03 08:00,5.8
28-10-03 07:00,2.8
28-10-03 06:00,
28-10-03 05:00,
28-10-03 04:00,
28-10-03 03:00,
28-10-03 02:00,
28-10-03 01:00,7.4
28-10-03 00:00,7.7
27-10-03 23:00,21.5
27-10-03 22:00,15.4
27-10-03 21:00,8.2
27-10-03 20:00,4.5
27-10-03 19:00,4.8
27-10-03 18:00,5.5
27-10-03 17:00,7.4
27-10-03 16:00,4.3
27-10-03 15:00,2.1
27-10-03 14:00,5.1
27-10-03 13:00,3.4
27-10-03 12:00,3.1
27-10-03 11:00,2.3
27-10-03 10:00,2.6
27-10-03 09:00,3.5
27-10-03 08:00,2.5
27-10-03 07:00,2.7
27-10-03 06:00,1.2
27-10-03 05:00,0.7
27-10-03 04:00,0.7
27-10-03 03:00,0.6
27-10-03 02:00,0.8
27-10-03 01:00,1.3
27-10-03 00:00,1.2
26-10-03 23:00,2.5
26-10-03 22:00,4.5
26-10-03 21:00,5.4
26-10-03 20:00,5.8
26-10-03 19:00,6.2
26-10-03 18:00,4.9
26-10-03 17:00,4.3
26-10-03 16:00,4.1
26-10-03 15:00,3.2
26-10-03 14:00,3.6
26-10-03 13:00,2.9
26-10-03 12:00,3.4
26-10-03 11:00,2.2
26-10-03 10:00,2.6
26-10-03 09:00,1.1
26-10-03 08:00,1.0
26-10-03 07:00,1.2
26-10-03 06:00,2.5
