Datum Zeit,Chemnitz-Leipziger Str. PM10
,µg/m³
31-10-09,38
30-10-09,29
29-10-09,42
28-10-09,40
27-10-09,18
26-10-09,25
25-10-09,23
24-10-09,48
23-10-09,60
22-10-09,59
21-10-09,46
20-10-09,37
19-10-09,26
18-10-09,10
17-10-09,8
16-10-09,15
15-10-09,14
14-10-09,10
13-10-09,15
12-10-09,8
11-10-09,12
10-10-09,24
09-10-09,22
08-10-09,18
07-10-09,28
06-10-09,20
05-10-09,22
04-10-09,14
03-10-09,22
02-10-09,22
01-10-09,23

