Datum Zeit,Goerlitz PM10
,µg/m³
31-10-09,41
30-10-09,26
29-10-09,28
28-10-09,35
27-10-09,16
26-10-09,30
25-10-09,32
24-10-09,51
23-10-09,48
22-10-09,71
21-10-09,50
20-10-09,81
19-10-09,24
18-10-09,7
17-10-09,12
16-10-09,12
15-10-09,6
14-10-09,8
13-10-09,11
12-10-09,8
11-10-09,17
10-10-09,35
09-10-09,24
08-10-09,16
07-10-09,18
06-10-09,28
05-10-09,32
04-10-09,14
03-10-09,22
02-10-09,15
01-10-09,20

