Datum Zeit,Schwartenberg PM2.5
,µg/m³
31-10-09,13.06
30-10-09,
29-10-09,7.96
28-10-09,
27-10-09,1.32
26-10-09,
25-10-09,9.45
24-10-09,
23-10-09,3.87
22-10-09,
21-10-09,31.43
20-10-09,
19-10-09,
18-10-09,
17-10-09,
16-10-09,
15-10-09,2.09
14-10-09,
13-10-09,0.93
12-10-09,
11-10-09,1.62
10-10-09,
09-10-09,3.76
08-10-09,
07-10-09,6.65
06-10-09,
05-10-09,5.06
04-10-09,
03-10-09,6.55
02-10-09,
01-10-09,4.13

