Datum Zeit,Collmberg PM10
,µg/m³
31-10-09,31
30-10-09,17
29-10-09,24
28-10-09,20
27-10-09,7
26-10-09,12
25-10-09,13
24-10-09,38
23-10-09,24
22-10-09,44
21-10-09,39
20-10-09,29
19-10-09,9
18-10-09,4
17-10-09,1
16-10-09,5
15-10-09,3
14-10-09,3
13-10-09,4
12-10-09,4
11-10-09,8
10-10-09,15
09-10-09,12
08-10-09,9
07-10-09,11
06-10-09,10
05-10-09,13
04-10-09,8
03-10-09,14
02-10-09,10
01-10-09,11

