Datum Zeit,Leipzig-Mitte PM10
,µg/m³
31-10-09,39
30-10-09,26
29-10-09,35
28-10-09,32
27-10-09,14
26-10-09,17
25-10-09,25
24-10-09,48
23-10-09,52
22-10-09,56
21-10-09,48
20-10-09,37
19-10-09,23
18-10-09,9
17-10-09,6
16-10-09,15
15-10-09,10
14-10-09,10
13-10-09,14
12-10-09,7
11-10-09,11
10-10-09,24
09-10-09,20
08-10-09,18
07-10-09,21
06-10-09,20
05-10-09,22
04-10-09,12
03-10-09,18
02-10-09,17
01-10-09,22

