Datum Zeit,Leipzig-Thekla O3
,µg/m³
01-11-09 00:00,2
31-10-09 23:00,1
31-10-09 22:00,1
31-10-09 21:00,3
31-10-09 20:00,3
31-10-09 19:00,3
31-10-09 18:00,9
31-10-09 17:00,17
31-10-09 16:00,22
31-10-09 15:00,23
31-10-09 14:00,24
31-10-09 13:00,25
31-10-09 12:00,22
31-10-09 11:00,15
31-10-09 10:00,8
31-10-09 09:00,5
31-10-09 08:00,2
31-10-09 07:00,1
31-10-09 06:00,1
31-10-09 05:00,1
31-10-09 04:00,2
31-10-09 03:00,6
31-10-09 02:00,11
31-10-09 01:00,18
31-10-09 00:00,17
30-10-09 23:00,14
30-10-09 22:00,29
30-10-09 21:00,33
30-10-09 20:00,33
30-10-09 19:00,36
30-10-09 18:00,29
30-10-09 17:00,29
30-10-09 16:00,38
30-10-09 15:00,42
30-10-09 14:00,41
30-10-09 13:00,32
30-10-09 12:00,27
30-10-09 11:00,21
30-10-09 10:00,20
30-10-09 09:00,14
30-10-09 08:00,6
30-10-09 07:00,15
30-10-09 06:00,26
30-10-09 05:00,26
30-10-09 04:00,24
30-10-09 03:00,24
30-10-09 02:00,23
30-10-09 01:00,27
30-10-09 00:00,32
29-10-09 23:00,31
29-10-09 22:00,24
29-10-09 21:00,26
29-10-09 20:00,26
29-10-09 19:00,16
29-10-09 18:00,9
29-10-09 17:00,12
29-10-09 16:00,14
29-10-09 15:00,22
29-10-09 14:00,22
29-10-09 13:00,18
29-10-09 12:00,11
29-10-09 11:00,7
29-10-09 10:00,3
29-10-09 09:00,1
29-10-09 08:00,1
29-10-09 07:00,1
29-10-09 06:00,1
29-10-09 05:00,1
29-10-09 04:00,1
29-10-09 03:00,1
29-10-09 02:00,1
29-10-09 01:00,1
29-10-09 00:00,1
28-10-09 23:00,1
28-10-09 22:00,1
28-10-09 21:00,1
28-10-09 20:00,1
28-10-09 19:00,1
28-10-09 18:00,1
28-10-09 17:00,10
28-10-09 16:00,27
28-10-09 15:00,27
28-10-09 14:00,28
28-10-09 13:00,20
28-10-09 12:00,9
28-10-09 11:00,7
28-10-09 10:00,3
28-10-09 09:00,1
28-10-09 08:00,1
28-10-09 07:00,1
28-10-09 06:00,1
28-10-09 05:00,1
28-10-09 04:00,1
28-10-09 03:00,1
28-10-09 02:00,1
28-10-09 01:00,1
28-10-09 00:00,1
27-10-09 23:00,1
27-10-09 22:00,1
27-10-09 21:00,1
27-10-09 20:00,1
27-10-09 19:00,1
27-10-09 18:00,10
27-10-09 17:00,15
27-10-09 16:00,24
27-10-09 15:00,34
27-10-09 14:00,35
27-10-09 13:00,36
27-10-09 12:00,21
27-10-09 11:00,18
27-10-09 10:00,18
27-10-09 09:00,17
27-10-09 08:00,22
27-10-09 07:00,23
27-10-09 06:00,25
27-10-09 05:00,26
27-10-09 04:00,23
27-10-09 03:00,25
27-10-09 02:00,27
27-10-09 01:00,29
27-10-09 00:00,28
26-10-09 23:00,28
26-10-09 22:00,28
26-10-09 21:00,22
26-10-09 20:00,15
26-10-09 19:00,21
26-10-09 18:00,24
26-10-09 17:00,31
26-10-09 16:00,32
26-10-09 15:00,43
26-10-09 14:00,36
26-10-09 13:00,36
26-10-09 12:00,30
26-10-09 11:00,20
26-10-09 10:00,10
26-10-09 09:00,6
26-10-09 08:00,4
26-10-09 07:00,7
26-10-09 06:00,12
26-10-09 05:00,12
26-10-09 04:00,11
26-10-09 03:00,9
26-10-09 02:00,7
26-10-09 01:00,6
26-10-09 00:00,2
25-10-09 23:00,1
25-10-09 22:00,1
25-10-09 21:00,1
25-10-09 20:00,1
25-10-09 19:00,1
25-10-09 18:00,3
25-10-09 17:00,10
25-10-09 16:00,13
25-10-09 15:00,16
25-10-09 14:00,18
25-10-09 13:00,17
25-10-09 12:00,17
25-10-09 11:00,18
25-10-09 10:00,15
25-10-09 09:00,17
25-10-09 08:00,13
25-10-09 07:00,17
25-10-09 06:00,18
25-10-09 05:00,21
25-10-09 04:00,17
25-10-09 03:00,12
25-10-09 02:00,13
25-10-09 01:00,13
25-10-09 00:00,17
24-10-09 23:00,19
24-10-09 22:00,13
24-10-09 21:00,18
24-10-09 20:00,15
24-10-09 19:00,13
24-10-09 18:00,2
24-10-09 17:00,7
24-10-09 16:00,16
24-10-09 15:00,24
24-10-09 14:00,25
24-10-09 13:00,23
24-10-09 12:00,17
24-10-09 11:00,13
24-10-09 10:00,10
24-10-09 09:00,2
24-10-09 08:00,1
24-10-09 07:00,1
24-10-09 06:00,1
24-10-09 05:00,1
24-10-09 04:00,1
24-10-09 03:00,1
24-10-09 02:00,1
24-10-09 01:00,1
24-10-09 00:00,1
23-10-09 23:00,1
23-10-09 22:00,1
23-10-09 21:00,1
23-10-09 20:00,1
23-10-09 19:00,1
23-10-09 18:00,1
23-10-09 17:00,1
23-10-09 16:00,2
23-10-09 15:00,3
23-10-09 14:00,5
23-10-09 13:00,3
23-10-09 12:00,3
23-10-09 11:00,3
23-10-09 10:00,2
23-10-09 09:00,2
23-10-09 08:00,2
23-10-09 07:00,1
23-10-09 06:00,1
23-10-09 05:00,1
23-10-09 04:00,4
23-10-09 03:00,2
23-10-09 02:00,4
23-10-09 01:00,5
23-10-09 00:00,8
22-10-09 23:00,8
22-10-09 22:00,6
22-10-09 21:00,4
22-10-09 20:00,8
22-10-09 19:00,3
22-10-09 18:00,1
22-10-09 17:00,2
22-10-09 16:00,10
22-10-09 15:00,19
22-10-09 14:00,20
22-10-09 13:00,24
22-10-09 12:00,22
22-10-09 11:00,23
22-10-09 10:00,18
22-10-09 09:00,9
22-10-09 08:00,11
22-10-09 07:00,17
22-10-09 06:00,19
22-10-09 05:00,23
22-10-09 04:00,23
22-10-09 03:00,23
22-10-09 02:00,23
22-10-09 01:00,22
22-10-09 00:00,19
21-10-09 23:00,18
21-10-09 22:00,20
21-10-09 21:00,18
21-10-09 20:00,19
21-10-09 19:00,19
21-10-09 18:00,24
21-10-09 17:00,36
21-10-09 16:00,40
21-10-09 15:00,37
21-10-09 14:00,35
21-10-09 13:00,30
21-10-09 12:00,27
21-10-09 11:00,28
21-10-09 10:00,19
21-10-09 09:00,7
21-10-09 08:00,2
21-10-09 07:00,1
21-10-09 06:00,3
21-10-09 05:00,5
21-10-09 04:00,8
21-10-09 03:00,13
21-10-09 02:00,14
21-10-09 01:00,15
21-10-09 00:00,14
20-10-09 23:00,9
20-10-09 22:00,6
20-10-09 21:00,9
20-10-09 20:00,11
20-10-09 19:00,17
20-10-09 18:00,25
20-10-09 17:00,31
20-10-09 16:00,36
20-10-09 15:00,43
20-10-09 14:00,47
20-10-09 13:00,51
20-10-09 12:00,37
20-10-09 11:00,18
20-10-09 10:00,8
20-10-09 09:00,2
20-10-09 08:00,2
20-10-09 07:00,1
20-10-09 06:00,1
20-10-09 05:00,1
20-10-09 04:00,1
20-10-09 03:00,1
20-10-09 02:00,1
20-10-09 01:00,1
20-10-09 00:00,1
19-10-09 23:00,1
19-10-09 22:00,1
19-10-09 21:00,1
19-10-09 20:00,1
19-10-09 19:00,4
19-10-09 18:00,22
19-10-09 17:00,47
19-10-09 16:00,55
19-10-09 15:00,52
19-10-09 14:00,48
19-10-09 13:00,46
19-10-09 12:00,37
19-10-09 11:00,22
19-10-09 10:00,13
19-10-09 09:00,7
19-10-09 08:00,1
19-10-09 07:00,1
19-10-09 06:00,2
19-10-09 05:00,5
19-10-09 04:00,6
19-10-09 03:00,11
19-10-09 02:00,13
19-10-09 01:00,13
19-10-09 00:00,15
18-10-09 23:00,16
18-10-09 22:00,20
18-10-09 21:00,9
18-10-09 20:00,16
18-10-09 19:00,14
18-10-09 18:00,21
18-10-09 17:00,33
18-10-09 16:00,43
18-10-09 15:00,44
18-10-09 14:00,41
18-10-09 13:00,40
18-10-09 12:00,35
18-10-09 11:00,30
18-10-09 10:00,33
18-10-09 09:00,28
18-10-09 08:00,26
18-10-09 07:00,26
18-10-09 06:00,25
18-10-09 05:00,20
18-10-09 04:00,20
18-10-09 03:00,21
18-10-09 02:00,20
18-10-09 01:00,23
18-10-09 00:00,28
17-10-09 23:00,27
17-10-09 22:00,23
17-10-09 21:00,24
17-10-09 20:00,14
17-10-09 19:00,23
17-10-09 18:00,28
17-10-09 17:00,35
17-10-09 16:00,37
17-10-09 15:00,46
17-10-09 14:00,47
17-10-09 13:00,43
17-10-09 12:00,39
17-10-09 11:00,36
17-10-09 10:00,35
17-10-09 09:00,36
17-10-09 08:00,34
17-10-09 07:00,34
17-10-09 06:00,33
17-10-09 05:00,31
17-10-09 04:00,30
17-10-09 03:00,37
17-10-09 02:00,43
17-10-09 01:00,43
17-10-09 00:00,49
16-10-09 23:00,54
16-10-09 22:00,52
16-10-09 21:00,46
16-10-09 20:00,34
16-10-09 19:00,30
16-10-09 18:00,37
16-10-09 17:00,40
16-10-09 16:00,42
16-10-09 15:00,45
16-10-09 14:00,29
16-10-09 13:00,18
16-10-09 12:00,19
16-10-09 11:00,19
16-10-09 10:00,15
16-10-09 09:00,18
16-10-09 08:00,15
16-10-09 07:00,18
16-10-09 06:00,20
16-10-09 05:00,22
16-10-09 04:00,33
16-10-09 03:00,38
16-10-09 02:00,37
16-10-09 01:00,32
16-10-09 00:00,31
15-10-09 23:00,28
15-10-09 22:00,29
15-10-09 21:00,29
15-10-09 20:00,27
15-10-09 19:00,27
15-10-09 18:00,24
15-10-09 17:00,29
15-10-09 16:00,29
15-10-09 15:00,28
15-10-09 14:00,28
15-10-09 13:00,30
15-10-09 12:00,30
15-10-09 11:00,34
15-10-09 10:00,31
15-10-09 09:00,29
15-10-09 08:00,28
15-10-09 07:00,26
15-10-09 06:00,32
15-10-09 05:00,35
15-10-09 04:00,34
15-10-09 03:00,35
15-10-09 02:00,36
15-10-09 01:00,36
15-10-09 00:00,38
14-10-09 23:00,39
14-10-09 22:00,41
14-10-09 21:00,41
14-10-09 20:00,40
14-10-09 19:00,37
14-10-09 18:00,40
14-10-09 17:00,42
14-10-09 16:00,44
14-10-09 15:00,48
14-10-09 14:00,49
14-10-09 13:00,47
14-10-09 12:00,43
14-10-09 11:00,40
14-10-09 10:00,36
14-10-09 09:00,30
14-10-09 08:00,18
14-10-09 07:00,15
14-10-09 06:00,17
14-10-09 05:00,19
14-10-09 04:00,20
14-10-09 03:00,21
14-10-09 02:00,15
14-10-09 01:00,18
14-10-09 00:00,20
13-10-09 23:00,23
13-10-09 22:00,21
13-10-09 21:00,29
13-10-09 20:00,28
13-10-09 19:00,30
13-10-09 18:00,43
13-10-09 17:00,50
13-10-09 16:00,50
13-10-09 15:00,53
13-10-09 14:00,50
13-10-09 13:00,50
13-10-09 12:00,45
13-10-09 11:00,39
13-10-09 10:00,36
13-10-09 09:00,28
13-10-09 08:00,15
13-10-09 07:00,14
13-10-09 06:00,14
13-10-09 05:00,23
13-10-09 04:00,27
13-10-09 03:00,23
13-10-09 02:00,24
13-10-09 01:00,29
13-10-09 00:00,30
12-10-09 23:00,37
12-10-09 22:00,43
12-10-09 21:00,46
12-10-09 20:00,45
12-10-09 19:00,43
12-10-09 18:00,38
12-10-09 17:00,47
12-10-09 16:00,50
12-10-09 15:00,47
12-10-09 14:00,42
12-10-09 13:00,36
12-10-09 12:00,36
12-10-09 11:00,45
12-10-09 10:00,48
12-10-09 09:00,46
12-10-09 08:00,42
12-10-09 07:00,42
12-10-09 06:00,45
12-10-09 05:00,46
12-10-09 04:00,43
12-10-09 03:00,46
12-10-09 02:00,44
12-10-09 01:00,45
12-10-09 00:00,40
11-10-09 23:00,43
11-10-09 22:00,36
11-10-09 21:00,34
11-10-09 20:00,21
11-10-09 19:00,25
11-10-09 18:00,39
11-10-09 17:00,35
11-10-09 16:00,33
11-10-09 15:00,39
11-10-09 14:00,40
11-10-09 13:00,44
11-10-09 12:00,38
11-10-09 11:00,26
11-10-09 10:00,24
11-10-09 09:00,23
11-10-09 08:00,33
11-10-09 07:00,26
11-10-09 06:00,22
11-10-09 05:00,18
11-10-09 04:00,18
11-10-09 03:00,15
11-10-09 02:00,15
11-10-09 01:00,22
11-10-09 00:00,18
10-10-09 23:00,4
10-10-09 22:00,1
10-10-09 21:00,1
10-10-09 20:00,2
10-10-09 19:00,2
10-10-09 18:00,4
10-10-09 17:00,9
10-10-09 16:00,13
10-10-09 15:00,18
10-10-09 14:00,26
10-10-09 13:00,31
10-10-09 12:00,28
10-10-09 11:00,20
10-10-09 10:00,16
10-10-09 09:00,11
10-10-09 08:00,8
10-10-09 07:00,9
10-10-09 06:00,10
10-10-09 05:00,12
10-10-09 04:00,19
10-10-09 03:00,25
10-10-09 02:00,23
10-10-09 01:00,27
10-10-09 00:00,29
09-10-09 23:00,25
09-10-09 22:00,18
09-10-09 21:00,18
09-10-09 20:00,2
09-10-09 19:00,5
09-10-09 18:00,30
09-10-09 17:00,57
09-10-09 16:00,63
09-10-09 15:00,66
09-10-09 14:00,66
09-10-09 13:00,62
09-10-09 12:00,59
09-10-09 11:00,50
09-10-09 10:00,34
09-10-09 09:00,18
09-10-09 08:00,1
09-10-09 07:00,1
09-10-09 06:00,1
09-10-09 05:00,3
09-10-09 04:00,4
09-10-09 03:00,1
09-10-09 02:00,1
09-10-09 01:00,1
09-10-09 00:00,1
08-10-09 23:00,1
08-10-09 22:00,4
08-10-09 21:00,12
08-10-09 20:00,18
08-10-09 19:00,22
08-10-09 18:00,42
08-10-09 17:00,57
08-10-09 16:00,57
08-10-09 15:00,52
08-10-09 14:00,51
08-10-09 13:00,52
08-10-09 12:00,47
08-10-09 11:00,38
08-10-09 10:00,51
08-10-09 09:00,45
08-10-09 08:00,42
08-10-09 07:00,43
08-10-09 06:00,52
08-10-09 05:00,49
08-10-09 04:00,50
08-10-09 03:00,54
08-10-09 02:00,46
08-10-09 01:00,27
08-10-09 00:00,30
07-10-09 23:00,37
07-10-09 22:00,37
07-10-09 21:00,41
07-10-09 20:00,34
07-10-09 19:00,29
07-10-09 18:00,48
07-10-09 17:00,43
07-10-09 16:00,45
07-10-09 15:00,46
07-10-09 14:00,48
07-10-09 13:00,49
07-10-09 12:00,46
07-10-09 11:00,38
07-10-09 10:00,27
07-10-09 09:00,18
07-10-09 08:00,18
07-10-09 07:00,20
07-10-09 06:00,21
07-10-09 05:00,24
07-10-09 04:00,30
07-10-09 03:00,30
07-10-09 02:00,35
07-10-09 01:00,34
07-10-09 00:00,29
06-10-09 23:00,24
06-10-09 22:00,16
06-10-09 21:00,7
06-10-09 20:00,2
06-10-09 19:00,1
06-10-09 18:00,3
06-10-09 17:00,11
06-10-09 16:00,16
06-10-09 15:00,11
06-10-09 14:00,9
06-10-09 13:00,4
06-10-09 12:00,2
06-10-09 11:00,2
06-10-09 10:00,1
06-10-09 09:00,1
06-10-09 08:00,1
06-10-09 07:00,1
06-10-09 06:00,1
06-10-09 05:00,5
06-10-09 04:00,9
06-10-09 03:00,10
06-10-09 02:00,9
06-10-09 01:00,9
06-10-09 00:00,11
05-10-09 23:00,12
05-10-09 22:00,9
05-10-09 21:00,5
05-10-09 20:00,3
05-10-09 19:00,13
05-10-09 18:00,24
05-10-09 17:00,34
