Datum Zeit,Dresden-Bergstraße PM10
,µg/m³
31-10-09,39
30-10-09,31
29-10-09,41
28-10-09,45
27-10-09,27
26-10-09,30
25-10-09,36
24-10-09,69
23-10-09,55
22-10-09,61
21-10-09,44
20-10-09,39
19-10-09,34
18-10-09,8
17-10-09,9
16-10-09,15
15-10-09,8
14-10-09,11
13-10-09,14
12-10-09,10
11-10-09,13
10-10-09,28
09-10-09,32
08-10-09,19
07-10-09,25
06-10-09,25
05-10-09,26
04-10-09,14
03-10-09,20
02-10-09,22
01-10-09,24

