Datum Zeit,Freiberg PM10
,µg/m³
31-10-09,38
30-10-09,36
29-10-09,32
28-10-09,29
27-10-09,13
26-10-09,19
25-10-09,15
24-10-09,48
23-10-09,57
22-10-09,64
21-10-09,56
20-10-09,38
19-10-09,22
18-10-09,5
17-10-09,7
16-10-09,8
15-10-09,9
14-10-09,4
13-10-09,10
12-10-09,7
11-10-09,10
10-10-09,19
09-10-09,27
08-10-09,15
07-10-09,20
06-10-09,18
05-10-09,27
04-10-09,12
03-10-09,18
02-10-09,16
01-10-09,21

