Datum Zeit,Zittau-Ost PM10
,µg/m³
31-10-09,33
30-10-09,33
29-10-09,24
28-10-09,19
27-10-09,12
26-10-09,21
25-10-09,25
24-10-09,53
23-10-09,40
22-10-09,69
21-10-09,45
20-10-09,38
19-10-09,22
18-10-09,7
17-10-09,8
16-10-09,5
15-10-09,2
14-10-09,5
13-10-09,5
12-10-09,4
11-10-09,11
10-10-09,25
09-10-09,16
08-10-09,10
07-10-09,14
06-10-09,18
05-10-09,18
04-10-09,10
03-10-09,13
02-10-09,10
01-10-09,11

