Datum Zeit,Klingenthal O3
,µg/m³
01-11-09 00:00,27
31-10-09 23:00,23
31-10-09 22:00,24
31-10-09 21:00,31
31-10-09 20:00,26
31-10-09 19:00,28
31-10-09 18:00,24
31-10-09 17:00,23
31-10-09 16:00,32
31-10-09 15:00,37
31-10-09 14:00,36
31-10-09 13:00,34
31-10-09 12:00,28
31-10-09 11:00,29
31-10-09 10:00,30
31-10-09 09:00,31
31-10-09 08:00,28
31-10-09 07:00,22
31-10-09 06:00,6
31-10-09 05:00,1
31-10-09 04:00,1
31-10-09 03:00,1
31-10-09 02:00,1
31-10-09 01:00,1
31-10-09 00:00,2
30-10-09 23:00,3
30-10-09 22:00,6
30-10-09 21:00,14
30-10-09 20:00,22
30-10-09 19:00,33
30-10-09 18:00,38
30-10-09 17:00,42
30-10-09 16:00,45
30-10-09 15:00,47
30-10-09 14:00,50
30-10-09 13:00,48
30-10-09 12:00,42
30-10-09 11:00,37
30-10-09 10:00,32
30-10-09 09:00,25
30-10-09 08:00,22
30-10-09 07:00,18
30-10-09 06:00,15
30-10-09 05:00,23
30-10-09 04:00,27
30-10-09 03:00,6
30-10-09 02:00,1
30-10-09 01:00,1
30-10-09 00:00,1
29-10-09 23:00,1
29-10-09 22:00,2
29-10-09 21:00,2
29-10-09 20:00,2
29-10-09 19:00,7
29-10-09 18:00,25
29-10-09 17:00,22
29-10-09 16:00,25
29-10-09 15:00,28
29-10-09 14:00,30
29-10-09 13:00,28
29-10-09 12:00,28
29-10-09 11:00,17
29-10-09 10:00,6
29-10-09 09:00,1
29-10-09 08:00,2
29-10-09 07:00,1
29-10-09 06:00,1
29-10-09 05:00,1
29-10-09 04:00,1
29-10-09 03:00,1
29-10-09 02:00,1
29-10-09 01:00,1
29-10-09 00:00,1
28-10-09 23:00,2
28-10-09 22:00,2
28-10-09 21:00,3
28-10-09 20:00,2
28-10-09 19:00,1
28-10-09 18:00,7
28-10-09 17:00,11
28-10-09 16:00,33
28-10-09 15:00,47
28-10-09 14:00,46
28-10-09 13:00,49
28-10-09 12:00,47
28-10-09 11:00,22
28-10-09 10:00,8
28-10-09 09:00,2
28-10-09 08:00,1
28-10-09 07:00,1
28-10-09 06:00,1
28-10-09 05:00,1
28-10-09 04:00,1
28-10-09 03:00,1
28-10-09 02:00,1
28-10-09 01:00,1
28-10-09 00:00,1
27-10-09 23:00,1
27-10-09 22:00,1
27-10-09 21:00,1
27-10-09 20:00,2
27-10-09 19:00,5
27-10-09 18:00,7
27-10-09 17:00,15
27-10-09 16:00,20
27-10-09 15:00,24
27-10-09 14:00,26
27-10-09 13:00,36
27-10-09 12:00,27
27-10-09 11:00,26
27-10-09 10:00,23
27-10-09 09:00,18
27-10-09 08:00,16
27-10-09 07:00,22
27-10-09 06:00,27
27-10-09 05:00,31
27-10-09 04:00,33
27-10-09 03:00,38
27-10-09 02:00,39
27-10-09 01:00,40
27-10-09 00:00,42
26-10-09 23:00,41
26-10-09 22:00,42
26-10-09 21:00,39
