Datum,Zeit,BEN,NO,NO2,O3,PM10,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2017-06-01,01:00,,1,6,,,
2017-06-01,02:00,,1,6,,,
2017-06-01,03:00,,1,12,,,
2017-06-01,04:00,,1,9,,,
2017-06-01,05:00,,1,10,,,
2017-06-01,06:00,,1,8,,,
2017-06-01,07:00,,2,8,,,
2017-06-01,08:00,,2,6,,,
2017-06-01,09:00,,1,4,,,
2017-06-01,10:00,,1,3,,,
2017-06-01,11:00,,1,3,,,
2017-06-01,12:00,,1,1,,,
2017-06-01,13:00,,1,1,,,
2017-06-01,14:00,,1,1,,,
2017-06-01,15:00,,1,1,,,
2017-06-01,16:00,,1,1,,,
2017-06-01,17:00,,1,1,,,
2017-06-01,18:00,,1,1,,,
2017-06-01,19:00,,1,1,,,
2017-06-01,20:00,,1,2,,,
2017-06-01,21:00,,1,4,,,
2017-06-01,22:00,,1,6,,,
2017-06-01,23:00,,1,4,,,
2017-06-02,00:00,,1,6,,,
2017-06-02,01:00,,1,5,,,
2017-06-02,02:00,,1,8,,,
2017-06-02,03:00,,1,8,,,
2017-06-02,04:00,,1,7,,,
2017-06-02,05:00,,1,7,,,
2017-06-02,06:00,,3,10,,,
2017-06-02,07:00,,3,9,,,
2017-06-02,08:00,,2,7,,,
2017-06-02,09:00,,1,5,,,
2017-06-02,10:00,,1,4,,,
2017-06-02,11:00,,1,1,,,
2017-06-02,12:00,,1,1,,,
2017-06-02,13:00,,1,1,,,
2017-06-02,14:00,,1,1,,,
2017-06-02,15:00,,1,1,,,
2017-06-02,16:00,,1,1,,,
2017-06-02,17:00,,1,1,,,
2017-06-02,18:00,,1,1,,,
2017-06-02,19:00,,1,1,,,
2017-06-02,20:00,,1,1,,,
2017-06-02,21:00,,1,3,,,
2017-06-02,22:00,,1,7,,,
2017-06-02,23:00,,1,10,,,
2017-06-03,00:00,,1,7,,,
2017-06-03,01:00,,1,5,,,
2017-06-03,02:00,,1,12,,,
2017-06-03,03:00,,1,11,,,
2017-06-03,04:00,,1,10,,,
2017-06-03,05:00,,1,9,,,
2017-06-03,06:00,,1,8,,,
2017-06-03,07:00,,1,10,,,
2017-06-03,08:00,,1,9,,,
2017-06-03,09:00,,1,4,,,
2017-06-03,10:00,,1,3,,,
2017-06-03,11:00,,1,2,,,
2017-06-03,12:00,,1,2,,,
2017-06-03,13:00,,1,1,,,
2017-06-03,14:00,,1,1,,,
2017-06-03,15:00,,1,1,,,
2017-06-03,16:00,,1,3,,,
2017-06-03,17:00,,1,2,,,
2017-06-03,18:00,,1,2,,,
2017-06-03,19:00,,1,2,,,
2017-06-03,20:00,,1,2,,,
2017-06-03,21:00,,1,4,,,
2017-06-03,22:00,,1,5,,,
2017-06-03,23:00,,1,6,,,
2017-06-04,00:00,,1,5,,,
2017-06-04,01:00,,1,5,,,
2017-06-04,02:00,,1,5,,,
2017-06-04,03:00,,1,5,,,
2017-06-04,04:00,,1,4,,,
2017-06-04,05:00,,1,4,,,
2017-06-04,06:00,,1,5,,,
2017-06-04,07:00,,1,4,,,
2017-06-04,08:00,,1,2,,,
2017-06-04,09:00,,1,1,,,
2017-06-04,10:00,,1,1,,,
2017-06-04,11:00,,1,1,,,
2017-06-04,12:00,,1,1,,,
2017-06-04,13:00,,1,1,,,
2017-06-04,14:00,,1,1,,,
2017-06-04,15:00,,1,1,,,
2017-06-04,16:00,,1,1,,,
2017-06-04,17:00,,1,1,,,
2017-06-04,18:00,,1,1,,,
2017-06-04,19:00,,1,1,,,
2017-06-04,20:00,,1,2,,,
2017-06-04,21:00,,1,3,,,
2017-06-04,22:00,,1,8,,,
2017-06-04,23:00,,1,3,,,
2017-06-05,00:00,,1,4,,,
2017-06-05,01:00,,1,4,,,
2017-06-05,02:00,,1,7,,,
2017-06-05,03:00,,1,5,,,
2017-06-05,04:00,,1,4,,,
2017-06-05,05:00,,1,4,,,
2017-06-05,06:00,,1,4,,,
2017-06-05,07:00,,3,4,,,
2017-06-05,08:00,,2,2,,,
2017-06-05,09:00,,1,2,,,
2017-06-05,10:00,,1,1,,,
2017-06-05,11:00,,1,1,,,
2017-06-05,12:00,,1,1,,,
2017-06-05,13:00,,1,1,,,
2017-06-05,14:00,,1,1,,,
2017-06-05,15:00,,1,1,,,
2017-06-05,16:00,,1,1,,,
2017-06-05,17:00,,1,1,,,
2017-06-05,18:00,,1,1,,,
2017-06-05,19:00,,1,1,,,
2017-06-05,20:00,,1,2,,,
2017-06-05,21:00,,1,4,,,
2017-06-05,22:00,,1,2,,,
2017-06-05,23:00,,1,1,,,
2017-06-06,00:00,,1,1,,,
2017-06-06,01:00,,1,1,,,
2017-06-06,02:00,,1,1,,,
2017-06-06,03:00,,1,5,,,
2017-06-06,04:00,,1,6,,,
2017-06-06,05:00,,1,8,,,
2017-06-06,06:00,,2,7,,,
2017-06-06,07:00,,4,8,,,
2017-06-06,08:00,,5,9,,,
2017-06-06,09:00,,1,4,,,
2017-06-06,10:00,,1,2,,,
