Datum Zeit,Schwartenberg PM2.5
,µg/m³
31-03-03,
30-03-03,
29-03-03,33.82
28-03-03,
27-03-03,48.81
26-03-03,
25-03-03,30.36
24-03-03,
23-03-03,17.08
22-03-03,
21-03-03,11.33
20-03-03,
19-03-03,18.36
18-03-03,
17-03-03,24.76
16-03-03,
15-03-03,14.10
14-03-03,
13-03-03,1.75
12-03-03,
11-03-03,9.44
10-03-03,
09-03-03,6.50
08-03-03,
07-03-03,13.33
06-03-03,
05-03-03,17.69
04-03-03,
03-03-03,5.96
02-03-03,
01-03-03,27.03

