Datum Zeit,Leipzig-Mitte BEN
,µg/m³
01-04-03 00:00,3.6
31-03-03 23:00,5.5
31-03-03 22:00,4.7
31-03-03 21:00,8.4
31-03-03 20:00,8.5
31-03-03 19:00,5.7
31-03-03 18:00,3.6
31-03-03 17:00,3.6
31-03-03 16:00,4.0
31-03-03 15:00,3.9
31-03-03 14:00,3.0
31-03-03 13:00,2.8
31-03-03 12:00,3.1
31-03-03 11:00,2.6
31-03-03 10:00,2.8
31-03-03 09:00,3.6
31-03-03 08:00,5.7
31-03-03 07:00,4.5
31-03-03 06:00,2.6
31-03-03 05:00,1.2
31-03-03 04:00,0.9
31-03-03 03:00,0.9
31-03-03 02:00,1.4
31-03-03 01:00,1.8
31-03-03 00:00,2.6
30-03-03 23:00,3.9
30-03-03 22:00,2.7
30-03-03 21:00,1.9
30-03-03 20:00,2.6
30-03-03 19:00,2.8
30-03-03 18:00,2.9
30-03-03 17:00,3.1
30-03-03 16:00,3.2
30-03-03 15:00,2.9
30-03-03 14:00,3.1
30-03-03 13:00,2.3
30-03-03 12:00,2.4
30-03-03 11:00,2.0
30-03-03 10:00,3.1
30-03-03 09:00,3.3
30-03-03 08:00,2.7
30-03-03 07:00,3.3
30-03-03 06:00,4.7
30-03-03 05:00,5.1
30-03-03 04:00,5.7
30-03-03 03:00,7.8
30-03-03 02:00,5.5
30-03-03 01:00,7.4
30-03-03 00:00,7.7
29-03-03 23:00,6.7
29-03-03 22:00,4.8
29-03-03 21:00,3.7
29-03-03 20:00,2.3
29-03-03 19:00,2.0
29-03-03 18:00,3.2
29-03-03 17:00,5.2
29-03-03 16:00,3.3
29-03-03 15:00,2.5
29-03-03 14:00,3.3
29-03-03 13:00,3.1
29-03-03 12:00,3.6
29-03-03 11:00,3.3
29-03-03 10:00,3.5
29-03-03 09:00,3.6
29-03-03 08:00,3.3
29-03-03 07:00,2.6
29-03-03 06:00,2.7
29-03-03 05:00,2.8
29-03-03 04:00,3.7
29-03-03 03:00,3.1
29-03-03 02:00,3.5
29-03-03 01:00,4.7
29-03-03 00:00,3.6
28-03-03 23:00,3.9
28-03-03 22:00,4.2
28-03-03 21:00,3.7
28-03-03 20:00,3.7
28-03-03 19:00,4.5
28-03-03 18:00,6.4
28-03-03 17:00,5.0
28-03-03 16:00,5.9
28-03-03 15:00,4.9
28-03-03 14:00,5.2
28-03-03 13:00,
28-03-03 12:00,
28-03-03 11:00,
28-03-03 10:00,
28-03-03 09:00,
28-03-03 08:00,4.4
28-03-03 07:00,5.4
28-03-03 06:00,2.2
28-03-03 05:00,2.5
28-03-03 04:00,2.5
28-03-03 03:00,2.7
28-03-03 02:00,3.8
28-03-03 01:00,2.8
28-03-03 00:00,3.9
27-03-03 23:00,4.5
27-03-03 22:00,4.1
27-03-03 21:00,2.3
27-03-03 20:00,6.2
27-03-03 19:00,4.2
