Datum Zeit,Annaberg-Buchholz NO2
,µg/m³
01-04-03 00:00,19
31-03-03 23:00,26
31-03-03 22:00,32
31-03-03 21:00,37
31-03-03 20:00,49
31-03-03 19:00,40
31-03-03 18:00,21
31-03-03 17:00,16
31-03-03 16:00,17
31-03-03 15:00,15
31-03-03 14:00,
31-03-03 13:00,
31-03-03 12:00,
31-03-03 11:00,
31-03-03 10:00,
31-03-03 09:00,
31-03-03 08:00,
31-03-03 07:00,
31-03-03 06:00,
31-03-03 05:00,
31-03-03 04:00,
31-03-03 03:00,
31-03-03 02:00,
31-03-03 01:00,
31-03-03 00:00,
30-03-03 23:00,
30-03-03 22:00,
30-03-03 21:00,
30-03-03 20:00,
30-03-03 19:00,
30-03-03 18:00,
30-03-03 17:00,
30-03-03 16:00,
30-03-03 15:00,
30-03-03 14:00,
30-03-03 13:00,
30-03-03 12:00,
30-03-03 11:00,
30-03-03 10:00,
30-03-03 09:00,
30-03-03 08:00,
30-03-03 07:00,
30-03-03 06:00,
30-03-03 05:00,
30-03-03 04:00,
30-03-03 03:00,
30-03-03 02:00,
30-03-03 01:00,
30-03-03 00:00,
29-03-03 23:00,
29-03-03 22:00,
29-03-03 21:00,
29-03-03 20:00,
29-03-03 19:00,
29-03-03 18:00,
29-03-03 17:00,
29-03-03 16:00,
29-03-03 15:00,
29-03-03 14:00,
29-03-03 13:00,
29-03-03 12:00,
29-03-03 11:00,
29-03-03 10:00,
29-03-03 09:00,
29-03-03 08:00,
29-03-03 07:00,
29-03-03 06:00,
29-03-03 05:00,
29-03-03 04:00,
29-03-03 03:00,
29-03-03 02:00,
29-03-03 01:00,
29-03-03 00:00,
28-03-03 23:00,
28-03-03 22:00,
28-03-03 21:00,
28-03-03 20:00,
28-03-03 19:00,
28-03-03 18:00,
28-03-03 17:00,
28-03-03 16:00,
28-03-03 15:00,
28-03-03 14:00,
28-03-03 13:00,
28-03-03 12:00,
28-03-03 11:00,
28-03-03 10:00,
28-03-03 09:00,
28-03-03 08:00,
28-03-03 07:00,
28-03-03 06:00,
28-03-03 05:00,
28-03-03 04:00,
28-03-03 03:00,
28-03-03 02:00,
28-03-03 01:00,
28-03-03 00:00,
27-03-03 23:00,
27-03-03 22:00,
27-03-03 21:00,
27-03-03 20:00,
27-03-03 19:00,
27-03-03 18:00,
27-03-03 17:00,
27-03-03 16:00,
27-03-03 15:00,
27-03-03 14:00,
27-03-03 13:00,
27-03-03 12:00,
27-03-03 11:00,
27-03-03 10:00,
27-03-03 09:00,
27-03-03 08:00,
27-03-03 07:00,
27-03-03 06:00,
27-03-03 05:00,
27-03-03 04:00,
27-03-03 03:00,
27-03-03 02:00,27
27-03-03 01:00,25
27-03-03 00:00,45
26-03-03 23:00,22
26-03-03 22:00,32
26-03-03 21:00,45
26-03-03 20:00,68
26-03-03 19:00,63
26-03-03 18:00,63
26-03-03 17:00,81
26-03-03 16:00,79
26-03-03 15:00,68
26-03-03 14:00,74
26-03-03 13:00,61
26-03-03 12:00,42
26-03-03 11:00,35
26-03-03 10:00,49
26-03-03 09:00,61
26-03-03 08:00,65
26-03-03 07:00,57
26-03-03 06:00,35
26-03-03 05:00,21
26-03-03 04:00,16
26-03-03 03:00,16
26-03-03 02:00,19
26-03-03 01:00,23
26-03-03 00:00,30
25-03-03 23:00,39
25-03-03 22:00,48
25-03-03 21:00,64
25-03-03 20:00,88
25-03-03 19:00,102
25-03-03 18:00,30
25-03-03 17:00,22
25-03-03 16:00,23
25-03-03 15:00,25
25-03-03 14:00,26
25-03-03 13:00,30
25-03-03 12:00,27
25-03-03 11:00,36
25-03-03 10:00,70
25-03-03 09:00,101
25-03-03 08:00,90
25-03-03 07:00,76
25-03-03 06:00,46
25-03-03 05:00,23
25-03-03 04:00,18
25-03-03 03:00,18
25-03-03 02:00,21
25-03-03 01:00,25
25-03-03 00:00,32
24-03-03 23:00,36
24-03-03 22:00,40
24-03-03 21:00,49
24-03-03 20:00,64
24-03-03 19:00,97
24-03-03 18:00,51
24-03-03 17:00,24
24-03-03 16:00,20
24-03-03 15:00,24
24-03-03 14:00,20
24-03-03 13:00,22
24-03-03 12:00,21
24-03-03 11:00,22
24-03-03 10:00,27
24-03-03 09:00,53
24-03-03 08:00,70
24-03-03 07:00,69
24-03-03 06:00,50
24-03-03 05:00,30
24-03-03 04:00,22
24-03-03 03:00,26
24-03-03 02:00,23
24-03-03 01:00,21
24-03-03 00:00,24
23-03-03 23:00,36
23-03-03 22:00,44
23-03-03 21:00,39
23-03-03 20:00,61
23-03-03 19:00,66
23-03-03 18:00,39
23-03-03 17:00,26
23-03-03 16:00,19
23-03-03 15:00,18
23-03-03 14:00,17
23-03-03 13:00,12
23-03-03 12:00,13
23-03-03 11:00,15
23-03-03 10:00,21
23-03-03 09:00,24
23-03-03 08:00,22
23-03-03 07:00,27
23-03-03 06:00,23
23-03-03 05:00,16
23-03-03 04:00,18
23-03-03 03:00,36
23-03-03 02:00,22
23-03-03 01:00,33
23-03-03 00:00,39
22-03-03 23:00,37
22-03-03 22:00,49
22-03-03 21:00,61
22-03-03 20:00,49
22-03-03 19:00,45
22-03-03 18:00,46
22-03-03 17:00,41
22-03-03 16:00,42
22-03-03 15:00,35
22-03-03 14:00,30
22-03-03 13:00,40
22-03-03 12:00,44
22-03-03 11:00,27
22-03-03 10:00,24
22-03-03 09:00,21
22-03-03 08:00,24
22-03-03 07:00,43
22-03-03 06:00,65
22-03-03 05:00,54
22-03-03 04:00,35
22-03-03 03:00,39
22-03-03 02:00,34
22-03-03 01:00,58
22-03-03 00:00,25
21-03-03 23:00,22
21-03-03 22:00,33
21-03-03 21:00,37
21-03-03 20:00,41
21-03-03 19:00,53
21-03-03 18:00,43
21-03-03 17:00,34
21-03-03 16:00,34
21-03-03 15:00,34
21-03-03 14:00,31
21-03-03 13:00,27
21-03-03 12:00,33
21-03-03 11:00,26
21-03-03 10:00,22
21-03-03 09:00,31
21-03-03 08:00,36
21-03-03 07:00,38
21-03-03 06:00,27
21-03-03 05:00,14
21-03-03 04:00,10
21-03-03 03:00,9
21-03-03 02:00,10
21-03-03 01:00,10
21-03-03 00:00,12
20-03-03 23:00,17
20-03-03 22:00,23
20-03-03 21:00,23
20-03-03 20:00,26
20-03-03 19:00,31
20-03-03 18:00,30
20-03-03 17:00,26
20-03-03 16:00,27
20-03-03 15:00,25
20-03-03 14:00,22
20-03-03 13:00,21
20-03-03 12:00,21
20-03-03 11:00,21
20-03-03 10:00,21
20-03-03 09:00,18
20-03-03 08:00,21
20-03-03 07:00,22
20-03-03 06:00,15
20-03-03 05:00,13
20-03-03 04:00,12
20-03-03 03:00,11
20-03-03 02:00,11
20-03-03 01:00,12
20-03-03 00:00,14
19-03-03 23:00,17
19-03-03 22:00,22
19-03-03 21:00,26
19-03-03 20:00,33
19-03-03 19:00,39
19-03-03 18:00,31
19-03-03 17:00,18
19-03-03 16:00,16
19-03-03 15:00,15
19-03-03 14:00,15
19-03-03 13:00,15
19-03-03 12:00,17
19-03-03 11:00,15
19-03-03 10:00,19
19-03-03 09:00,31
19-03-03 08:00,45
19-03-03 07:00,52
19-03-03 06:00,38
19-03-03 05:00,26
19-03-03 04:00,23
19-03-03 03:00,22
19-03-03 02:00,25
19-03-03 01:00,30
19-03-03 00:00,38
18-03-03 23:00,43
18-03-03 22:00,45
18-03-03 21:00,52
18-03-03 20:00,66
18-03-03 19:00,62
18-03-03 18:00,31
18-03-03 17:00,27
18-03-03 16:00,23
18-03-03 15:00,29
18-03-03 14:00,25
18-03-03 13:00,23
18-03-03 12:00,23
18-03-03 11:00,34
18-03-03 10:00,31
18-03-03 09:00,30
18-03-03 08:00,33
18-03-03 07:00,26
18-03-03 06:00,21
18-03-03 05:00,17
18-03-03 04:00,12
18-03-03 03:00,17
18-03-03 02:00,10
18-03-03 01:00,11
18-03-03 00:00,11
17-03-03 23:00,15
17-03-03 22:00,18
17-03-03 21:00,17
17-03-03 20:00,22
17-03-03 19:00,28
17-03-03 18:00,30
17-03-03 17:00,35
17-03-03 16:00,29
17-03-03 15:00,21
17-03-03 14:00,20
17-03-03 13:00,20
17-03-03 12:00,21
17-03-03 11:00,22
17-03-03 10:00,33
17-03-03 09:00,69
17-03-03 08:00,63
17-03-03 07:00,57
17-03-03 06:00,47
17-03-03 05:00,26
17-03-03 04:00,22
17-03-03 03:00,18
17-03-03 02:00,19
17-03-03 01:00,23
17-03-03 00:00,30
16-03-03 23:00,38
16-03-03 22:00,46
16-03-03 21:00,49
16-03-03 20:00,53
16-03-03 19:00,62
16-03-03 18:00,30
16-03-03 17:00,22
16-03-03 16:00,17
16-03-03 15:00,16
16-03-03 14:00,14
16-03-03 13:00,12
16-03-03 12:00,14
16-03-03 11:00,14
16-03-03 10:00,16
16-03-03 09:00,20
16-03-03 08:00,24
16-03-03 07:00,26
16-03-03 06:00,25
16-03-03 05:00,24
16-03-03 04:00,24
16-03-03 03:00,27
16-03-03 02:00,33
16-03-03 01:00,33
16-03-03 00:00,34
15-03-03 23:00,49
15-03-03 22:00,56
15-03-03 21:00,64
15-03-03 20:00,68
15-03-03 19:00,48
15-03-03 18:00,16
15-03-03 17:00,14
15-03-03 16:00,19
15-03-03 15:00,21
15-03-03 14:00,19
15-03-03 13:00,19
15-03-03 12:00,23
15-03-03 11:00,20
15-03-03 10:00,25
15-03-03 09:00,16
15-03-03 08:00,21
15-03-03 07:00,15
15-03-03 06:00,19
15-03-03 05:00,22
15-03-03 04:00,19
15-03-03 03:00,22
15-03-03 02:00,23
15-03-03 01:00,20
15-03-03 00:00,19
14-03-03 23:00,28
14-03-03 22:00,23
14-03-03 21:00,25
14-03-03 20:00,27
14-03-03 19:00,35
14-03-03 18:00,33
14-03-03 17:00,31
14-03-03 16:00,31
14-03-03 15:00,28
14-03-03 14:00,28
14-03-03 13:00,25
14-03-03 12:00,32
14-03-03 11:00,34
14-03-03 10:00,25
14-03-03 09:00,23
14-03-03 08:00,23
14-03-03 07:00,22
14-03-03 06:00,19
14-03-03 05:00,13
14-03-03 04:00,12
14-03-03 03:00,11
14-03-03 02:00,12
14-03-03 01:00,10
14-03-03 00:00,8
13-03-03 23:00,10
13-03-03 22:00,11
13-03-03 21:00,12
13-03-03 20:00,17
13-03-03 19:00,20
13-03-03 18:00,17
13-03-03 17:00,16
13-03-03 16:00,18
13-03-03 15:00,16
13-03-03 14:00,18
13-03-03 13:00,20
13-03-03 12:00,19
13-03-03 11:00,18
13-03-03 10:00,22
13-03-03 09:00,22
13-03-03 08:00,23
13-03-03 07:00,22
13-03-03 06:00,16
13-03-03 05:00,11
13-03-03 04:00,8
13-03-03 03:00,9
13-03-03 02:00,9
13-03-03 01:00,8
13-03-03 00:00,8
12-03-03 23:00,13
12-03-03 22:00,13
12-03-03 21:00,13
12-03-03 20:00,15
12-03-03 19:00,16
12-03-03 18:00,19
12-03-03 17:00,21
12-03-03 16:00,19
12-03-03 15:00,17
12-03-03 14:00,19
12-03-03 13:00,17
12-03-03 12:00,17
12-03-03 11:00,23
12-03-03 10:00,23
12-03-03 09:00,26
12-03-03 08:00,45
12-03-03 07:00,30
12-03-03 06:00,15
12-03-03 05:00,8
12-03-03 04:00,8
12-03-03 03:00,12
12-03-03 02:00,11
12-03-03 01:00,11
12-03-03 00:00,9
11-03-03 23:00,10
11-03-03 22:00,18
11-03-03 21:00,16
11-03-03 20:00,39
11-03-03 19:00,43
11-03-03 18:00,51
11-03-03 17:00,44
11-03-03 16:00,54
11-03-03 15:00,48
11-03-03 14:00,34
11-03-03 13:00,39
11-03-03 12:00,37
11-03-03 11:00,49
11-03-03 10:00,54
11-03-03 09:00,78
11-03-03 08:00,71
11-03-03 07:00,64
11-03-03 06:00,46
11-03-03 05:00,28
11-03-03 04:00,22
