Datum Zeit,Zittau-Ost SO2
,µg/m³
01-04-03 00:00,2.4
31-03-03 23:00,2.1
31-03-03 22:00,1.2
31-03-03 21:00,1.0
31-03-03 20:00,1.0
31-03-03 19:00,1.0
31-03-03 18:00,1.0
31-03-03 17:00,1.0
31-03-03 16:00,1.0
31-03-03 15:00,1.0
31-03-03 14:00,1.0
31-03-03 13:00,1.0
31-03-03 12:00,1.0
31-03-03 11:00,1.0
31-03-03 10:00,1.0
31-03-03 09:00,1.0
31-03-03 08:00,1.0
31-03-03 07:00,1.0
31-03-03 06:00,1.0
31-03-03 05:00,1.0
31-03-03 04:00,1.0
31-03-03 03:00,1.0
31-03-03 02:00,1.0
31-03-03 01:00,1.0
31-03-03 00:00,1.0
30-03-03 23:00,3.9
30-03-03 22:00,4.5
30-03-03 21:00,3.2
30-03-03 20:00,6.1
30-03-03 19:00,4.2
30-03-03 18:00,3.6
30-03-03 17:00,3.5
30-03-03 16:00,1.6
30-03-03 15:00,3.1
30-03-03 14:00,6.4
30-03-03 13:00,9.4
30-03-03 12:00,8.4
30-03-03 11:00,7.7
30-03-03 10:00,7.8
30-03-03 09:00,5.7
30-03-03 08:00,4.5
30-03-03 07:00,2.6
30-03-03 06:00,1.0
30-03-03 05:00,1.0
30-03-03 04:00,1.3
30-03-03 03:00,2.5
30-03-03 02:00,3.2
30-03-03 01:00,3.6
30-03-03 00:00,8.0
29-03-03 23:00,8.8
29-03-03 22:00,5.5
29-03-03 21:00,4.6
29-03-03 20:00,11.9
29-03-03 19:00,13.9
29-03-03 18:00,9.9
29-03-03 17:00,3.8
29-03-03 16:00,3.6
29-03-03 15:00,5.2
29-03-03 14:00,8.9
29-03-03 13:00,10.9
29-03-03 12:00,9.2
29-03-03 11:00,5.5
29-03-03 10:00,5.2
29-03-03 09:00,1.8
29-03-03 08:00,1.6
29-03-03 07:00,1.9
29-03-03 06:00,2.4
29-03-03 05:00,1.4
29-03-03 04:00,1.1
29-03-03 03:00,1.0
29-03-03 02:00,1.0
29-03-03 01:00,
29-03-03 00:00,4.1
28-03-03 23:00,5.6
28-03-03 22:00,8.0
28-03-03 21:00,9.5
28-03-03 20:00,5.8
28-03-03 19:00,2.1
28-03-03 18:00,3.2
28-03-03 17:00,3.4
28-03-03 16:00,2.6
28-03-03 15:00,2.0
28-03-03 14:00,2.0
28-03-03 13:00,3.9
28-03-03 12:00,7.1
28-03-03 11:00,4.6
28-03-03 10:00,6.0
28-03-03 09:00,3.6
28-03-03 08:00,1.7
28-03-03 07:00,1.0
28-03-03 06:00,1.1
28-03-03 05:00,1.4
28-03-03 04:00,1.7
28-03-03 03:00,3.0
28-03-03 02:00,3.8
28-03-03 01:00,4.8
28-03-03 00:00,6.3
27-03-03 23:00,7.1
27-03-03 22:00,10.6
27-03-03 21:00,12.0
27-03-03 20:00,18.9
27-03-03 19:00,16.8
27-03-03 18:00,17.2
27-03-03 17:00,19.2
27-03-03 16:00,16.2
27-03-03 15:00,13.8
27-03-03 14:00,13.8
27-03-03 13:00,18.7
27-03-03 12:00,14.7
27-03-03 11:00,16.1
27-03-03 10:00,17.0
27-03-03 09:00,12.2
27-03-03 08:00,5.0
27-03-03 07:00,1.6
27-03-03 06:00,1.4
27-03-03 05:00,1.0
27-03-03 04:00,1.6
27-03-03 03:00,2.5
27-03-03 02:00,2.5
27-03-03 01:00,3.0
27-03-03 00:00,3.9
26-03-03 23:00,5.0
26-03-03 22:00,8.7
26-03-03 21:00,11.0
26-03-03 20:00,15.3
26-03-03 19:00,10.4
26-03-03 18:00,10.3
26-03-03 17:00,22.5
26-03-03 16:00,31.8
26-03-03 15:00,31.2
26-03-03 14:00,9.3
26-03-03 13:00,7.6
26-03-03 12:00,9.3
26-03-03 11:00,9.4
26-03-03 10:00,9.3
26-03-03 09:00,10.9
26-03-03 08:00,6.0
26-03-03 07:00,2.4
26-03-03 06:00,2.4
26-03-03 05:00,2.3
26-03-03 04:00,2.5
26-03-03 03:00,3.2
26-03-03 02:00,3.5
26-03-03 01:00,4.6
26-03-03 00:00,6.4
25-03-03 23:00,7.7
25-03-03 22:00,6.2
25-03-03 21:00,5.6
25-03-03 20:00,4.8
25-03-03 19:00,5.0
25-03-03 18:00,3.8
25-03-03 17:00,4.3
25-03-03 16:00,3.6
25-03-03 15:00,5.3
25-03-03 14:00,6.7
25-03-03 13:00,8.0
25-03-03 12:00,11.0
25-03-03 11:00,19.6
25-03-03 10:00,19.1
25-03-03 09:00,17.7
25-03-03 08:00,8.8
25-03-03 07:00,7.3
25-03-03 06:00,5.6
25-03-03 05:00,4.2
25-03-03 04:00,3.5
25-03-03 03:00,5.2
25-03-03 02:00,6.9
25-03-03 01:00,14.3
25-03-03 00:00,12.5
24-03-03 23:00,8.2
24-03-03 22:00,5.6
24-03-03 21:00,5.7
24-03-03 20:00,5.9
24-03-03 19:00,3.4
24-03-03 18:00,3.2
24-03-03 17:00,3.7
24-03-03 16:00,5.3
24-03-03 15:00,17.0
24-03-03 14:00,15.0
