Datum Zeit,Leipzig-Mitte PM10
,µg/m³
31-03-03,37
30-03-03,73
29-03-03,72
28-03-03,96
27-03-03,83
26-03-03,121
25-03-03,70
24-03-03,47
23-03-03,38
22-03-03,33
21-03-03,28
20-03-03,44
19-03-03,44
18-03-03,60
17-03-03,60
16-03-03,61
15-03-03,44
14-03-03,26
13-03-03,23
12-03-03,18
11-03-03,34
10-03-03,40
09-03-03,23
08-03-03,26
07-03-03,45
06-03-03,77
05-03-03,63
04-03-03,144
03-03-03,156
02-03-03,83
01-03-03,75

