Datum Zeit,Klingenthal NO
,µg/m³
01-04-03 00:00,1
31-03-03 23:00,1
31-03-03 22:00,2
31-03-03 21:00,3
31-03-03 20:00,4
31-03-03 19:00,13
31-03-03 18:00,13
31-03-03 17:00,12
31-03-03 16:00,12
31-03-03 15:00,11
31-03-03 14:00,13
31-03-03 13:00,15
31-03-03 12:00,13
31-03-03 11:00,13
31-03-03 10:00,16
31-03-03 09:00,14
31-03-03 08:00,15
31-03-03 07:00,18
31-03-03 06:00,15
31-03-03 05:00,10
31-03-03 04:00,2
31-03-03 03:00,2
31-03-03 02:00,1
31-03-03 01:00,1
31-03-03 00:00,1
30-03-03 23:00,1
30-03-03 22:00,2
30-03-03 21:00,5
30-03-03 20:00,5
30-03-03 19:00,3
30-03-03 18:00,12
30-03-03 17:00,15
30-03-03 16:00,10
30-03-03 15:00,8
30-03-03 14:00,8
30-03-03 13:00,7
30-03-03 12:00,3
30-03-03 11:00,13
30-03-03 10:00,18
30-03-03 09:00,14
30-03-03 08:00,7
30-03-03 07:00,6
30-03-03 06:00,3
30-03-03 05:00,2
30-03-03 04:00,1
30-03-03 03:00,1
30-03-03 02:00,2
30-03-03 01:00,2
30-03-03 00:00,2
29-03-03 23:00,3
29-03-03 22:00,4
29-03-03 21:00,5
29-03-03 20:00,5
29-03-03 19:00,5
29-03-03 18:00,4
29-03-03 17:00,4
29-03-03 16:00,2
29-03-03 15:00,2
29-03-03 14:00,2
29-03-03 13:00,4
29-03-03 12:00,5
29-03-03 11:00,4
29-03-03 10:00,9
29-03-03 09:00,7
29-03-03 08:00,8
29-03-03 07:00,7
29-03-03 06:00,1
29-03-03 05:00,1
29-03-03 04:00,1
29-03-03 03:00,1
29-03-03 02:00,1
29-03-03 01:00,1
29-03-03 00:00,1
28-03-03 23:00,2
28-03-03 22:00,2
28-03-03 21:00,7
28-03-03 20:00,6
28-03-03 19:00,8
28-03-03 18:00,14
28-03-03 17:00,14
28-03-03 16:00,14
28-03-03 15:00,15
28-03-03 14:00,12
28-03-03 13:00,12
28-03-03 12:00,7
28-03-03 11:00,4
28-03-03 10:00,28
28-03-03 09:00,47
28-03-03 08:00,59
28-03-03 07:00,63
28-03-03 06:00,33
28-03-03 05:00,2
28-03-03 04:00,1
28-03-03 03:00,1
28-03-03 02:00,1
28-03-03 01:00,1
28-03-03 00:00,1
27-03-03 23:00,2
27-03-03 22:00,6
27-03-03 21:00,7
27-03-03 20:00,6
27-03-03 19:00,5
27-03-03 18:00,11
27-03-03 17:00,6
27-03-03 16:00,7
27-03-03 15:00,9
27-03-03 14:00,7
27-03-03 13:00,
27-03-03 12:00,5
27-03-03 11:00,4
27-03-03 10:00,10
27-03-03 09:00,13
27-03-03 08:00,49
27-03-03 07:00,29
27-03-03 06:00,16
27-03-03 05:00,3
27-03-03 04:00,1
27-03-03 03:00,1
27-03-03 02:00,1
27-03-03 01:00,1
27-03-03 00:00,1
26-03-03 23:00,5
26-03-03 22:00,3
26-03-03 21:00,4
26-03-03 20:00,8
26-03-03 19:00,8
26-03-03 18:00,4
26-03-03 17:00,3
26-03-03 16:00,3
26-03-03 15:00,3
26-03-03 14:00,4
26-03-03 13:00,5
26-03-03 12:00,7
26-03-03 11:00,7
26-03-03 10:00,11
26-03-03 09:00,40
26-03-03 08:00,66
26-03-03 07:00,59
26-03-03 06:00,21
26-03-03 05:00,3
26-03-03 04:00,2
26-03-03 03:00,1
26-03-03 02:00,1
26-03-03 01:00,1
26-03-03 00:00,2
25-03-03 23:00,3
25-03-03 22:00,6
25-03-03 21:00,8
25-03-03 20:00,5
25-03-03 19:00,4
25-03-03 18:00,12
25-03-03 17:00,11
25-03-03 16:00,10
25-03-03 15:00,7
25-03-03 14:00,6
25-03-03 13:00,10
25-03-03 12:00,47
25-03-03 11:00,43
25-03-03 10:00,54
25-03-03 09:00,47
25-03-03 08:00,37
25-03-03 07:00,24
25-03-03 06:00,18
25-03-03 05:00,2
25-03-03 04:00,1
25-03-03 03:00,1
25-03-03 02:00,1
25-03-03 01:00,2
25-03-03 00:00,1
