Datum Zeit,Zittau-Ost NO
,µg/m³
01-04-03 00:00,1
31-03-03 23:00,1
31-03-03 22:00,2
31-03-03 21:00,1
31-03-03 20:00,3
31-03-03 19:00,1
31-03-03 18:00,1
31-03-03 17:00,1
31-03-03 16:00,1
31-03-03 15:00,1
31-03-03 14:00,1
31-03-03 13:00,1
31-03-03 12:00,1
31-03-03 11:00,1
31-03-03 10:00,1
31-03-03 09:00,1
31-03-03 08:00,1
31-03-03 07:00,1
31-03-03 06:00,1
31-03-03 05:00,1
31-03-03 04:00,1
31-03-03 03:00,1
31-03-03 02:00,4
31-03-03 01:00,1
31-03-03 00:00,1
30-03-03 23:00,1
30-03-03 22:00,1
30-03-03 21:00,3
30-03-03 20:00,4
30-03-03 19:00,1
30-03-03 18:00,1
30-03-03 17:00,1
30-03-03 16:00,1
30-03-03 15:00,1
30-03-03 14:00,1
30-03-03 13:00,1
30-03-03 12:00,1
30-03-03 11:00,1
30-03-03 10:00,1
30-03-03 09:00,2
30-03-03 08:00,1
30-03-03 07:00,1
30-03-03 06:00,1
30-03-03 05:00,2
30-03-03 04:00,1
30-03-03 03:00,1
30-03-03 02:00,1
30-03-03 01:00,1
30-03-03 00:00,1
29-03-03 23:00,1
29-03-03 22:00,1
29-03-03 21:00,2
29-03-03 20:00,3
29-03-03 19:00,3
29-03-03 18:00,1
29-03-03 17:00,1
29-03-03 16:00,1
29-03-03 15:00,1
29-03-03 14:00,1
29-03-03 13:00,1
29-03-03 12:00,1
29-03-03 11:00,5
29-03-03 10:00,10
29-03-03 09:00,3
29-03-03 08:00,2
29-03-03 07:00,1
29-03-03 06:00,1
29-03-03 05:00,1
29-03-03 04:00,1
29-03-03 03:00,1
29-03-03 02:00,1
29-03-03 01:00,1
29-03-03 00:00,2
28-03-03 23:00,4
28-03-03 22:00,1
28-03-03 21:00,1
28-03-03 20:00,1
28-03-03 19:00,1
28-03-03 18:00,1
28-03-03 17:00,1
28-03-03 16:00,1
28-03-03 15:00,2
28-03-03 14:00,1
28-03-03 13:00,1
28-03-03 12:00,3
28-03-03 11:00,1
28-03-03 10:00,4
28-03-03 09:00,4
28-03-03 08:00,6
28-03-03 07:00,15
28-03-03 06:00,2
28-03-03 05:00,1
28-03-03 04:00,1
28-03-03 03:00,1
28-03-03 02:00,1
28-03-03 01:00,1
28-03-03 00:00,1
27-03-03 23:00,1
27-03-03 22:00,1
27-03-03 21:00,1
27-03-03 20:00,3
27-03-03 19:00,2
27-03-03 18:00,1
27-03-03 17:00,1
27-03-03 16:00,1
27-03-03 15:00,1
27-03-03 14:00,1
27-03-03 13:00,1
27-03-03 12:00,1
27-03-03 11:00,3
27-03-03 10:00,72
27-03-03 09:00,45
27-03-03 08:00,30
27-03-03 07:00,6
27-03-03 06:00,6
27-03-03 05:00,1
27-03-03 04:00,1
27-03-03 03:00,1
27-03-03 02:00,1
27-03-03 01:00,1
27-03-03 00:00,1
26-03-03 23:00,2
26-03-03 22:00,5
26-03-03 21:00,2
26-03-03 20:00,2
26-03-03 19:00,1
26-03-03 18:00,1
26-03-03 17:00,1
26-03-03 16:00,1
26-03-03 15:00,1
26-03-03 14:00,1
26-03-03 13:00,1
26-03-03 12:00,2
26-03-03 11:00,7
26-03-03 10:00,6
26-03-03 09:00,13
26-03-03 08:00,27
26-03-03 07:00,17
26-03-03 06:00,4
26-03-03 05:00,4
26-03-03 04:00,2
26-03-03 03:00,1
26-03-03 02:00,2
26-03-03 01:00,1
26-03-03 00:00,1
25-03-03 23:00,2
25-03-03 22:00,3
25-03-03 21:00,5
25-03-03 20:00,4
25-03-03 19:00,9
25-03-03 18:00,1
25-03-03 17:00,1
25-03-03 16:00,1
25-03-03 15:00,1
25-03-03 14:00,1
25-03-03 13:00,1
25-03-03 12:00,2
25-03-03 11:00,7
25-03-03 10:00,41
25-03-03 09:00,55
25-03-03 08:00,32
25-03-03 07:00,21
25-03-03 06:00,4
25-03-03 05:00,1
25-03-03 04:00,1
25-03-03 03:00,1
25-03-03 02:00,1
25-03-03 01:00,2
25-03-03 00:00,1
