Datum Zeit,Glauchau NO
,µg/m³
01-04-03 00:00,17
31-03-03 23:00,13
31-03-03 22:00,36
31-03-03 21:00,31
31-03-03 20:00,29
31-03-03 19:00,18
31-03-03 18:00,15
31-03-03 17:00,11
31-03-03 16:00,20
31-03-03 15:00,16
31-03-03 14:00,16
31-03-03 13:00,12
31-03-03 12:00,11
31-03-03 11:00,14
31-03-03 10:00,13
31-03-03 09:00,14
31-03-03 08:00,19
31-03-03 07:00,49
31-03-03 06:00,29
31-03-03 05:00,8
31-03-03 04:00,1
31-03-03 03:00,1
31-03-03 02:00,1
31-03-03 01:00,1
31-03-03 00:00,1
30-03-03 23:00,4
30-03-03 22:00,2
30-03-03 21:00,3
30-03-03 20:00,3
30-03-03 19:00,5
30-03-03 18:00,5
30-03-03 17:00,2
30-03-03 16:00,2
30-03-03 15:00,3
30-03-03 14:00,3
30-03-03 13:00,2
30-03-03 12:00,4
30-03-03 11:00,4
30-03-03 10:00,4
30-03-03 09:00,3
30-03-03 08:00,3
30-03-03 07:00,5
30-03-03 06:00,3
30-03-03 05:00,5
30-03-03 04:00,12
30-03-03 03:00,14
30-03-03 02:00,18
30-03-03 01:00,24
30-03-03 00:00,28
29-03-03 23:00,23
29-03-03 22:00,35
29-03-03 21:00,37
29-03-03 20:00,32
29-03-03 19:00,7
29-03-03 18:00,3
29-03-03 17:00,5
29-03-03 16:00,4
29-03-03 15:00,2
29-03-03 14:00,3
29-03-03 13:00,6
29-03-03 12:00,9
29-03-03 11:00,8
29-03-03 10:00,21
29-03-03 09:00,43
29-03-03 08:00,101
29-03-03 07:00,37
29-03-03 06:00,30
29-03-03 05:00,28
29-03-03 04:00,29
29-03-03 03:00,33
29-03-03 02:00,39
29-03-03 01:00,65
29-03-03 00:00,65
28-03-03 23:00,71
28-03-03 22:00,63
28-03-03 21:00,35
28-03-03 20:00,17
28-03-03 19:00,3
28-03-03 18:00,2
28-03-03 17:00,4
28-03-03 16:00,11
28-03-03 15:00,22
28-03-03 14:00,19
28-03-03 13:00,20
28-03-03 12:00,24
28-03-03 11:00,19
28-03-03 10:00,31
28-03-03 09:00,54
28-03-03 08:00,125
28-03-03 07:00,107
28-03-03 06:00,66
