Datum Zeit,Carlsfeld PM10
,µg/m³
30-04-13,27
29-04-13,12
28-04-13,7
27-04-13,2
26-04-13,21
25-04-13,16
24-04-13,19
23-04-13,30
22-04-13,40
21-04-13,30
20-04-13,18
19-04-13,16
18-04-13,16
17-04-13,12
16-04-13,12
15-04-13,11
14-04-13,11
13-04-13,8
12-04-13,6
11-04-13,8
10-04-13,7
09-04-13,25
08-04-13,25
07-04-13,17
06-04-13,14
05-04-13,22
04-04-13,26
03-04-13,27
02-04-13,21
01-04-13,15

