Datum Zeit,Niesky PM10
,µg/m³
30-04-13,19
29-04-13,16
28-04-13,7
27-04-13,8
26-04-13,26
25-04-13,34
24-04-13,25
23-04-13,35
22-04-13,29
21-04-13,21
20-04-13,16
19-04-13,21
18-04-13,25
17-04-13,21
16-04-13,17
15-04-13,
14-04-13,
13-04-13,7
12-04-13,7
11-04-13,
10-04-13,
09-04-13,60
08-04-13,23
07-04-13,18
06-04-13,26
05-04-13,51
04-04-13,31
03-04-13,32
02-04-13,23
01-04-13,17

