Datum Zeit,Dresden-Winckelmannstr. PM2.5
,µg/m³
30-04-13,23.07
29-04-13,15.58
28-04-13,9.57
27-04-13,6.18
26-04-13,16.34
25-04-13,30.14
24-04-13,26.43
23-04-13,31.27
22-04-13,35.96
21-04-13,23.97
20-04-13,13.85
19-04-13,14.04
18-04-13,16.27
17-04-13,18.59
16-04-13,17.20
15-04-13,11.40
14-04-13,10.61
13-04-13,8.36
12-04-13,7.95
11-04-13,9.83
10-04-13,17.41
09-04-13,35.44
08-04-13,18.38
07-04-13,17.67
06-04-13,24.87
05-04-13,30.42
04-04-13,28.44
03-04-13,27.57
02-04-13,22.34
01-04-13,15.84

