Datum Zeit,Dresden-Nord PM2.5
,µg/m³
30-04-13,24.75
29-04-13,16.84
28-04-13,9.26
27-04-13,5.51
26-04-13,19.93
25-04-13,32.28
24-04-13,27.78
23-04-13,32.61
22-04-13,35.85
21-04-13,21.27
20-04-13,12.30
19-04-13,14.35
18-04-13,17.16
17-04-13,19.51
16-04-13,17.38
15-04-13,13.42
14-04-13,11.61
13-04-13,10.06
12-04-13,10.19
11-04-13,11.60
10-04-13,19.24
09-04-13,33.59
08-04-13,18.15
07-04-13,17.17
06-04-13,24.76
05-04-13,30.54
04-04-13,28.67
03-04-13,27.06
02-04-13,21.20
01-04-13,16.86

