Datum Zeit,Brockau PM10
,µg/m³
30-04-13,54
29-04-13,14
28-04-13,8
27-04-13,3
26-04-13,29
25-04-13,68
24-04-13,48
23-04-13,55
22-04-13,53
21-04-13,34
20-04-13,21
19-04-13,21
18-04-13,17
17-04-13,18
16-04-13,20
15-04-13,11
14-04-13,9
13-04-13,6
12-04-13,4
11-04-13,7
10-04-13,7
09-04-13,26
08-04-13,28
07-04-13,21
06-04-13,29
05-04-13,39
04-04-13,40
03-04-13,32
02-04-13,23
01-04-13,16

