Datum Zeit,Chemnitz-Leipziger Str. PM2.5
,µg/m³
30-04-13,23.70
29-04-13,19.86
28-04-13,8.33
27-04-13,3.97
26-04-13,28.38
25-04-13,28.59
24-04-13,27.41
23-04-13,39.77
22-04-13,45.12
21-04-13,24.68
20-04-13,12.94
19-04-13,21.81
18-04-13,20.24
17-04-13,19.90
16-04-13,31.02
15-04-13,20.34
14-04-13,11.02
13-04-13,10.18
12-04-13,7.66
11-04-13,10.79
10-04-13,11.64
09-04-13,34.74
08-04-13,24.80
07-04-13,18.44
06-04-13,23.65
05-04-13,33.61
04-04-13,35.74
03-04-13,29.17
02-04-13,22.79
01-04-13,15.37

