Datum,Zeit,BEN,NO,NO2,O3,PM10,PM10_Pb,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,ng/m3,µg/m³,µg/m³
2011-01-01,,,,,,31,,,
2011-01-01,01:00,,8,34,,,,,
2011-01-01,02:00,,5,28,,,,,
2011-01-01,03:00,,4,30,,,,,
2011-01-01,04:00,,4,31,,,,,
2011-01-01,05:00,,5,31,,,,,
2011-01-01,06:00,,5,26,,,,,
2011-01-01,07:00,,5,24,,,,,
2011-01-01,08:00,,5,24,,,,,
2011-01-01,09:00,,2,22,,,,,
2011-01-01,10:00,,3,23,,,,,
2011-01-01,11:00,,4,19,,,,,
2011-01-01,12:00,,6,19,,,,,
2011-01-01,13:00,,7,22,,,,,
2011-01-01,14:00,,6,22,,,,,
2011-01-01,15:00,,8,27,,,,,
2011-01-01,16:00,,11,31,,,,,
2011-01-01,17:00,,7,29,,,,,
2011-01-01,18:00,,14,36,,,,,
2011-01-01,19:00,,9,34,,,,,
2011-01-01,20:00,,25,46,,,,,
2011-01-01,21:00,,70,64,,,,,
2011-01-01,22:00,,24,45,,,,,
2011-01-01,23:00,,7,27,,,,,
2011-01-02,,,,,,12,,,
2011-01-02,00:00,,4,20,,,,,
2011-01-02,01:00,,4,17,,,,,
2011-01-02,02:00,,3,14,,,,,
2011-01-02,03:00,,4,15,,,,,
2011-01-02,04:00,,2,11,,,,,
2011-01-02,05:00,,1,13,,,,,
2011-01-02,06:00,,3,22,,,,,
2011-01-02,07:00,,1,9,,,,,
2011-01-02,08:00,,2,13,,,,,
2011-01-02,09:00,,2,13,,,,,
2011-01-02,10:00,,8,22,,,,,
2011-01-02,11:00,,11,28,,,,,
2011-01-02,12:00,,15,33,,,,,
2011-01-02,13:00,,9,23,,,,,
2011-01-02,14:00,,21,30,,,,,
2011-01-02,15:00,,14,31,,,,,
2011-01-02,16:00,,15,33,,,,,
2011-01-02,17:00,,15,33,,,,,
2011-01-02,18:00,,11,30,,,,,
2011-01-02,19:00,,11,28,,,,,
2011-01-02,20:00,,13,31,,,,,
2011-01-02,21:00,,8,23,,,,,
2011-01-02,22:00,,7,24,,,,,
2011-01-02,23:00,,7,21,,,,,
2011-01-03,,,,,,15,,,
2011-01-03,00:00,,3,18,,,,,
2011-01-03,01:00,,2,14,,,,,
2011-01-03,02:00,,2,15,,,,,
2011-01-03,03:00,,2,12,,,,,
2011-01-03,04:00,,1,12,,,,,
2011-01-03,05:00,,5,17,,,,,
2011-01-03,06:00,,20,37,,,,,
2011-01-03,07:00,,31,44,,,,,
2011-01-03,08:00,,34,50,,,,,
2011-01-03,09:00,,39,50,,,,,
2011-01-03,10:00,,39,47,,,,,
2011-01-03,11:00,,47,45,,,,,
2011-01-03,12:00,,45,49,,,,,
2011-01-03,13:00,,47,56,,,,,
2011-01-03,14:00,,49,55,,,,,
2011-01-03,15:00,,51,60,,,,,
2011-01-03,16:00,,54,64,,,,,
2011-01-03,17:00,,58,75,,,,,
2011-01-03,18:00,,36,58,,,,,
2011-01-03,19:00,,35,65,,,,,
2011-01-03,20:00,,28,54,,,,,
2011-01-03,21:00,,14,50,,,,,
2011-01-03,22:00,,17,49,,,,,
2011-01-03,23:00,,12,45,,,,,
2011-01-04,,,,,,21,,,
2011-01-04,00:00,,14,50,,,,,
2011-01-04,01:00,,2,28,,,,,
2011-01-04,02:00,,3,26,,,,,
2011-01-04,03:00,,2,24,,,,,
2011-01-04,04:00,,6,26,,,,,
2011-01-04,05:00,,11,30,,,,,
2011-01-04,06:00,,34,53,,,,,
2011-01-04,07:00,,31,51,,,,,
2011-01-04,08:00,,80,75,,,,,
2011-01-04,09:00,,49,57,,,,,
2011-01-04,10:00,,32,50,,,,,
2011-01-04,11:00,,29,35,,,,,
2011-01-04,12:00,,26,29,,,,,
2011-01-04,13:00,,23,25,,,,,
2011-01-04,14:00,,35,35,,,,,
2011-01-04,15:00,,34,44,,,,,
2011-01-04,16:00,,34,45,,,,,
2011-01-04,17:00,,47,56,,,,,
2011-01-04,18:00,,37,58,,,,,
2011-01-04,19:00,,33,53,,,,,
2011-01-04,20:00,,24,50,,,,,
2011-01-04,21:00,,23,51,,,,,
2011-01-04,22:00,,14,56,,,,,
2011-01-04,23:00,,14,55,,,,,
2011-01-05,,,,,,28,,,
2011-01-05,00:00,,9,52,,,,,
2011-01-05,01:00,,1,29,,,,,
2011-01-05,02:00,,3,44,,,,,
2011-01-05,03:00,,7,57,,,,,
2011-01-05,04:00,,6,54,,,,,
2011-01-05,05:00,,9,55,,,,,
2011-01-05,06:00,,36,59,,,,,
2011-01-05,07:00,,42,57,,,,,
2011-01-05,08:00,,43,46,,,,,
2011-01-05,09:00,,38,45,,,,,
2011-01-05,10:00,,41,47,,,,,
2011-01-05,11:00,,40,42,,,,,
2011-01-05,12:00,,22,28,,,,,
2011-01-05,13:00,,21,24,,,,,
2011-01-05,14:00,,23,26,,,,,
2011-01-05,15:00,,19,28,,,,,
2011-01-05,16:00,,21,33,,,,,
2011-01-05,17:00,,31,47,,,,,
2011-01-05,18:00,,54,64,,,,,
2011-01-05,19:00,,91,79,,,,,
2011-01-05,20:00,,56,72,,,,,
2011-01-05,21:00,,33,63,,,,,
2011-01-05,22:00,,31,60,,,,,
2011-01-05,23:00,,55,72,,,,,
2011-01-06,,,,,,12,,,
2011-01-06,00:00,,41,69,,,,,
2011-01-06,01:00,,5,31,,,,,
