Datum Zeit,Chemnitz-Leipziger Str. PM10
,µg/m³
31-05-10,13
30-05-10,13
29-05-10,38
28-05-10,30
27-05-10,31
26-05-10,22
25-05-10,24
24-05-10,19
23-05-10,23
22-05-10,35
21-05-10,38
20-05-10,10
19-05-10,11
18-05-10,25
17-05-10,34
16-05-10,24
15-05-10,15
14-05-10,19
13-05-10,26
12-05-10,19
11-05-10,38
10-05-10,34
09-05-10,21
08-05-10,29
07-05-10,21
06-05-10,7
05-05-10,22
04-05-10,16
03-05-10,26
02-05-10,28
01-05-10,33

