Datum Zeit,Leipzig-Thekla O3
,µg/m³
01-06-10 00:00,66
31-05-10 23:00,60
31-05-10 22:00,58
31-05-10 21:00,55
31-05-10 20:00,56
31-05-10 19:00,36
31-05-10 18:00,37
31-05-10 17:00,39
31-05-10 16:00,38
31-05-10 15:00,43
31-05-10 14:00,49
31-05-10 13:00,53
31-05-10 12:00,56
31-05-10 11:00,56
31-05-10 10:00,52
31-05-10 09:00,51
31-05-10 08:00,50
31-05-10 07:00,56
31-05-10 06:00,61
31-05-10 05:00,61
31-05-10 04:00,61
31-05-10 03:00,62
31-05-10 02:00,46
31-05-10 01:00,58
31-05-10 00:00,58
30-05-10 23:00,58
30-05-10 22:00,50
30-05-10 21:00,60
30-05-10 20:00,60
30-05-10 19:00,70
30-05-10 18:00,64
30-05-10 17:00,61
30-05-10 16:00,57
30-05-10 15:00,66
30-05-10 14:00,74
30-05-10 13:00,67
30-05-10 12:00,64
30-05-10 11:00,52
30-05-10 10:00,52
30-05-10 09:00,62
30-05-10 08:00,62
30-05-10 07:00,24
30-05-10 06:00,23
30-05-10 05:00,33
30-05-10 04:00,36
30-05-10 03:00,44
30-05-10 02:00,52
30-05-10 01:00,55
30-05-10 00:00,54
29-05-10 23:00,62
29-05-10 22:00,67
29-05-10 21:00,72
29-05-10 20:00,76
29-05-10 19:00,96
29-05-10 18:00,102
29-05-10 17:00,105
29-05-10 16:00,106
29-05-10 15:00,102
29-05-10 14:00,97
29-05-10 13:00,89
29-05-10 12:00,81
29-05-10 11:00,75
29-05-10 10:00,66
29-05-10 09:00,55
29-05-10 08:00,36
29-05-10 07:00,8
29-05-10 06:00,1
29-05-10 05:00,1
29-05-10 04:00,1
29-05-10 03:00,3
29-05-10 02:00,7
29-05-10 01:00,4
29-05-10 00:00,4
28-05-10 23:00,10
28-05-10 22:00,25
28-05-10 21:00,37
28-05-10 20:00,43
28-05-10 19:00,61
28-05-10 18:00,60
28-05-10 17:00,59
28-05-10 16:00,58
28-05-10 15:00,48
28-05-10 14:00,42
28-05-10 13:00,36
28-05-10 12:00,38
28-05-10 11:00,38
28-05-10 10:00,28
28-05-10 09:00,22
28-05-10 08:00,17
28-05-10 07:00,5
28-05-10 06:00,8
28-05-10 05:00,16
28-05-10 04:00,21
28-05-10 03:00,22
28-05-10 02:00,13
28-05-10 01:00,6
28-05-10 00:00,11
27-05-10 23:00,16
27-05-10 22:00,31
27-05-10 21:00,47
27-05-10 20:00,57
27-05-10 19:00,68
27-05-10 18:00,74
27-05-10 17:00,76
27-05-10 16:00,75
27-05-10 15:00,72
27-05-10 14:00,63
27-05-10 13:00,59
27-05-10 12:00,66
27-05-10 11:00,62
27-05-10 10:00,50
27-05-10 09:00,41
27-05-10 08:00,35
27-05-10 07:00,31
27-05-10 06:00,26
27-05-10 05:00,19
27-05-10 04:00,11
27-05-10 03:00,14
27-05-10 02:00,16
27-05-10 01:00,25
27-05-10 00:00,31
26-05-10 23:00,42
26-05-10 22:00,53
26-05-10 21:00,59
26-05-10 20:00,54
26-05-10 19:00,61
26-05-10 18:00,75
26-05-10 17:00,75
26-05-10 16:00,79
26-05-10 15:00,81
26-05-10 14:00,80
26-05-10 13:00,80
26-05-10 12:00,78
26-05-10 11:00,71
26-05-10 10:00,64
26-05-10 09:00,57
26-05-10 08:00,50
26-05-10 07:00,49
26-05-10 06:00,46
26-05-10 05:00,46
26-05-10 04:00,42
26-05-10 03:00,58
26-05-10 02:00,34
26-05-10 01:00,5
26-05-10 00:00,3
25-05-10 23:00,23
25-05-10 22:00,22
25-05-10 21:00,55
25-05-10 20:00,73
25-05-10 19:00,85
25-05-10 18:00,85
25-05-10 17:00,82
25-05-10 16:00,82
25-05-10 15:00,82
25-05-10 14:00,78
25-05-10 13:00,70
25-05-10 12:00,65
25-05-10 11:00,62
25-05-10 10:00,61
25-05-10 09:00,60
25-05-10 08:00,53
25-05-10 07:00,48
25-05-10 06:00,40
25-05-10 05:00,45
25-05-10 04:00,40
25-05-10 03:00,42
25-05-10 02:00,50
25-05-10 01:00,48
25-05-10 00:00,45
24-05-10 23:00,38
24-05-10 22:00,19
24-05-10 21:00,39
24-05-10 20:00,69
24-05-10 19:00,65
24-05-10 18:00,63
24-05-10 17:00,59
24-05-10 16:00,71
