Datum Zeit,Zwickau-Werdauer Straße PM10
,µg/m³
31-05-10,11
30-05-10,8
29-05-10,26
28-05-10,23
27-05-10,24
26-05-10,31
25-05-10,24
24-05-10,17
23-05-10,26
22-05-10,32
21-05-10,36
20-05-10,14
19-05-10,8
18-05-10,20
17-05-10,25
16-05-10,18
15-05-10,10
14-05-10,18
13-05-10,25
12-05-10,19
11-05-10,46
10-05-10,34
09-05-10,15
08-05-10,24
07-05-10,19
06-05-10,11
05-05-10,30
04-05-10,21
03-05-10,22
02-05-10,21
01-05-10,30

