Datum Zeit,Radebeul-Wahnsdorf PM10
,µg/m³
31-05-10,7
30-05-10,11
29-05-10,25
28-05-10,18
27-05-10,18
26-05-10,18
25-05-10,14
24-05-10,13
23-05-10,16
22-05-10,24
21-05-10,19
20-05-10,7
19-05-10,5
18-05-10,14
17-05-10,17
16-05-10,15
15-05-10,10
14-05-10,8
13-05-10,17
12-05-10,9
11-05-10,24
10-05-10,23
09-05-10,15
08-05-10,13
07-05-10,7
06-05-10,6
05-05-10,10
04-05-10,11
03-05-10,13
02-05-10,15
01-05-10,21

