Datum Zeit,Dresden-Nord PM10
,µg/m³
31-05-10,10
30-05-10,16
29-05-10,29
28-05-10,26
27-05-10,27
26-05-10,22
25-05-10,20
24-05-10,17
23-05-10,21
22-05-10,33
21-05-10,35
20-05-10,22
19-05-10,9
18-05-10,27
17-05-10,30
16-05-10,23
15-05-10,17
14-05-10,19
13-05-10,26
12-05-10,21
11-05-10,34
10-05-10,30
09-05-10,22
08-05-10,25
07-05-10,19
06-05-10,9
05-05-10,20
04-05-10,14
03-05-10,24
02-05-10,25
01-05-10,31

