Datum Zeit,Niesky PM10
,µg/m³
31-05-10,7
30-05-10,14
29-05-10,24
28-05-10,14
27-05-10,15
26-05-10,20
25-05-10,15
24-05-10,13
23-05-10,19
22-05-10,23
21-05-10,21
20-05-10,12
19-05-10,5
18-05-10,13
17-05-10,17
16-05-10,17
15-05-10,8
14-05-10,15
13-05-10,18
12-05-10,15
11-05-10,23
10-05-10,17
09-05-10,16
08-05-10,14
07-05-10,11
06-05-10,9
05-05-10,15
04-05-10,11
03-05-10,12
02-05-10,17
01-05-10,19

