Datum Zeit,Glauchau PM10
,µg/m³
31-05-10,10
30-05-10,10
29-05-10,28
28-05-10,21
27-05-10,22
26-05-10,21
25-05-10,21
24-05-10,16
23-05-10,26
22-05-10,29
21-05-10,29
20-05-10,15
19-05-10,8
18-05-10,20
17-05-10,25
16-05-10,19
15-05-10,10
14-05-10,16
13-05-10,19
12-05-10,15
11-05-10,27
10-05-10,27
09-05-10,17
08-05-10,20
07-05-10,12
06-05-10,9
05-05-10,18
04-05-10,13
03-05-10,19
02-05-10,20
01-05-10,40

