Datum Zeit,Zittau-Ost PM10
,µg/m³
31-05-10,6
30-05-10,14
29-05-10,22
28-05-10,14
27-05-10,15
26-05-10,21
25-05-10,13
24-05-10,11
23-05-10,13
22-05-10,20
21-05-10,16
20-05-10,15
19-05-10,6
18-05-10,11
17-05-10,13
16-05-10,14
15-05-10,7
14-05-10,14
13-05-10,17
12-05-10,10
11-05-10,24
10-05-10,15
09-05-10,16
08-05-10,19
07-05-10,7
06-05-10,8
05-05-10,16
04-05-10,10
03-05-10,11
02-05-10,20
01-05-10,29

