Datum Zeit,Collmberg PM10
,µg/m³
31-05-10,5
30-05-10,9
29-05-10,30
28-05-10,22
27-05-10,15
26-05-10,15
25-05-10,14
24-05-10,14
23-05-10,15
22-05-10,23
21-05-10,17
20-05-10,7
19-05-10,3
18-05-10,11
17-05-10,20
16-05-10,16
15-05-10,9
14-05-10,10
13-05-10,16
12-05-10,10
11-05-10,25
10-05-10,25
09-05-10,16
08-05-10,15
07-05-10,7
06-05-10,4
05-05-10,16
04-05-10,8
03-05-10,8
02-05-10,15
01-05-10,23

