Datum Zeit,Carlsfeld PM10
,µg/m³
30-04-15,9
29-04-15,10
28-04-15,3
27-04-15,4
26-04-15,5
25-04-15,11
24-04-15,13
23-04-15,15
22-04-15,13
21-04-15,9
20-04-15,10
19-04-15,7
18-04-15,6
17-04-15,13
16-04-15,20
15-04-15,11
14-04-15,10
13-04-15,5
12-04-15,5
11-04-15,12
10-04-15,15
09-04-15,9
08-04-15,24
07-04-15,8
06-04-15,10
05-04-15,11
04-04-15,7
03-04-15,4
02-04-15,2
01-04-15,3

