Datum Zeit,Dresden-Winckelmannstr. O3
,µg/m³
01-05-15 00:00,58
30-04-15 23:00,64
30-04-15 22:00,63
30-04-15 21:00,47
30-04-15 20:00,55
30-04-15 19:00,71
30-04-15 18:00,81
30-04-15 17:00,96
30-04-15 16:00,92
30-04-15 15:00,80
30-04-15 14:00,58
30-04-15 13:00,75
30-04-15 12:00,74
30-04-15 11:00,64
30-04-15 10:00,57
30-04-15 09:00,50
30-04-15 08:00,39
30-04-15 07:00,31
30-04-15 06:00,36
30-04-15 05:00,44
30-04-15 04:00,48
30-04-15 03:00,45
30-04-15 02:00,41
30-04-15 01:00,38
30-04-15 00:00,43
29-04-15 23:00,46
29-04-15 22:00,43
29-04-15 21:00,54
29-04-15 20:00,64
29-04-15 19:00,69
29-04-15 18:00,75
29-04-15 17:00,78
29-04-15 16:00,79
29-04-15 15:00,77
29-04-15 14:00,71
29-04-15 13:00,70
29-04-15 12:00,66
29-04-15 11:00,59
29-04-15 10:00,54
29-04-15 09:00,43
29-04-15 08:00,33
29-04-15 07:00,23
29-04-15 06:00,16
29-04-15 05:00,22
29-04-15 04:00,25
29-04-15 03:00,26
29-04-15 02:00,35
29-04-15 01:00,45
29-04-15 00:00,46
28-04-15 23:00,23
28-04-15 22:00,13
28-04-15 21:00,11
28-04-15 20:00,23
28-04-15 19:00,30
28-04-15 18:00,37
28-04-15 17:00,41
28-04-15 16:00,49
28-04-15 15:00,47
28-04-15 14:00,39
28-04-15 13:00,38
28-04-15 12:00,51
28-04-15 11:00,52
28-04-15 10:00,42
28-04-15 09:00,38
28-04-15 08:00,40
28-04-15 07:00,33
28-04-15 06:00,41
28-04-15 05:00,45
28-04-15 04:00,51
28-04-15 03:00,56
28-04-15 02:00,58
28-04-15 01:00,52
28-04-15 00:00,49
27-04-15 23:00,33
27-04-15 22:00,24
27-04-15 21:00,21
27-04-15 20:00,19
27-04-15 19:00,21
27-04-15 18:00,29
27-04-15 17:00,45
27-04-15 16:00,84
27-04-15 15:00,102
27-04-15 14:00,102
27-04-15 13:00,93
27-04-15 12:00,84
27-04-15 11:00,56
27-04-15 10:00,36
27-04-15 09:00,35
27-04-15 08:00,28
