Datum Zeit,Leipzig-Mitte PM10
,µg/m³
30-04-15,23
29-04-15,21
28-04-15,16
27-04-15,18
26-04-15,15
25-04-15,29
24-04-15,41
23-04-15,39
22-04-15,24
21-04-15,33
20-04-15,25
19-04-15,23
18-04-15,19
17-04-15,20
16-04-15,28
15-04-15,41
14-04-15,38
13-04-15,19
12-04-15,16
11-04-15,31
10-04-15,42
09-04-15,37
08-04-15,32
07-04-15,35
06-04-15,23
05-04-15,36
04-04-15,26
03-04-15,18
02-04-15,8
01-04-15,10

